title,feedback,answerType,type,domain,answer1,explanation1,answer2,explanation2,answer3,explanation3,answer4,explanation4,answer5,explanation5,answer6,explanation6,correctAnswer
Which two actions should the Scrum Master take if the Product Owner struggles to prioritize the Product Backlog? (Choose the two best answers),"The Scrum Master can support the Product Owner by providing guidance and facilitating stakeholder feedback, helping to improve prioritization. <i>Scrum Guide 2020</i>",M,pspo-I,Product Backlog Management,Offer guidance on value-based prioritization techniques.,Correct: The Scrum Master can coach the Product Owner on effective prioritization.,Take over prioritization temporarily.,Incorrect: The Scrum Master should not perform the Product Owner's responsibilities.,Facilitate stakeholder feedback sessions to gather more insights.,Correct: Gathering feedback can help the Product Owner make informed prioritization decisions.,Propose to reduce the Product Backlog size to make prioritization easier.,Incorrect: Reducing backlog size does not address the core prioritization challenge.,Have the Developers take over the prioritization.,Incorrect: The Product Owner should remain accountable for prioritization decisions.,,,"1,3"
Which two actions should the Product Owner take to keep the Product Backlog relevant and aligned with business needs? (Choose the two best answers),The Product Owner should engage with stakeholders regularly and use data-driven prioritization to ensure the Product Backlog remains aligned with evolving business needs. <i>“The Product Owner is accountable for maximizing the value of the product resulting from the work of the Scrum Team.” Scrum Guide 2020</i>,M,pspo-I,Product Backlog Management,Update the Product Backlog only during Sprint Planning and Review sessions.,Incorrect: The Product Backlog should be continuously refined and updated based on evolving needs.,Engage regularly with stakeholders to gather feedback and ensure alignment with business priorities.,Correct: Regular engagement ensures that the Backlog remains relevant and responsive to current needs.,Use data-driven prioritization to focus on items that deliver the most value.,Correct: Data-driven decisions help keep the Product Backlog aligned with business objectives and priorities.,Ignore feedback that does not align with the current Product Goal.,Incorrect: All feedback should be considered to maintain an adaptable and responsive Product Backlog.,Delegate Backlog refinement to the Developers to streamline updates.,Incorrect: The Product Owner is accountable for managing and updating the Product Backlog.,,,"2,3"
Which three techniques can a Product Owner use to maximize value delivery from the Product Backlog? (Choose the three best answers),"Maximizing value requires the Product Owner to actively manage the Product Backlog using feedback, collaboration, and market analysis to prioritize the most valuable work. <i>“The Product Owner is accountable for maximizing the value of the product resulting from the work of the Scrum Team.” Scrum Guide 2020</i>",M,pspo-I,Product Backlog Management,Ordering the Product Backlog solely based on stakeholder requests.,"Incorrect: Ordering should consider value, risk, and other factors, not just stakeholder requests.",Using feedback from Sprint Reviews to adjust priorities.,Correct: Feedback helps ensure the Product Backlog reflects the latest value opportunities.,Collaborating with the team during refinement sessions to clarify items.,Correct: Regular refinement ensures that Product Backlog items are well understood and actionable.,Delegating prioritization to the Scrum Master.,"Incorrect: The Product Owner is responsible for prioritization, which cannot be delegated.",Analyzing market trends and adjusting the Backlog accordingly.,Correct: Keeping the Backlog aligned with market needs helps maximize value.,,,"2,3,5"
The Product Owner is responsible for maximizing the value of the product. Which three activities best help them achieve this? (Choose the three best answers),"Maximizing value involves prioritizing the Backlog effectively, refining it regularly, and using feedback to adjust goals. <i>Scrum Guide 2020</i>",M,pspo-I,Product Backlog Management,Ordering the Product Backlog based on ROI.,Correct: Ordering the Backlog by ROI helps prioritize items that bring the most value.,Spending more time with stakeholders than with the Scrum Team.,"Incorrect: Balancing engagement with stakeholders and the team is key, not prioritizing one over the other.",Refining Product Backlog Items regularly with the Scrum Team.,Correct: Regular refinement ensures the Backlog is clear and aligned with the value goals.,Delegating prioritization to the Scrum Master.,Incorrect: The Product Owner must retain accountability for ordering the Backlog.,Using customer feedback to guide Backlog adjustments.,Correct: Feedback is crucial for aligning the product with market needs and maximizing value.,,,"1,3,5"
Which action best demonstrates the Product Owner's commitment to maximizing value? (Choose the best answer),"Maximizing value requires continuous engagement with the Product Backlog, using feedback and new information to keep it aligned with stakeholder needs. <i>“The Product Owner is accountable for maximizing the value of the product resulting from the work of the Scrum Team.” Scrum Guide 2020</i>",S,pspo-I,Product Backlog Management,Regularly reprioritizing the Product Backlog based on new insights.,"Correct: Reprioritizing the Backlog ensures the highest value work is always prioritized, reflecting the latest insights and feedback.",Delegating Backlog refinement tasks to the Scrum Master.,Incorrect: The Product Owner is directly responsible for Backlog management and cannot delegate this task.,Focusing only on items that have already been committed.,Incorrect: The Product Owner must look ahead and prepare the Backlog for future Sprints.,Only adjusting the Backlog at Sprint Planning.,"Incorrect: Continuous refinement, not just planning, is necessary to keep the Backlog aligned with value goals.",,,,,1
"During a Sprint, the team identifies that a Backlog item is more complex than initially thought. What should the Product Owner do? (Choose the best answer)","The Product Owner should collaborate with the Developers to refine or split complex items, ensuring they are manageable and aligned with the Sprint Goal. <i>“Scope may be clarified and renegotiated with the Product Owner as more is learned.” Scrum Guide 2020</i>",S,pspo-I,Product Backlog Management,Encourage the team to complete the item as planned to avoid disruptions.,Incorrect: Pushing the team to complete complex work without adjustments can reduce quality and alignment with the Sprint Goal.,"Work with the Developers to refine the item further or split it into smaller, manageable tasks.",Correct: Refining or splitting complex items helps ensure they are achievable within the Sprint’s context.,Ignore the issue and let the team handle it on their own.,Incorrect: Collaboration ensures the team remains aligned and focused on delivering value despite complexity.,Ask the Scrum Master to facilitate a separate session to address the issue.,"Incorrect: While the Scrum Master can facilitate discussions, the Product Owner should actively engage in refinement efforts.",,,,,2
"During the Sprint Retrospective, the team highlights ongoing issues with the clarity of Product Backlog items. What should the Product Owner do? (Choose the best answer)","The Product Owner should work with the Developers to improve refinement processes, ensuring that Product Backlog items are clear, actionable, and ready for future Sprints. <i>“The Product Owner is accountable for effective Product Backlog management.” Scrum Guide 2020</i>",S,pspo-I,Product Backlog Management,Maintain the current refinement process and hope for improvement over time.,Incorrect: Continuing without change does not address the root causes of recurring issues.,"Work with the team to enhance the refinement process, ensuring items are clear and understood.",Correct: Improving refinement helps ensure that Product Backlog items are actionable and align with team understanding.,Delegate the responsibility of refinement to the Scrum Master.,Incorrect: The Product Owner plays a key role in refining Backlog items and must actively participate.,Delay addressing these issues until the next Sprint Planning session.,"Incorrect: Refinement should be continuously improved, not delayed.",,,,,2
True or False: The Product Owner can delegate prioritization of the Product Backlog to the Scrum Master if necessary. (Choose the best answer),Prioritizing the Product Backlog is a non-delegable responsibility of the Product Owner. <i>Scrum Guide 2020</i>,TF,pspo-I,Roles and Responsibilities,,Incorrect: Prioritization is the core responsibility of the Product Owner and cannot be delegated.,,Correct: The Product Owner is solely accountable for prioritizing the Product Backlog.,,,,,,,,,false
True or False: The Developers are responsible for determining how the Product Backlog items are implemented during the Sprint. (Choose the best answer),The Developers are responsible for planning their work during the Sprint and deciding how to achieve the Sprint Goal. <i>“The Developers plan the work necessary to create an Increment that meets the Definition of Done.” Scrum Guide 2020</i>,TF,pspo-I,Roles and Responsibilities,,Correct: The Developers decide how to turn Product Backlog items into a usable Increment.,,Incorrect: The Developers are self-managing and determine their approach during the Sprint.,,,,,,,,,true
Which two strategies can the Product Owner use to maximize the value of the product? (Choose the two best answers),The Product Owner maximizes product value by engaging stakeholders for feedback and prioritizing backlog items based on their potential impact and value. <i>“The Product Owner is accountable for maximizing the value of the product resulting from the work of the Scrum Team.” Scrum Guide 2020</i>,M,pspo-I,Roles and Responsibilities,Regularly engaging with stakeholders to gather feedback and adjust priorities.,"Correct: Continuous engagement ensures the Product Backlog reflects current market and stakeholder needs, maximizing value.",Prioritizing items based on potential impact and business value.,Correct: Focusing on high-value items ensures that the most impactful work is completed first.,Delegating backlog prioritization to the Development Team.,Incorrect: The Product Owner is responsible for backlog prioritization to ensure value is maximized.,Keeping the backlog static once the Sprint begins.,"Incorrect: The backlog should be dynamic, adjusting to new insights and feedback as needed.",Prioritizing technical tasks over business requirements.,Incorrect: Technical tasks are important but must align with delivering business value.,,,"1,2"
Which three factors are essential for creating a productive and collaborative environment in a Scrum Team? (Choose the three best answers),"Openness, respect, and regular feedback are key elements that help create a productive and collaborative environment within a Scrum Team. <i>“Scrum Teams are cross-functional, self-managing, and have all the skills needed to create value each Sprint.” Scrum Guide 2020</i>",M,pspo-I,Roles and Responsibilities,Openness and respect among team members,Correct: Openness and respect are critical for effective communication and collaboration within the team.,A clear Definition of Done,Correct: A clear Definition of Done ensures that everyone understands what needs to be achieved for work to be considered complete.,Regular feedback from stakeholders,Correct: Regular feedback helps the team stay aligned with expectations and adapt as needed.,A command-and-control management style,Incorrect: Scrum encourages self-management and autonomy rather than command-and-control approaches.,Frequent changes to team composition,Incorrect: Stability in team composition fosters better collaboration and productivity.,,,"1,2,3"
Which two actions should the Product Owner take to ensure the Development Team understands the requirements of the Product Backlog items? (Choose the two best answers),The Product Owner ensures that the Development Team understands the Product Backlog items by participating in refinement sessions and maintaining regular communication. <i>“The Product Owner is accountable for ensuring that the Product Backlog is understood by the Development Team.” Scrum Guide 2020</i>,M,pspo-I,Roles and Responsibilities,Participate actively in Backlog Refinement sessions.,"Correct: Active participation helps clarify requirements, ensuring that the team understands what needs to be developed.",Provide detailed documentation for each item.,Incorrect: Detailed documentation can help but should not replace direct communication and collaboration.,Review requirements only during Sprint Planning.,Incorrect: Reviewing requirements solely during Sprint Planning can lead to misunderstandings and delays.,Engage in frequent communication with the Development Team.,Correct: Regular communication ensures that any questions are answered and that the team remains aligned with the Product Owner’s expectations.,Approve tasks before the team begins work.,Incorrect: Approval of tasks is not part of the Product Owner’s role; they ensure clarity but do not approve individual tasks.,,,"1,4"
The Product Owner notices that the Developers are frequently unable to complete their committed work. What should be the first step? (Choose the best answer),"The Product Owner should work with the Developers to identify impediments and collaborate on solutions, ensuring the team can meet their commitments. <i>“The Scrum Team identifies the most helpful changes to improve its effectiveness.” Scrum Guide 2020</i>",S,pspo-I,Roles and Responsibilities,Adjust the team's capacity estimates without consulting them.,Incorrect: Adjusting estimates without team input does not address the root causes of issues.,Facilitate a discussion with the Developers to identify impediments affecting their progress.,Correct: Engaging the team helps identify obstacles and fosters a collaborative approach to solving them.,Reassign incomplete work to the next Sprint automatically.,Incorrect: Reassigning work without refinement can lead to repeated failures.,Ask the Scrum Master to intervene and manage the Developers' workload.,"Incorrect: The Product Owner should work with the team to address issues collaboratively, not delegate responsibility.",,,,,2
A new Product Owner is taking over a project mid-Sprint. What is the best approach to ensure a smooth transition? (Choose the best answer),A new Product Owner should first observe and understand the current Sprint before making any changes to ensure continuity and informed decision-making. <i>“The Product Owner is accountable for maximizing the value of the product.” Scrum Guide 2020</i>,S,pspo-I,Roles and Responsibilities,Immediately review and change the Product Backlog to reflect personal preferences.,Incorrect: Sudden changes can disrupt the ongoing work and team focus.,First observe the current Sprint and learn the existing priorities and team dynamics.,Correct: Understanding the current state allows the new Product Owner to make informed decisions going forward.,Cancel the current Sprint to start fresh with new priorities.,Incorrect: Cancelling the Sprint is unnecessary and disruptive.,Schedule a meeting with stakeholders to redefine goals immediately.,Incorrect: Immediate changes should be avoided; focus first on learning the current state.,,,,,2
True or False: The Definition of Done is solely created and maintained by the Product Owner. (Choose the best answer),"The Definition of Done is a shared agreement within the Scrum Team, defining what must be completed for work to be considered finished. <i>“The Definition of Done is created by the Scrum Team.” Scrum Guide 2020</i>",TF,pspo-I,Scrum Artifacts,,"Incorrect: The Definition of Done is created by the Scrum Team collectively, not solely by the Product Owner.",,Correct: The Definition of Done is established and maintained by the entire Scrum Team to ensure shared understanding of work quality.,,,,,,,,,false
Which three actions help the Scrum Team maintain alignment with stakeholders throughout the Sprint? (Choose the three best answers),"Regular Sprint Reviews, updating the Product Backlog with feedback, and engaging stakeholders during Refinement help maintain strong alignment between the team and stakeholders. <i>“The Scrum Team and stakeholders review what was accomplished in the Sprint Review.” Scrum Guide 2020</i>",M,pspo-I,Scrum Artifacts,Conducting regular Sprint Reviews with stakeholder participation.,"Correct: Sprint Reviews allow stakeholders to see progress and provide feedback, ensuring alignment.",Updating the Product Backlog based on stakeholder feedback after each Sprint.,Correct: Keeping the Product Backlog current with stakeholder input ensures the team works on the most valuable items.,Engaging stakeholders in Backlog Refinement sessions.,Correct: Involving stakeholders in Refinement ensures that their needs are understood and reflected in upcoming work.,Sharing daily updates directly with stakeholders.,Incorrect: Direct daily updates are not required; formal feedback channels like Sprint Reviews are more effective.,Inviting stakeholders to the Daily Scrum.,Incorrect: The Daily Scrum is for the Development Team only; other events serve for stakeholder interaction.,,,"1,2,3"
Which two actions should the Product Owner take when the team consistently misses the Definition of Done? (Choose the two best answers),"The Product Owner should collaborate with the Developers to understand challenges and refine Backlog items, ensuring quality standards are consistently met. <i>“If a Product Backlog item does not meet the Definition of Done, it cannot be released.” Scrum Guide 2020</i>",M,pspo-I,Scrum Artifacts,Adjust the Definition of Done to lower quality standards.,Incorrect: Lowering quality standards compromises the integrity of the product and does not address the root issues.,Collaborate with the Developers to understand obstacles and refine the Backlog items.,"Correct: Collaboration helps identify and address obstacles, ensuring that items meet the Definition of Done.",Reassign incomplete work to the next Sprint without refinement.,Incorrect: Moving work forward without addressing issues can lead to repeated failures.,Improve refinement practices to ensure items are better understood and actionable.,"Correct: Effective refinement helps ensure that items are clear, manageable, and meet the Definition of Done.",Ignore the issue as long as some value is delivered.,Incorrect: Ignoring quality issues undermines the product’s value and consistency.,,,"2,4"
"During a Sprint Retrospective, the team identifies that their Definition of Done is unclear and causing misunderstandings. What should the Product Owner do? (Choose the best answer)","The Product Owner should collaborate with the Scrum Team to clarify and update the Definition of Done, ensuring it is well-understood and consistently applied. <i>“The Definition of Done is created by the Scrum Team.” Scrum Guide 2020</i>",S,pspo-I,Scrum Artifacts,Wait until the next Sprint to address the issues with the Definition of Done.,Incorrect: Delaying improvements can lead to ongoing misunderstandings and inconsistent quality.,Collaborate with the team immediately to clarify and update the Definition of Done.,Correct: Updating the Definition of Done helps ensure a shared understanding and consistent quality standards.,Ignore the issue as it primarily concerns the Developers.,Incorrect: The Product Owner is part of the Scrum Team and should actively contribute to refining the Definition of Done.,Ask the Scrum Master to take charge of updating the Definition of Done.,"Incorrect: The Definition of Done is created and maintained by the entire Scrum Team, not just the Scrum Master.",,,,,2
Which artifact best represents the ‘inspection’ aspect of the Scrum pillars? (Choose the best answer),"The Increment represents the inspected work completed during the Sprint, allowing the team to review what has been achieved and make necessary adaptations. <i>“The Increment is a concrete stepping stone toward the Product Goal.” Scrum Guide 2020</i>",S,pspo-I,Scrum Artifacts,Sprint Backlog,Incorrect: The Sprint Backlog represents work planned for the Sprint but is not the main artifact for inspection.,Increment,"Correct: The Increment is the result of work completed during the Sprint, providing a basis for inspection during the Sprint Review.",Product Backlog,Incorrect: The Product Backlog outlines future work but does not directly support the inspection pillar.,Scrum Artifacts,Incorrect: The Definition of Done ensures quality but does not directly facilitate inspection.,,,,,2
Which artifact provides visibility into the work completed and helps the team track progress toward the Product Goal? (Choose the best answer),"The Increment shows completed work and serves as a stepping stone toward achieving the Product Goal, demonstrating progress to the team and stakeholders. <i>“An Increment is a concrete stepping stone toward the Product Goal.” Scrum Guide 2020</i>",S,pspo-I,Scrum Artifacts,Sprint Backlog,Incorrect: The Sprint Backlog shows the plan for the current Sprint but does not track progress toward the Product Goal.,Increment,Correct: The Increment reflects completed work that moves the product closer to the Product Goal.,Product Backlog,Incorrect: The Product Backlog lists future work and priorities but does not directly show completed progress.,Scrum Artifacts,Incorrect: The Definition of Done sets quality standards but does not provide a view of completed work.,,,,,2
True or False: The Daily Scrum is used by the Development Team to review their progress and make adjustments to their plan as needed. (Choose the best answer),"The Daily Scrum provides a daily opportunity for the Development Team to inspect their progress and adjust their plan, keeping their focus on the Sprint Goal. <i>“The Developers can select whatever structure and techniques they want, as long as their Daily Scrum focuses on progress toward the Sprint Goal.” Scrum Guide 2020</i>",TF,pspo-I,Scrum Events,,Correct: The Daily Scrum is a daily event where the Development Team inspects progress toward the Sprint Goal and adapts their work plan as necessary.,,Incorrect: The primary purpose of the Daily Scrum is for the Development Team to inspect and adapt their progress toward the Sprint Goal.,,,,,,,,,true
True or False: The Product Owner must attend every Daily Scrum to ensure the team is working on the most important tasks. (Choose the best answer),"The Daily Scrum is a meeting for the Development Team to inspect their progress and adapt as needed, without mandatory attendance from the Product Owner. <i>“The Daily Scrum is a 15-minute event for the Developers of the Scrum Team.” Scrum Guide 2020</i>",TF,pspo-I,Scrum Events,,Incorrect: The Product Owner does not need to attend the Daily Scrum; this event is for the Development Team to inspect and adapt their plan.,,"Correct: The Daily Scrum is for the Development Team, and while the Product Owner can attend, it is not mandatory for their role.",,,,,,,,,false
Which three activities should the Development Team focus on during Sprint Planning? (Choose the three best answers),"During Sprint Planning, the Development Team focuses on defining how to achieve the Sprint Goal, identifying tasks, and discussing potential risks to ensure a successful Sprint. <i>“Sprint Planning answers the following: What can be Done this Sprint? How will the chosen work get done?” Scrum Guide 2020</i>",M,pspo-I,Scrum Events,Defining how they will achieve the Sprint Goal.,Correct: Planning how to achieve the Sprint Goal sets the foundation for the Sprint’s work.,Identifying the tasks needed to complete the selected Product Backlog items.,Correct: Breaking down selected items into actionable tasks helps the team understand the work ahead.,Establishing a detailed timeline for each task.,Incorrect: Scrum emphasizes flexibility and does not require detailed timelines for tasks.,Discussing potential risks and how to mitigate them.,Correct: Identifying risks allows the team to proactively address challenges that may impact the Sprint.,Assigning specific tasks to individuals based on skills.,Incorrect: The Development Team self-organizes and decides who will work on which tasks during the Sprint.,,,"1,2,4"
Which two events provide formal opportunities to inspect and adapt the product and the process? (Choose the two best answers),The Sprint Review and Sprint Retrospective are key opportunities for the Scrum Team to inspect their product and processes and make necessary adaptations. <i>“Scrum is a framework that enables teams to inspect and adapt at frequent intervals.” Scrum Guide 2020</i>,M,pspo-I,Scrum Events,Sprint Review,Correct: The Sprint Review inspects the product.,Sprint Retrospective,Correct: The Sprint retrospective inspect the process.,Definition of Done,Incorrect: Definition of Done sets quality criteria but are not formal events.,Sprint Planning,"Incorrect: This event is for planning, not formal adaptation of the product and process.",Increment,"Incorrect: This is an artifact, not event for inspection and adaptation.",,,"1,2"
What is the primary focus of the Product Owner during the Sprint Review? (Choose the best answer),The Sprint Review is an opportunity for the Product Owner to gather feedback on the Increment and adjust future plans accordingly. <i>Scrum Guide 2020</i>,S,pspo-I,Scrum Events,To assess the team's performance during the Sprint.,Incorrect: The Sprint Review is not focused on performance assessment.,To present the Increment and gather feedback from stakeholders.,Correct: The Product Owner's main role is to facilitate feedback on the Increment to guide future Backlog refinements.,To update the stakeholders on the progress of the Product Backlog.,"Incorrect: The focus is on the Increment, not on the backlog updates.",To decide which items will be in the next Sprint.,"Incorrect: Planning the next Sprint happens during Sprint Planning, not the Review.",,,,,2
The Development Team finds that they often need to rework tasks because they did not fully understand the requirements. Which Scrum event should they focus on improving to address this issue? (Choose the best answer),"Backlog Refinement sessions help the team understand requirements better, reducing the need for rework by ensuring clarity before tasks are started. <i>“Product Backlog refinement is the act of adding detail, estimates, and order to items in the Product Backlog.” Scrum Guide 2020</i>",S,pspo-I,Scrum Events,Sprint Review,"Incorrect: The Sprint Review is for inspecting the Increment and gathering feedback, not for clarifying future work requirements.",Backlog Refinement,"Correct: Backlog Refinement helps ensure that requirements are clear and well understood before they are pulled into a Sprint, reducing the need for rework.",Daily Scrum,"Incorrect: The Daily Scrum is for inspecting progress during the Sprint, not for clarifying task requirements.",Sprint Retrospective,Incorrect: The Retrospective focuses on process improvement rather than clarifying requirements for tasks.,,,,,2
The team is having difficulty completing the tasks defined in their Sprint Backlog. What action should they take to improve their future Sprints? (Choose the best answer),"The Sprint Retrospective is a key event for the team to inspect what went well, what didn’t, and plan changes to improve their effectiveness in future Sprints. <i>“The Sprint Retrospective concludes the Sprint by planning ways to increase quality and effectiveness.” Scrum Guide 2020</i>",S,pspo-I,Scrum Events,Increase the length of their Sprints to give them more time.,Incorrect: Extending the Sprint length is not allowed in Scrum and does not address the underlying issues of task completion.,Use the Sprint Retrospective to identify and address the reasons for incomplete tasks.,Correct: The Sprint Retrospective is designed to identify areas for improvement and plan actions to enhance future performance.,Ask the Scrum Master to manage their workload better.,Incorrect: The Development Team is self-managing and responsible for organizing their work.,Reallocate tasks to team members who are less busy.,Incorrect: Reallocating tasks does not resolve systemic issues and may disrupt the team’s flow.,,,,,2
Which pillar of Scrum enables the team to assess and address variances between expected and actual outcomes? (Choose the best answer),"Inspection enables the team to assess and address variances, ensuring that progress toward goals is continually evaluated and managed. <i>“Inspection without adaptation is considered pointless.” Scrum Guide 2020</i>",S,pspo-I,Scrum Pillars,Inspection,Correct: Inspection allows the team to assess progress and identify variances that need to be addressed.,Adaptation,Incorrect: Adaptation occurs after Inspection has identified variances.,Transparency,Incorrect: Transparency makes variances visible but does not directly assess them.,Respect,Incorrect: Respect supports positive interactions but does not involve assessing outcomes.,,,,,1
