title,feedback,answerType,type,domain,answer1,explanation1,answer2,explanation2,answer3,explanation3,answer4,explanation4,answer5,explanation5,answer6,explanation6,correctAnswer
Which two actions should the Product Owner take when the Product Backlog is consistently not delivering the expected value? (Choose the two best answers),The Product Owner should engage stakeholders and use data-driven insights to ensure the Product Backlog is consistently delivering value and aligned with current needs. <i>“The Product Owner is accountable for maximizing the value of the product resulting from the work of the Scrum Team.” Scrum Guide 2020</i>,M,pspo-I,Product Backlog Management,Continue with the current priorities to maintain stability.,Incorrect: Maintaining the status quo when value is not being delivered does not address the issue.,Engage stakeholders to gather new insights and adjust the Product Backlog.,Correct: Stakeholder engagement helps align the Product Backlog with current needs and market conditions.,Use data to re-evaluate the value of Product Backlog items and reprioritize accordingly.,Correct: Data-driven prioritization ensures the Product Backlog is focused on delivering the highest value.,Delegate Backlog management to the Developers to improve value.,Incorrect: The Product Owner is responsible for managing the Product Backlog and ensuring value delivery.,Ignore stakeholder feedback to maintain the current direction.,Incorrect: Stakeholder feedback is essential for keeping the Product Backlog relevant and value-driven.,,,"2,3"
Which two actions should the Product Owner take to ensure the Product Backlog remains up-to-date and valuable? (Choose the two best answers),"The Product Owner should engage with stakeholders regularly and use data-driven prioritization to ensure the Product Backlog remains relevant, up-to-date, and valuable. <i>“The Product Owner is accountable for maximizing the value of the product resulting from the work of the Scrum Team.” Scrum Guide 2020</i>",M,pspo-I,Product Backlog Management,Update the Product Backlog only during formal Scrum events.,Incorrect: The Product Backlog should be continuously refined and updated based on new insights and needs.,Regularly engage with stakeholders to gather feedback and adjust the Product Backlog accordingly.,Correct: Continuous engagement helps keep the Backlog aligned with evolving needs and priorities.,Use data-driven prioritization to focus on high-value items.,Correct: Data-driven decisions help maintain a Backlog that delivers the most value to the product.,Ignore minor feedback to avoid constant changes to the Backlog.,Incorrect: All feedback should be considered to ensure the Backlog remains adaptable and relevant.,Delegate Backlog management to the Scrum Master to streamline updates.,Incorrect: The Product Owner is accountable for managing and updating the Product Backlog.,,,"2,3"
Which three activities should the Product Owner engage in to ensure the Product Backlog remains aligned with stakeholder needs? (Choose the three best answers),"The Product Owner must actively engage with stakeholders, adjust to market conditions, and prioritize work based on value to maintain a relevant Product Backlog. <i>Scrum Guide 2020</i>",M,pspo-I,Product Backlog Management,Regularly meeting with stakeholders to gather feedback.,Correct: Continuous engagement ensures that the Product Backlog reflects current needs and priorities.,Delegating stakeholder meetings to the Scrum Master.,Incorrect: The Product Owner is responsible for stakeholder engagement.,Analyzing market changes to adjust the Product Backlog.,Correct: Adapting to market changes ensures the product stays competitive.,Collaborating with Developers to refine technical aspects.,Incorrect: Technical refinements are primarily the responsibility of the Developers.,Prioritizing items based on potential value delivery.,Correct: Prioritizing for value ensures the most impactful work is done first.,,,"1,3,5"
Which three actions are crucial for the Product Owner to effectively manage the Product Backlog? (Choose the three best answers),"Effective Backlog management requires the Product Owner to engage with stakeholders, prioritize based on value, and keep the Backlog updated. <i>“The Product Owner is accountable for effective Product Backlog management.” Scrum Guide 2020</i>",M,pspo-I,Product Backlog Management,Engaging with stakeholders regularly to gather feedback.,Correct: Regular engagement ensures the Product Backlog reflects the needs of stakeholders.,Delegating Backlog refinement to Developers.,"Incorrect: The Product Owner is accountable for refinement, though they work collaboratively with the team.",Prioritizing items based on business value.,"Correct: Prioritization ensures the most valuable work is done first, aligning with business goals.",Only focusing on items for the next Sprint.,Incorrect: The Product Owner must think ahead and keep the entire Backlog ready.,Updating the Backlog frequently based on emerging insights.,Correct: Keeping the Backlog updated ensures it remains relevant and valuable.,,,"1,3,5"
"A Product Owner notices that the Product Backlog is not being refined regularly, causing delays. What is the best course of action? (Choose the best answer)","The Product Owner should ensure that regular refinement sessions occur to keep the Product Backlog up to date and ready for future Sprints. This helps maintain focus and alignment within the team. <i>“Product Backlog refinement is the act of adding detail, estimates, and order to items in the Product Backlog.” Scrum Guide 2020</i>",S,pspo-I,Product Backlog Management,Schedule mandatory refinement sessions with the team to ensure regular updates.,Correct: Regular refinement sessions help keep the Product Backlog updated and manageable.,Ignore the issue and focus on completing the current Sprint.,Incorrect: Ignoring refinement issues can lead to further delays and misalignment.,Ask the Scrum Master to take over the refinement process.,"Incorrect: The Product Owner is accountable for refinement, though it is a collaborative process.",Delay the Sprint until the Backlog is fully refined.,Incorrect: Delaying a Sprint disrupts the team’s workflow and should be avoided.,,,,,1
"During a Sprint, the Product Owner receives a request to change the priority of a key feature. What is the best action? (Choose the best answer)","The Product Owner should evaluate the change request and manage it through the Product Backlog, maintaining focus on the Sprint Goal. <i>“The Product Owner is accountable for effective Product Backlog management.” Scrum Guide 2020</i>",S,pspo-I,Product Backlog Management,Change the priority immediately to address the request.,Incorrect: Changing priorities mid-Sprint disrupts focus and alignment with the Sprint Goal.,Evaluate the request and update the Product Backlog for future prioritization.,"Correct: The Product Owner manages changes through the Product Backlog, ensuring the current Sprint remains focused.",Reject the request to keep the Sprint on track.,"Incorrect: Requests should be evaluated, not dismissed outright.",Ask the Scrum Master to handle the stakeholder’s concerns.,Incorrect: Managing the Product Backlog and stakeholder feedback is the Product Owner's responsibility.,,,,,2
"During the Sprint Retrospective, the team identifies a pattern of frequent miscommunications about Product Backlog items. What should the Product Owner do? (Choose the best answer)","The Product Owner should actively work with the Developers to refine unclear Backlog items, ensuring they are ready and well-understood for future Sprints. <i>“Product Backlog refinement is the act of adding detail, estimates, and order to items in the Product Backlog.” Scrum Guide 2020</i>",S,pspo-I,Product Backlog Management,Ignore the feedback and maintain the current refinement process.,Incorrect: Ignoring feedback prevents improvement and can perpetuate misunderstandings.,"Collaborate with the Developers to improve refinement, ensuring clarity and understanding of Backlog items.",Correct: Enhancing refinement processes helps ensure Backlog items are clear and actionable for future Sprints.,Ask the Scrum Master to manage refinement issues independently.,Incorrect: The Product Owner plays a key role in refinement and should actively participate in clarifying Backlog items.,Delay addressing these issues until the next Sprint Planning session.,"Incorrect: Refinement improvements should be addressed continuously, not delayed until planning sessions.",,,,,2
True or False: The Product Owner has the authority to cancel a Sprint if it no longer makes sense in the context of the product's value. (Choose the best answer),"Only the Product Owner can cancel a Sprint, and it is usually due to significant changes in value or goals. <i>Scrum Guide 2020</i>",TF,pspo-I,Roles and Responsibilities,,Correct: The Product Owner can cancel a Sprint if the Sprint Goal becomes obsolete or irrelevant.,,Incorrect: The Product Owner is the only role with the authority to cancel a Sprint based on value considerations.,,,,,,,,,true
True or False: The Product Owner is the only person who can cancel a Sprint. (Choose the best answer),"The Product Owner is the only individual with the authority to cancel a Sprint, as they are responsible for managing the value of the work done by the Scrum Team. <i>“A Sprint can be cancelled if the Sprint Goal becomes obsolete. Only the Product Owner has the authority to cancel the Sprint.” Scrum Guide 2020</i>",TF,pspo-I,Roles and Responsibilities,,Correct: Only the Product Owner has the authority to cancel a Sprint if the Sprint Goal becomes obsolete or is no longer valuable.,,"Incorrect: Although other stakeholders may advise, only the Product Owner can make the decision to cancel the Sprint.",,,,,,,,,true
What are the two primary responsibilities of the Product Owner during a Sprint? (Choose the two best answers),The Product Owner maximizes product value by refining the Product Backlog and engaging stakeholders. <i>Scrum Guide 2020</i>,M,pspo-I,Roles and Responsibilities,Prioritizing the work done during the Sprint.,Incorrect: Work during the Sprint should already be prioritized.,Collaborating with stakeholders and customers.,Correct: Engaging stakeholders helps ensure the product meets market needs.,Attending every Daily Scrum to monitor progress.,Incorrect: The Product Owner does not need to attend every Daily Scrum.,Refining and managing the Product Backlog.,Correct: Ongoing Backlog refinement is a key responsibility of the Product Owner.,Directing developers on how to implement items.,Incorrect: Developers are self-managing in how they implement items.,,,"2,4"
Which three responsibilities are specific to the Product Owner role in Scrum? (Choose the three best answers),"The Product Owner’s responsibilities include managing the Product Backlog, defining the Sprint Goal with the team, and engaging stakeholders to ensure the product meets their needs. <i>“The Product Owner is accountable for maximizing the value of the product resulting from the work of the Scrum Team.” Scrum Guide 2020</i>",M,pspo-I,Roles and Responsibilities,Managing and prioritizing the Product Backlog.,Correct: The Product Owner is responsible for ensuring the Product Backlog reflects current priorities and maximizes product value.,Defining the Sprint Goal alongside the Scrum Team.,Correct: The Product Owner collaborates with the team to set a Sprint Goal that aligns with product objectives.,Engaging with stakeholders to gather feedback and requirements.,Correct: Regular engagement ensures that the Product Owner understands stakeholder needs and adjusts the Product Backlog accordingly.,Approving the work completed by the Development Team.,Incorrect: The Product Owner assesses value but does not approve individual tasks; that responsibility lies with the Definition of Done.,Facilitating the Daily Scrum.,"Incorrect: The Scrum Master facilitates Scrum events, not the Product Owner.",,,"1,2,3"
Which three actions should the Product Owner take if multiple stakeholders have conflicting priorities? (Choose the three best answers),"The Product Owner should actively engage with stakeholders, use data to inform decisions, and communicate transparently to resolve priority conflicts. <i>“The Product Owner is accountable for effective Product Backlog management, which includes ordering items to best achieve goals and missions.” Scrum Guide 2020</i>",M,pspo-I,Roles and Responsibilities,Meet with stakeholders to understand their needs and concerns.,Correct: Engaging with stakeholders helps the Product Owner understand different priorities and make informed decisions.,Ask the Scrum Master to resolve the conflict.,"Incorrect: The Product Owner, not the Scrum Master, manages stakeholder engagement and prioritization.",Use data and metrics to assess the value of each request.,Correct: Using data helps to make objective prioritization decisions based on value.,Defer all conflicting requests to future Sprints.,Incorrect: Deferring conflicts does not resolve the issue and can lead to stakeholder dissatisfaction.,Clearly communicate the prioritization decisions and rationale to stakeholders.,Correct: Transparency in decision-making helps manage expectations and fosters trust.,,,"1,3,5"
The Product Owner frequently requests changes during the Sprint that affect the Sprint Goal. How should the Development Team handle these requests? (Choose the best answer),"The Development Team should work closely with the Product Owner to assess the impact of requested changes on the Sprint Goal and adjust their focus as needed. <i>“During the Sprint, scope may be clarified and renegotiated with the Product Owner as more is learned.” Scrum Guide 2020</i>",S,pspo-I,Roles and Responsibilities,Accept all changes to keep the Product Owner happy.,Incorrect: Accepting changes without considering their impact on the Sprint Goal can lead to chaos and missed objectives.,Collaborate with the Product Owner to re-evaluate the Sprint Goal and adjust if necessary.,Correct: Working with the Product Owner allows the team to re-align their focus and maintain a realistic Sprint Goal.,Reject any changes once the Sprint has started.,Incorrect: Blanket rejection is not collaborative; dialogue with the Product Owner is necessary.,Delay all changes until the Sprint Review.,Incorrect: Waiting until the Sprint Review to address changes can lead to misalignment and missed opportunities.,,,,,2
"During a Sprint Planning session, the Development Team is unsure about the expected outcome of a particular Product Backlog item. What should they do to gain clarity? (Choose the best answer)",The Product Owner is responsible for clarifying Product Backlog items during Sprint Planning to ensure the team can effectively plan and commit to their work. <i>“The Product Owner is accountable for maximizing the value of the product resulting from the work of the Scrum Team.” Scrum Guide 2020</i>,S,pspo-I,Roles and Responsibilities,Proceed with the item and clarify details during the Sprint.,Incorrect: Starting work without clear understanding can lead to misunderstandings and rework.,Ask the Product Owner to clarify the item during Sprint Planning.,"Correct: The Product Owner is responsible for clarifying Product Backlog items, ensuring the team understands what is expected.",Reassign the item to the next Sprint.,Incorrect: Delaying work without attempting clarification reduces the team’s effectiveness in achieving the Sprint Goal.,Estimate the item with the assumption that details will become clear later.,Incorrect: Estimating without understanding details leads to inaccurate planning and possible Sprint failure.,,,,,2
True or False: The Product Backlog is an artifact that supports the pillar of Transparency by making work visible to everyone involved. (Choose the best answer),"The Product Backlog supports the pillar of Transparency by making all future work visible, allowing stakeholders to understand what is planned. <i>“The Product Backlog is an emergent, ordered list of what is needed to improve the product.” Scrum Guide 2020</i>",TF,pspo-I,Scrum Artifacts,,Correct: The Product Backlog is a transparent artifact that shows all future work needed to achieve the Product Goal.,,Incorrect: The Product Backlog is designed to provide visibility into all planned work.,,,,,,,,,true
Which three components of the Sprint Backlog provide a complete view of the work for the Sprint? (Choose the three best answers),"The Sprint Backlog includes the Sprint Goal, the tasks to complete, and the team’s plan, providing a full overview of the work needed to achieve the Sprint objectives. <i>“The Sprint Backlog is a plan by and for the Developers.” Scrum Guide 2020</i>",M,pspo-I,Scrum Artifacts,The Sprint Goal,Correct: The Sprint Goal provides a clear objective that guides the Development Team’s work.,The list of tasks the team commits to completing during the Sprint.,Correct: These tasks outline the work necessary to achieve the Sprint Goal.,The Definition of Done,Incorrect: The Definition of Done sets quality standards but is not part of the Sprint Backlog.,Progress tracking tools like Burndown Charts,Incorrect: These tools help track progress but are not part of the Sprint Backlog.,The team’s plan for achieving the Sprint Goal,Correct: This plan details how the Development Team intends to accomplish their work during the Sprint.,,,"1,2,5"
Which two actions should the Product Owner take when the team struggles with the Definition of Done? (Choose the two best answers),"The Product Owner should collaborate with the Developers to refine the Definition of Done and improve refinement practices, ensuring quality standards are met. <i>“The Definition of Done creates transparency by providing everyone a shared understanding of what work was completed.” Scrum Guide 2020</i>",M,pspo-I,Scrum Artifacts,Ignore the issue to maintain the Sprint’s pace.,Incorrect: Ignoring quality issues compromises the product’s integrity.,Work with the team to refine the Definition of Done and ensure it is achievable.,Correct: Collaborating to refine the Definition of Done helps the team meet quality standards consistently.,Encourage the team to lower the Definition of Done temporarily.,Incorrect: Lowering quality standards undermines the product’s value.,Facilitate discussions to identify areas where refinement practices can be improved.,Correct: Improving refinement helps ensure that Product Backlog items meet the Definition of Done consistently.,Assign the Scrum Master to enforce adherence to the Definition of Done.,Incorrect: Adherence to the Definition of Done is a shared responsibility of the Scrum Team.,,,"2,4"
"During Backlog Refinement, the Development Team struggles to understand a complex item. What should they do? (Choose the best answer)","The Product Owner should provide additional details to ensure the Development Team fully understands complex items, facilitating effective refinement and planning. <i>“Product Backlog refinement is the act of adding detail, estimates, and order to items in the Product Backlog.” Scrum Guide 2020</i>",S,pspo-I,Scrum Artifacts,Skip the item and move on to the next one to save time.,Incorrect: Skipping items without clarification can lead to misunderstandings and ineffective Sprint Planning.,Ask the Product Owner to provide additional details and context.,Correct: The Product Owner is responsible for clarifying Product Backlog items to ensure the team fully understands the work.,Estimate the item conservatively and proceed with limited understanding.,Incorrect: Estimating without full understanding increases risk and may result in incomplete or incorrect work.,Defer the item to a future refinement session when more information is available.,Incorrect: Delaying understanding can cause bottlenecks and reduce planning effectiveness.,,,,,2
Which artifact directly supports the Scrum pillar of Adaptation by allowing the team to make informed decisions during the Sprint? (Choose the best answer),The Sprint Backlog supports the pillar of Adaptation by providing the team with a clear plan that they can adjust as new information emerges during the Sprint. <i>“The Sprint Backlog is a plan by and for the Developers.” Scrum Guide 2020</i>,S,pspo-I,Scrum Artifacts,Product Backlog,Incorrect: The Product Backlog guides future work but does not directly support ongoing adaptation within a Sprint.,Sprint Backlog,Correct: The Sprint Backlog helps the team adapt their work during the Sprint based on new information.,Increment,Incorrect: The Increment shows completed work but does not directly support adaptation during the Sprint.,Scrum Artifacts,Incorrect: The Definition of Done ensures quality but does not directly facilitate ongoing adaptation.,,,,,2
Which artifact provides transparency into what work has been completed and demonstrates progress toward the Product Goal? (Choose the best answer),The Increment represents the work completed during the Sprint and serves as a measure of progress toward the Product Goal. <i>“An Increment is a concrete stepping stone toward the Product Goal.” Scrum Guide 2020</i>,S,pspo-I,Scrum Artifacts,Sprint Backlog,Incorrect: The Sprint Backlog shows planned work for the Sprint but does not reflect completed progress.,Increment,"Correct: The Increment shows all completed work, providing visibility into progress toward the Product Goal.",Product Backlog,Incorrect: The Product Backlog lists future work but does not directly show completed progress.,Scrum Artifacts,Incorrect: The Definition of Done ensures quality standards but does not provide insight into completed work.,,,,,2
True or False: The Product Owner has the authority to change the Sprint Goal during the Sprint if new information emerges. (Choose the best answer),"The Sprint Goal is set during Sprint Planning and provides a single objective for the Sprint, which should not change once the Sprint begins. <i>“The Sprint Goal is an objective set for the Sprint that can be met through the implementation of Product Backlog items.” Scrum Guide 2020</i>",TF,pspo-I,Scrum Events,,"Incorrect: Once the Sprint begins, the Sprint Goal is fixed and cannot be changed; it provides direction and focus for the team.",,Correct: The Sprint Goal remains constant during the Sprint to maintain focus and guide the Development Team’s efforts.,,,,,,,,,false
True or False: The Product Owner is required to attend every Sprint Retrospective to monitor team performance. (Choose the best answer),"The Product Owner participates in the Sprint Retrospective to collaborate with the Scrum Team on identifying improvements, not to monitor individual performance. <i>“The Sprint Retrospective is an opportunity for the Scrum Team to inspect itself and create a plan for improvements to be enacted during the next Sprint.” Scrum Guide 2020</i>",TF,pspo-I,Scrum Events,,Incorrect: The Retrospective is not a performance review; it is focused on improving the team's processes.,,"Correct: The Product Owner participates in the Retrospective as a team member, contributing to discussions on improvements.",,,,,,,,,false
Which three elements are essential for a successful Sprint Planning meeting? (Choose the three best answers),"Successful Sprint Planning involves setting a clear Sprint Goal, obtaining input from the Product Owner, and identifying risks to manage expectations and ensure alignment. <i>“The Sprint Goal is an objective set for the Sprint that can be met through the implementation of Product Backlog.” Scrum Guide 2020</i>",M,pspo-I,Scrum Events,A clear and well-defined Sprint Goal.,Correct: A clear Sprint Goal provides direction and focus for the team throughout the Sprint.,The Product Owner’s input on what needs to be achieved.,Correct: The Product Owner’s input ensures that the most valuable work is prioritized and understood by the team.,Accurate time estimates for each task.,"Incorrect: Scrum focuses on estimating effort rather than exact time, allowing the team flexibility in task execution.",Identification of potential risks that could impact the Sprint.,Correct: Identifying risks helps the team plan effectively and anticipate challenges.,The Scrum Master assigning tasks to team members.,Incorrect: The Development Team self-organizes and decides how to accomplish their work; tasks are not assigned by the Scrum Master.,,,"1,2,4"
Which two events in Scrum provide formal opportunities to inspect and adapt the Product Increment and processes ? (Choose the two best answers),"The Sprint Review and Sprint Retrospective are key events for inspecting and adapting the Increment and team processes, ensuring continuous improvement. <i>“Scrum Events are designed to enable critical transparency and inspection.” Scrum Guide 2020</i>",M,pspo-I,Scrum Events,Sprint Retrospective,Correct: The Retrospective adapts team processes.,Sprint Review,Correct: The Sprint Review inspects the Increment and adapts the Product Backlog,Daily Scrum,"Incorrect: The Daily Scrum is focused on day-to-day progress, not the Increment.",Sprint Planning,Incorrect: Sprint Planning do not inspect the Increment directly,Definition of Done,"Incorrect: While the Definition of Done ensures quality, it is not an event that adapts the Increment.",,,"1,2"
A stakeholder complains about the quality of the product during the Sprint Review. What is the best response from the Product Owner? (Choose the best answer),"The Product Owner should acknowledge stakeholder feedback and work with the team to refine the Definition of Done, ensuring quality improvements in future Increments. <i>“The Sprint Review is a working session to inspect the Increment and adapt the Product Backlog.” Scrum Guide 2020</i>",S,pspo-I,Scrum Events,Defend the team’s work and move on to the next topic.,Incorrect: Dismissing stakeholder feedback can damage trust and hinder product improvement.,Acknowledge the feedback and discuss ways to improve the Definition of Done.,Correct: Acknowledging feedback and refining quality standards helps address concerns and improve future Increments.,Ignore the complaint to avoid conflict during the meeting.,Incorrect: Ignoring feedback undermines the purpose of the Sprint Review.,Ask the Scrum Master to handle the stakeholder’s complaint separately.,Incorrect: The Product Owner should directly address product feedback during the Sprint Review.,,,,,2
"The Development Team is experiencing communication issues, leading to misunderstandings about task responsibilities. What should they do to resolve this? (Choose the best answer)","The Daily Scrum is an essential opportunity for the Development Team to align on their work, improve communication, and ensure that responsibilities are clear. <i>“The Daily Scrum is used to inspect progress toward the Sprint Goal and adapt the Sprint Backlog as necessary.” Scrum Guide 2020</i>",S,pspo-I,Scrum Events,Schedule additional meetings to clarify responsibilities.,Incorrect: Adding more meetings may lead to overcommunication and does not directly solve the problem.,Use the Daily Scrum to improve communication and ensure alignment on tasks.,"Correct: The Daily Scrum provides an opportunity to discuss progress, clarify responsibilities, and align the team’s efforts.",Assign a team lead to manage communication between members.,Incorrect: Assigning a lead undermines the self-organizing nature of the Development Team.,Rely on the Scrum Master to manage communication within the team.,Incorrect: The Scrum Master facilitates but does not manage team communication; the team is self-organizing.,,,,,2
The team frequently misses Sprint Goals due to unclear task requirements. Which Scrum event should be used to address and improve this situation? (Choose the best answer),"Backlog Refinement sessions help the Scrum Team clarify Product Backlog items, ensuring that tasks are well understood before being pulled into a Sprint. <i>“Product Backlog refinement is an ongoing process of keeping the backlog items in good order.” Scrum Guide 2020</i>",S,pspo-I,Scrum Events,Sprint Review,"Incorrect: The Sprint Review focuses on the Increment and stakeholder feedback, not task clarification.",Backlog Refinement,"Correct: Backlog Refinement is used to clarify task requirements, ensuring items are ready for upcoming Sprints.",Daily Scrum,Incorrect: The Daily Scrum inspects progress but does not focus on clarifying future tasks.,Sprint Retrospective,Incorrect: The Retrospective addresses team processes but does not specifically clarify task requirements.,,,,,2
