title,feedback,answerType,type,domain,answer1,explanation1,answer2,explanation2,answer3,explanation3,answer4,explanation4,answer5,explanation5,answer6,explanation6,correctAnswer
Which three responsibilities are part of the Product Owner's role? (Choose the three best answers),"The Product Owner orders the Product Backlog, ensures its transparency, and communicates the Product Goal to the team. <i>The Product Owner is accountable for maximizing the value of the product resulting from the work of the Scrum Team.</i> (Scrum Guide 2020)",M,PSM-I,Roles and Responsibilities,Ordering the Product Backlog to maximize product value.,Correct: The Product Owner prioritizes the Product Backlog to maximize value.,Creating the Definition of Done for the team.,"Incorrect: The Definition of Done is collaboratively defined by the team, not solely by the Product Owner.","Ensuring the Product Backlog is transparent, visible, and understood.",Correct: The Product Owner is responsible for maintaining the Product Backlog’s clarity and accessibility.,Facilitating all Scrum events.,Incorrect: Facilitation of events is primarily the responsibility of the Scrum Master.,Communicating the Product Goal and vision to the team.,Correct: The Product Owner ensures the team understands the Product Goal and vision.,,,"1,3,5"
A Scrum Team is consistently missing their Sprint Goals. What actions should the Scrum Master take to help them? (Choose the two best answers),"The Scrum Master should facilitate the Retrospective to address challenges and coach the team on effective Sprint Planning to improve their performance. <i>The Scrum Master helps the Scrum Team understand and adhere to Scrum theory, practices, and rules.</i> (Scrum Guide 2020)",M,PSM-I,Roles and Responsibilities,Facilitate a Sprint Retrospective to identify root causes.,Correct: The Retrospective is an opportunity to reflect on performance and plan improvements.,Increase the team’s working hours to meet the goals.,Incorrect: Overworking is not a sustainable solution and contradicts Scrum values.,Coach the team on realistic Sprint Planning.,Correct: Coaching can help the team better forecast and plan their work.,Report the team’s failures to management for oversight.,Incorrect: Issues should be addressed within the team rather than escalating to management.,Assign tasks based on individual strengths.,"Incorrect: In Scrum, Developers self-organize and choose their work.",,,"1,3"
Which two actions are crucial for the Scrum Master to ensure the effectiveness of the Scrum Team? (Choose the two best answers),The Scrum Master’s role includes facilitating events and helping the team address impediments to maintain their effectiveness. <i>The Scrum Master serves the Scrum Team by helping them improve their practices and effectiveness.</i> (Scrum Guide 2020),M,PSM-I,Roles and Responsibilities,Facilitating Scrum events to ensure they are productive.,Correct: The Scrum Master ensures that Scrum events occur and are effective.,Assigning tasks to Developers based on their strengths.,"Incorrect: The Scrum Team is self-managing, and the Scrum Master does not assign tasks.",Helping the team identify and remove impediments.,Correct: The Scrum Master actively supports the team in overcoming obstacles to progress.,Managing the Product Backlog prioritization.,"Incorrect: The Product Owner is responsible for the Product Backlog, not the Scrum Master.",Creating the Sprint Goal for the team.,Incorrect: The Sprint Goal is defined collaboratively by the Developers and Product Owner.,,,"2,3"
Which two actions should the Scrum Master take if the team is struggling to complete work by the end of the Sprint? (Choose the two best answers),"The Scrum Master should facilitate team discussions during the Retrospective and provide coaching to help the team focus and manage impediments effectively. <i>The Scrum Master serves the Scrum Team in several ways, including removing impediments to the team’s progress.</i> (Scrum Guide 2020)",M,PSM-I,Roles and Responsibilities,Extend the Sprint duration to allow more time.,Incorrect: Sprints are time-boxed and should not be extended.,Facilitate a conversation during the Sprint Retrospective to identify improvements.,Correct: The Retrospective allows the team to inspect and adapt to improve performance.,Reduce the scope of the Sprint Backlog immediately.,"Incorrect: Adjustments should be made collaboratively with the Product Owner, not unilaterally.",Coach the team on maintaining focus and removing impediments.,Correct: The Scrum Master helps the team focus on delivering the Sprint Goal by removing obstacles.,Report the issue to stakeholders and seek external support.,Incorrect: Issues within the team should be resolved internally through coaching and facilitation.,,,"1,4"
Which two responsibilities does the Product Owner have in managing the Product Backlog? (Choose the two best answers),"The Product Owner is responsible for ensuring the Product Backlog is well managed, ordered, and transparent, maximizing value for the team and stakeholders. <i>The Product Owner is accountable for the Product Backlog, including its content, availability, and ordering.</i> (Scrum Guide 2020)",M,PSM-I,Roles and Responsibilities,"Ensuring the Product Backlog is visible, transparent, and clear to all stakeholders.",Correct: The Product Owner ensures the Product Backlog is accessible and clear to all relevant parties.,Setting the daily tasks for the Developers.,Incorrect: Developers self-manage and select their tasks independently.,Ordering the Product Backlog items to maximize value.,Correct: The Product Owner orders the Product Backlog to ensure the team works on the most valuable items first.,Assigning work to Developers during the Sprint.,Incorrect: The Developers decide how to organize and complete their work during the Sprint.,Approving the Definition of Done for the team.,"Incorrect: The Definition of Done is a shared agreement within the Scrum Team, not solely determined by the Product Owner.",,,"1,3"
"A Developer consistently volunteers to take on additional tasks, often leading to incomplete work by the end of the Sprint. How should the Scrum Master address this? (Choose the best answer)","The Scrum Master should facilitate discussions to help the team manage workload effectively, promoting realistic commitments and preventing burnout. <i>The Scrum Master helps the Scrum Team improve its practices within the Scrum framework.</i> (Scrum Guide 2020)",S,PSM-I,Roles and Responsibilities,Encourage the Developer to continue volunteering to ensure maximum productivity.,Incorrect: Overcommitting can lead to burnout and disrupts the team’s ability to meet the Sprint Goal.,Facilitate a discussion on the importance of realistic commitments and balancing workload across the team.,Correct: The Scrum Master helps the team find balance and ensures commitments are achievable.,Reassign some of the Developer’s tasks to others without discussion.,Incorrect: Task reassignment should be discussed openly with the team to maintain transparency and collaboration.,Ignore the issue as long as the Developer manages to complete most tasks.,Incorrect: Ignoring overcommitment can lead to decreased quality and morale over time.,,,,,2
"A Developer is frequently late to the Daily Scrum, disrupting the flow of the meeting. How should the Scrum Master handle this? (Choose the best answer)","The Scrum Master should address attendance issues by facilitating a conversation with the Developer to encourage regular participation. <i>The Daily Scrum improves communication, identifies impediments, and promotes quick decision-making.</i> (Scrum Guide 2020)",S,PSM-I,Roles and Responsibilities,Ask the Developer to provide a written update instead of attending the Daily Scrum.,"Incorrect: The Daily Scrum is meant for real-time collaboration, not for reporting.",Facilitate a conversation with the Developer to understand the reasons and encourage timely participation.,Correct: The Scrum Master addresses attendance issues constructively to maintain team collaboration.,Ignore the lateness and continue the meeting without them.,Incorrect: Ignoring the issue can lead to ongoing disruptions and affect team dynamics.,Exclude the Developer from the Daily Scrum until they can commit to attending on time.,Incorrect: Exclusion is not a constructive approach and could harm team morale.,,,,,2
A Product Owner feels overwhelmed with managing the Product Backlog. How can the Scrum Master assist? (Choose the best answer),"The Scrum Master can coach the Product Owner on effective techniques for managing the Product Backlog, helping them better organize and prioritize work. <i>The Scrum Master helps the Product Owner in finding effective Product Backlog management techniques.</i> (Scrum Guide 2020)",S,PSM-I,Roles and Responsibilities,Take over the Product Owner’s responsibilities temporarily.,Incorrect: The Scrum Master should support but not take over responsibilities of the Product Owner.,Coach the Product Owner on effective backlog management techniques.,Correct: Coaching helps the Product Owner refine their approach to managing the Product Backlog efficiently.,Ask the Developers to help manage the Product Backlog.,"Incorrect: The Product Owner is accountable for the backlog, though Developers can provide input.",Ignore the situation as it is the Product Owner’s role to manage.,"Incorrect: The Scrum Master should support and guide, not ignore the challenges faced by the Product Owner.",,,,,2
A Scrum Team faces a technical impediment that none of the team members can resolve on their own. What should the Scrum Master do? (Choose the best answer),"The Scrum Master facilitates the resolution of impediments by helping the team find the necessary resources, including external expertise when needed. <i>The Scrum Master is accountable for removing impediments to the Scrum Team’s progress.</i> (Scrum Guide 2020)",S,PSM-I,Roles and Responsibilities,Solve the problem directly as the Scrum Master.,Incorrect: The Scrum Master facilitates but does not solve technical issues directly.,Encourage the team to find external help or expertise.,Correct: The Scrum Master should facilitate finding the necessary expertise to resolve the impediment.,Report the issue to management and wait for a solution.,Incorrect: Waiting for external solutions does not align with the Scrum Master’s proactive facilitation role.,Ignore the issue if it doesn’t seem critical.,Incorrect: All impediments should be addressed to ensure team progress.,,,,,2
A Scrum Team is facing frequent interruptions during their Sprints from external stakeholders. How should the Scrum Master address this? (Choose the best answer),"The Scrum Master should facilitate discussions to establish clear communication boundaries, ensuring the team remains focused while maintaining stakeholder engagement as needed. <i>The Scrum Master helps the Scrum Team improve its practices within the Scrum framework.</i> (Scrum Guide 2020)",S,PSM-I,Roles and Responsibilities,Instruct the team to ignore all external communications during the Sprint.,Incorrect: Ignoring stakeholders entirely can lead to missed information and misalignment.,Facilitate a discussion to establish clear boundaries and protocols for managing external communication during Sprints.,Correct: Setting clear boundaries helps protect the team's focus while ensuring necessary communication is managed appropriately.,Ask the Product Owner to handle all communication with external stakeholders directly.,"Incorrect: While the Product Owner manages stakeholder expectations, communication protocols should be established collectively.",Allow stakeholders to provide feedback only during the Sprint Review to minimize disruptions.,"Incorrect: Feedback should be managed appropriately, but completely limiting it to the Sprint Review may not be practical or responsive.",,,,,2
"During a Sprint, a Developer encounters a complex technical issue that could delay the completion of the Sprint Goal. What should the Scrum Master do? (Choose the best answer)","The Scrum Master should facilitate a collaborative discussion among Developers to address technical challenges, helping the team stay focused on achieving the Sprint Goal. <i>The Scrum Master serves the Scrum Team by helping them improve their practices.</i> (Scrum Guide 2020)",S,PSM-I,Roles and Responsibilities,Ask the Developer to work extra hours to resolve the issue.,Incorrect: Encouraging overwork is not a sustainable or effective solution.,Facilitate a discussion among the Developers to explore possible solutions.,Correct: The Scrum Master should help the team identify and address challenges through collaboration.,Escalate the problem to management for a quick fix.,"Incorrect: Issues should be handled within the Scrum Team, not escalated to management.",Extend the Sprint to give the team more time to solve the issue.,Incorrect: Extending the Sprint goes against Scrum principles.,,,,,2
"During a Sprint, a key team member becomes unavailable unexpectedly. What should the Scrum Master do? (Choose the best answer)",The Scrum Master should facilitate discussions to help the team assess the impact of absences and adapt their plan as necessary to maintain progress toward the Sprint Goal. <i>The Scrum Master helps the Scrum Team remove impediments to the team’s progress.</i> (Scrum Guide 2020),S,PSM-I,Roles and Responsibilities,Reassign the absent member’s tasks to other Developers to ensure continuity.,Incorrect: Task reassignment should be handled collectively to maintain team collaboration and balance.,Facilitate a discussion with the team to assess the impact and adjust the Sprint plan if necessary.,Correct: The Scrum Master helps the team adapt to changes by collaboratively assessing and adjusting the plan.,Extend the Sprint to accommodate the absence and allow for task completion.,Incorrect: Extending the Sprint is not allowed and disrupts the regular Scrum cadence.,Ask the Product Owner to reprioritize the Sprint Backlog based on the new team capacity.,"Incorrect: While adjustments may be needed, the team should collectively decide how to handle the situation first.",,,,,2
"During a Sprint, the Scrum Master notices that the Developers are frequently interrupted by stakeholders. What should the Scrum Master do? (Choose the best answer)","The Scrum Master should coach stakeholders to communicate primarily through the Product Owner, helping to protect the Developers' focus. <i>The Scrum Master helps everyone understand Scrum theory and practice.</i> (Scrum Guide 2020)",S,PSM-I,Roles and Responsibilities,Inform stakeholders that they need to wait for the Sprint Review to provide feedback.,"Incorrect: Feedback and communication should happen continuously, but interruptions should be managed.",Coach stakeholders to use the Product Owner as their main point of contact.,"Correct: The Product Owner manages stakeholder communication, ensuring Developers stay focused.",Ask the Developers to handle stakeholder interruptions themselves.,Incorrect: The Scrum Master should help protect the Developers from unnecessary interruptions.,Invite stakeholders to attend the Daily Scrum to get updates.,"Incorrect: The Daily Scrum is for the Developers, not for stakeholder updates.",,,,,2
True or False: The Product Backlog refinement process involves the Product Owner and Developers working together to ensure items are ready for future Sprints. (Choose the best answer),Product Backlog refinement involves the Product Owner and Developers collaborating to ensure items are clear and ready for future Sprints. <i>The Product Owner and Developers collaborate on Product Backlog refinement as needed.</i> (Scrum Guide 2020),TF,PSM-I,Scrum Artifacts,,Correct: Product Backlog refinement is a collaborative effort between the Product Owner and Developers to clarify and prepare items.,,Incorrect: Refinement is a shared responsibility between the Product Owner and Developers.,,,,,,,,,true
Which three activities help ensure that the Product Backlog remains clear and actionable? (Choose the three best answers),"Regular refinement, stakeholder involvement, and using feedback from Sprint Reviews help ensure the Product Backlog remains clear, actionable, and aligned with evolving needs. <i>Product Backlog refinement is an ongoing activity to keep the backlog in good condition.</i> (Scrum Guide 2020)",M,PSM-I,Scrum Artifacts,Only updating the Product Backlog when major issues arise.,Incorrect: Regular refinement keeps the backlog manageable and aligned with current priorities.,"Conducting regular refinement sessions to add detail, estimates, and adjust the order of items.",Correct: Regular refinement ensures that the backlog reflects the latest understanding of the product needs.,Involving stakeholders in refinement sessions to provide feedback and insights.,Correct: Stakeholder involvement ensures that the backlog reflects real-world needs and market conditions.,Waiting until Sprint Planning to review and clarify backlog items.,Incorrect: Clarifying items only during Sprint Planning can lead to rushed decisions and misaligned work.,Using feedback from Sprint Reviews to adjust priorities and refine upcoming items.,Correct: Feedback from Sprint Reviews helps align the backlog with stakeholder expectations and product goals.,,,"1,3,5"
Which three components are included in the Sprint Backlog? (Choose the three best answers),"The Sprint Backlog includes selected Product Backlog items, the Sprint Goal, and the plan for achieving that goal. <i>The Sprint Backlog is a highly visible, real-time picture of the work that the Developers plan to accomplish during the Sprint.</i> (Scrum Guide 2020)",M,PSM-I,Scrum Artifacts,Selected Product Backlog items.,Correct: These items represent the work planned for the Sprint.,A detailed task list for each Developer.,Incorrect: The Sprint Backlog does not contain task lists; it’s a plan by the Developers.,The Sprint Goal.,Correct: The Sprint Goal provides focus and direction for the Sprint.,A plan for achieving the Sprint Goal.,Correct: The plan outlines how the team will deliver the Increment.,The Definition of Done.,"Incorrect: The Definition of Done is a separate artifact that guides quality, not part of the Sprint Backlog.",,,"1,3,4"
Which three elements should be considered when defining a Scrum Team’s Definition of Ready? (Choose the three best answers),"Establishing clear acceptance criteria, managing dependencies, and assessing size and complexity help define a useful Definition of Ready, supporting effective Sprint Planning. <i>The Definition of Ready ensures that Product Backlog items are well-prepared for upcoming Sprints.</i> (Scrum Guide 2020)",M,PSM-I,Scrum Artifacts,Ensuring all items have complete technical specifications before refinement.,"Incorrect: Refinement should focus on clarity and actionability, not overly detailed specifications.",Establishing clear acceptance criteria that guide what is needed for an item to be considered ready.,Correct: Acceptance criteria help ensure items are actionable and well-understood by the team.,Identifying and managing dependencies that could affect the item’s implementation.,Correct: Managing dependencies early helps prevent delays and ensure smooth progress during the Sprint.,Including a review by stakeholders before items are refined.,Incorrect: Stakeholders provide feedback but do not directly participate in the refinement process.,Assessing the size and complexity of items to ensure they are suitable for a single Sprint.,Correct: Understanding the size and complexity helps the team commit to work that is feasible within the Sprint.,,,"1,3,5"
Which two key responsibilities does the Product Owner have during backlog refinement? (Choose the two best answers),The Product Owner prioritizes items and collaborates with Developers during refinement to ensure that the Product Backlog is clear and aligned with current needs. <i>The Product Owner is accountable for maximizing the value of the product resulting from the work of the Scrum Team.</i> (Scrum Guide 2020),M,PSM-I,Scrum Artifacts,Prioritizing Product Backlog items based on stakeholder input and market conditions.,Correct: The Product Owner is responsible for ensuring the backlog reflects current priorities and stakeholder needs.,Establishing the estimates for each Product Backlog item to guide planning.,"Incorrect: Estimation is the responsibility of the Developers, not the Product Owner.",Collaborating with the Developers to clarify items and ensure they are ready for future Sprints.,"Correct: Collaboration ensures that backlog items are clear, actionable, and properly understood by the team.",Handling all refinement independently to maintain control over the product direction.,Incorrect: Refinement should be a collaborative effort between the Product Owner and the team.,Delegating refinement tasks to stakeholders for better market alignment.,"Incorrect: Stakeholders provide input, but refinement is managed by the Scrum Team.",,,"1,3"
Which two roles collaborate most closely during Product Backlog refinement to ensure items are ready for future Sprints? (Choose the two best answers),"The Product Owner and Developers collaborate closely during refinement to ensure Product Backlog items are clear, actionable, and ready for future Sprints. <i>Product Backlog refinement is an ongoing activity to keep the backlog in good condition.</i> (Scrum Guide 2020)",M,PSM-I,Scrum Artifacts,Scrum Master and Developers,"Incorrect: While the Scrum Master facilitates refinement, the Product Owner leads the effort with the Developers.",Product Owner and Developers,"Correct: The Product Owner and Developers collaborate to refine items, ensuring clarity and readiness for future Sprints.",Scrum Master and Product Owner,"Incorrect: The Product Owner leads refinement, while the Scrum Master supports by facilitating the process.",Developers and Stakeholders,"Incorrect: Stakeholders provide feedback, but the Product Owner and Developers manage refinement.",Product Owner and Scrum Master,Incorrect: Refinement is a collaborative process led by the Product Owner with support from the Developers.,,,"1,2"
