title,feedback,answerType,type,domain,answer1,explanation1,answer2,explanation2,answer3,explanation3,answer4,explanation4,answer5,explanation5,answer6,explanation6,correctAnswer
A suspected deepfake audio message from an executive asks teams to change priorities immediately. What should the Scrum Master do?,"This question evaluates whether learners understand that deepfake risks require verification before action. AI-generated or manipulated media can create false urgency, so the Scrum Master should support calm inspection and transparent communication. <i>Using AI responsibly and ethically is mandatory to prevent harm, ensure fairness, and maintain public trust.</i><br><a href='https://www.scrum.org/resources/blog/responsible-ethical-ai' target='_blank'>Source</a>",S,PSM-AI,AI Ethic and Security,"Pause action on the message, verify it through official channels, and help communicate the verified information.",This protects the team from acting on manipulated media and supports responsible decision-making.,Follow the message because it appears to come from a senior leader.,Apparent authority is not enough when the message may be synthetic or manipulated.,Ask the AI tool that created the transcript to decide whether the audio is authentic.,"AI detection may assist, but authenticity should be verified through trusted organizational channels.",Tell the team to ignore all future executive audio messages.,A broad rejection of all audio communication is excessive and does not solve the specific risk.,,,,,1
Developers want to use AI to propose acceptance criteria during refinement. What should the Scrum Master encourage?,"This question evaluates whether AI is introduced as an inspectable learning experiment rather than a large process change. Product Backlog refinement should remain collaborative, with AI used as support rather than replacement. <i>The A3 Framework: Assist, Automate, Avoid - A Decision System for AI Delegation</i><br><a href='https://www.scrum.org/resources/blog/a3-framework-assist-automate-avoid-decision-system-ai-delegation' target='_blank'>Source</a>",S,PSM-AI,AI for Scrum Masters,"Try it on a limited set of Product Backlog items and compare usefulness, quality, and team understanding.",A small experiment allows the team to inspect whether AI improves refinement without overcommitting.,Apply it to the entire Product Backlog immediately to maximize learning speed.,"Using AI broadly before inspection can create rework, dependency, and hidden quality issues.",Use only delivery speed as the success measure.,"Delivery speed alone ignores whether the items become clearer, more valuable, or better understood.",Allow AI-generated acceptance criteria to bypass team discussion.,Skipping discussion weakens shared understanding and collaboration during refinement.,,,,,1
How does AI affect the Scrum Master's role in a Scrum Team?,"This question evaluates whether AI is seen as an aid rather than a replacement. The Scrum Master role may evolve as tools change, but the accountability for helping the team and organization remains human. <i>Is AI Taking My Job?</i><br><a href='https://www.scrum.org/resources/blog/scrum-master-ai-taking-my-job' target='_blank'>Source</a>",S,PSM-AI,AI for Scrum Masters,"It may change how some activities are performed, while human accountability remains with the Scrum Master.","The best answer recognizes both evolution and continuity: AI can assist work, but accountability does not move to AI.",It makes the role identical to before because AI should not influence Scrum Master activities.,"This ignores that AI can assist preparation, analysis, facilitation design, and learning.",It replaces the Scrum Master whenever the team uses AI for retrospectives.,Using AI in retrospectives does not replace human facilitation and coaching accountability.,It transfers accountability for impediment removal to AI agents.,"AI can help surface patterns, but it cannot own accountability for helping remove impediments.",,,,,1
A Scrum Team asks AI to improve its Definition of Done. The output contains useful quality checks and unrelated process rules. What is the best response?,"This question evaluates whether the Scrum Team can filter AI-generated content responsibly. The key is not whether AI produced the suggestion, but whether the item strengthens the shared quality standard for the Increment. <i>The Definition of Done creates transparency by providing everyone a shared understanding of what work was completed as part of the Increment.</i><br><a href='https://www.scrum.org/resources/scrum-guide' target='_blank'>Source</a>",S,PSM-AI,AI for Scrum Masters,Discuss the output as a team and separate valuable quality measures from unrelated suggestions.,"The team should treat AI output as input for inspection, not as an automatically valid update.",Add every item to avoid missing any possible quality concern.,Adding irrelevant items can make the Definition of Done confusing and harder to use.,Remove every AI-generated item because the Definition of Done must be written manually.,Rejecting all AI assistance ignores potentially useful suggestions that the team can inspect.,Let the Product Owner alone decide which AI-generated items are kept.,The Definition of Done should support the whole Scrum Team's shared understanding of quality.,,,,,1
A stakeholder says the team should accept AI recommendations whenever the model reports high confidence. What is the best response?,"This question evaluates whether learners can avoid over-reliance on AI confidence. AI output may be useful, but responsible use requires human validation and accountability before decisions are made. <i>The A3 Framework: Assist, Automate, Avoid - A Decision System for AI Delegation</i><br><a href='https://www.scrum.org/resources/blog/a3-framework-assist-automate-avoid-decision-system-ai-delegation' target='_blank'>Source</a>",S,PSM-AI,AI for Scrum Masters,Treat confidence as one signal and validate the recommendation through human judgment and context.,"A confidence score can support inspection, but it does not remove the need for accountability, explainability, and review.",Accept the recommendation because confidence scores reduce human bias.,AI confidence can be misleading and does not guarantee fairness or correctness.,Reject every AI recommendation that includes a confidence score.,A confidence score is not the problem; blind reliance on it is.,Let the Product Owner follow the AI privately and inform the team afterward.,Private reliance on AI reduces transparency and weakens shared accountability.,,,,,1
"An AI assistant answers compliance questions confidently, but users cannot see where the information came from. What should be improved first?","This question evaluates whether responsible AI is understood as more than generating confident answers. Compliance-related outputs need transparency, source grounding, and human validation when the impact is significant. <i>Using AI responsibly and ethically is mandatory to prevent harm, ensure fairness, and maintain public trust.</i><br><a href='https://www.scrum.org/resources/blog/responsible-ethical-ai' target='_blank'>Source</a>",S,PSM-AI,AI Ethic and Security,"Provide traceable sources, uncertainty handling, and human review for sensitive compliance topics.","Compliance advice can create risk, so users need source transparency and escalation for high-impact cases.",Make the chatbot sound more formal to increase user confidence.,A formal tone does not make unsupported compliance advice reliable.,Allow the chatbot to answer without disclaimers to keep the experience simple.,Removing disclaimers may mislead users about the limits of the advice.,Train users to accept the chatbot as the single compliance authority.,High-risk compliance decisions should not depend solely on AI output.,,,,,1
Which behavior most clearly separates agentic AI from a standard AI assistant?,"This question evaluates whether the learner understands that agentic AI is not simply any AI output. The key distinction is an autonomous, multi-step process aimed at achieving a goal. <i>AI systems can break down complex problems, plan, use tools, and act in a loop</i><br><a href='https://www.scrum.org/resources/blog/nano-tip-ai-agent-vs-agentic-ai' target='_blank'>Source</a>",S,PSM-AI,AI Theory and Primer,"It can plan multiple steps, select tools, and continue acting toward a defined objective.",Agentic AI is goal-oriented and can coordinate steps rather than only answering one request.,It can generate a fluent answer to a question.,Fluent generation is common in LLMs but does not prove agentic behavior.,It can summarize a document when a user uploads it.,"Summarization is a task response, not necessarily autonomous goal pursuit.",It can classify a defect report into a predefined category.,Classification is bounded and does not show planning or iterative action.,,,,,1
Which option is the clearest example of ANI in a Scrum Team's work environment?,"This question evaluates whether the learner can recognize ANI in a practical Scrum context. Ticket classification is a narrow, task-specific AI capability, even if it provides useful support to the team. <i>Artificial Narrow Intelligence (ANI)</i><br><a href='https://www.scrum.org/resources/blog/20-ai-keywords-agile-professionals-must-know' target='_blank'>Source</a>",S,PSM-AI,AI Theory and Primer,An AI tool that classifies incoming support tickets by topic.,This is ANI because the tool performs a specific classification task within a limited domain.,An AI system that understands and solves any organizational problem independently.,"This describes broad general capability, not Artificial Narrow Intelligence.",An AI agent that replaces all Scrum roles and adapts to any business context.,"This suggests generalized autonomous capability, not a narrow AI use case.",A system that develops consciousness after learning from team conversations.,Consciousness is not part of ANI and is not a realistic description of current narrow AI.,,,,,1
What is the most accurate statement about Chain-of-Thought prompting?,"This question evaluates whether Chain-of-Thought is understood as a prompting aid rather than a guarantee mechanism. A structured answer can still be wrong, incomplete, or unsupported. <i>Chain-of-Thought (CoT)</i><br><a href='https://www.scrum.org/resources/blog/10-prompt-engineering-techniques-super-simple-explanation' target='_blank'>Source</a>",S,PSM-AI,Effective AI Prompting,"It can help organize reasoning, but it does not make AI responses automatically reliable.","The technique may improve how a model approaches complex analysis, but the result still needs review.",It guarantees factual accuracy by forcing the model to reason logically.,Logical-looking reasoning can still contain incorrect assumptions or false information.,It prevents hallucinations by exposing every step of the answer.,"Chain-of-Thought may reduce ambiguity, but it does not eliminate hallucinations.",It replaces the need for subject-matter expertise in complex decisions.,Subject-matter expertise remains necessary to validate AI-generated conclusions.,,,,,1
A Scrum Team is stuck repeating the same improvement ideas during a retrospective. What is the best AI-supported action?,"This question evaluates whether AI is used to enrich retrospective thinking without removing team ownership. AI may suggest perspectives and themes, but the Scrum Team should inspect and adapt the ideas themselves. <i>brainstorm ideas, outline strategy, facilitate collaboration</i><br><a href='https://www.scrum.org/resources/blog/12-ai-tools-scrum-masters' target='_blank'>Source</a>",S,PSM-AI,AI for Scrum Masters,Ask AI to propose different viewpoints and organize the team's existing ideas into themes.,This helps the team break out of repetitive thinking while preserving human inspection and discussion.,Let AI decide which improvement action the team must take next Sprint.,"The team should decide its improvement action, not delegate it to AI.",Use AI to replace the retrospective discussion with an automated report.,A report cannot replace the team's shared inspection and adaptation.,Ask AI to ignore previous ideas and invent a completely unrelated improvement plan.,Ignoring team context can produce irrelevant or low-value suggestions.,,,,,1
"Developers repeatedly mention deployment delays, but the team cannot see a clear root cause. What is the best AI-supported approach?","This question evaluates whether AI is used to strengthen Retrospective preparation rather than automate conclusions. Reviewing past notes can reveal patterns, but the Scrum Team still needs to inspect meaning and choose adaptations. <i>AI-Enhanced Sprint Retrospective</i><br><a href='https://www.scrum.org/resources/blog/ai-enhanced-sprint-retrospective-part-4-4' target='_blank'>Source</a>",S,PSM-AI,AI for Scrum Masters,Analyze past Retrospective notes to identify repeated themes and bring them to the team for discussion.,This helps the team inspect evidence across Sprints while keeping interpretation and action selection human-led.,Ask AI to rank Developers according to how often their work caused deployment delays.,Individual ranking can create blame and does not support collaborative problem solving.,Let AI decide which process change the team must implement immediately.,AI recommendations should be inspected by the team rather than treated as mandatory decisions.,Ignore historical notes because the Retrospective should focus only on the latest Sprint.,Historical patterns may reveal recurring impediments that a single Sprint view can miss.,,,,,1
An AI assistant summarizes survey responses and suggests three Retrospective topics. How should the Scrum Master introduce them?,"This question evaluates whether the Scrum Master introduces AI assistance transparently and collaboratively. The AI summary should create a better starting point, not replace the team's inspection and adaptation. <i>A practical way to leverage AI to increase the Sprint Retrospective effectiveness.</i><br><a href='https://www.scrum.org/resources/blog/ai-enhanced-sprint-retrospective-part-4-4' target='_blank'>Source</a>",S,PSM-AI,AI for Scrum Masters,Offer them as optional prompts for the team to inspect and adapt during the Retrospective.,This keeps the Retrospective collaborative and avoids treating AI analysis as the final interpretation.,Use them as the confirmed agenda to save time.,Saving time does not justify removing team participation in shaping the discussion.,Hide that AI was used so participants are not biased.,Lack of transparency may reduce trust if participants later discover AI involvement.,Ask AI to select which topic the team must act on first.,"AI may suggest themes, but the Scrum Team should choose what matters most.",,,,,1
A Product Owner receives an AI-generated competitor summary that sounds credible but includes unfamiliar statistics. What is the best next step?,"This question evaluates whether the learner can distinguish credibility of style from credibility of evidence. AI-generated product research should be checked against authoritative sources before it is used or shared. <i>Using AI responsibly and ethically is mandatory to prevent harm, ensure fairness, and maintain public trust.</i><br><a href='https://www.scrum.org/resources/blog/responsible-ethical-ai' target='_blank'>Source</a>",S,PSM-AI,AI Ethic and Security,Check the statistics against authoritative sources before sharing the summary.,Unknown statistics should be validated before they are used in stakeholder communication or product decisions.,Share the summary if the AI response includes confident wording.,Confidence in wording does not make the statistics accurate.,Ask the AI to rewrite the summary in a more cautious tone.,A cautious tone may reduce overconfidence but does not validate the data.,Compare three AI-generated summaries and keep the most detailed one.,"Detail does not guarantee accuracy, and multiple AI outputs may repeat the same error.",,,,,1
What is the primary purpose of backpropagation during AI model training?,This question evaluates whether the learner understands backpropagation as part of how neural networks learn. The technique connects prediction error to weight adjustment so the model can improve through training. <i>Backpropagation</i><br><a href='https://www.scrum.org/resources/blog/20-ai-keywords-agile-professionals-must-know' target='_blank'>Source</a>,S,PSM-AI,AI Theory and Primer,To calculate how errors should change the model's weights.,Backpropagation helps the training process determine how each weight should be adjusted to reduce future error.,To permanently store user conversations for later retrieval.,Conversation storage is unrelated to backpropagation and raises separate privacy concerns.,To convert unstructured text into a shorter compressed file.,Text compression is not the purpose of backpropagation.,To manually define rules that replace machine learning.,Backpropagation is part of machine learning; it does not replace learning with manual rules.,,,,,1
Why should a Scrum Team try a low-risk AI experiment during a Sprint and discuss it in the Retrospective?,"This question evaluates whether AI adoption is treated as an empirical process. The goal is not adoption for its own sake, but learning whether a specific AI use improves the Scrum Team's effectiveness. <i>The A3 Framework: Assist, Automate, Avoid - A Decision System for AI Delegation</i><br><a href='https://www.scrum.org/resources/blog/a3-framework-assist-automate-avoid-decision-system-ai-delegation' target='_blank'>Source</a>",S,PSM-AI,AI for Scrum Masters,To learn from actual use and decide whether the AI practice improves the team's work.,The team gains evidence from real experience and can adapt its use of AI based on observed impact.,To force AI adoption before the team becomes resistant.,Forcing adoption reduces ownership and does not prove the practice is valuable.,To let the Scrum Master control how Developers use AI.,"The Scrum Master should support learning, not control Developer practices.",To replace the Retrospective with an AI-generated improvement report.,An AI report cannot replace the team's inspection and adaptation.,,,,,1
A Product Backlog item has acceptance criteria that are too broad to guide development. What should the Scrum Team do with AI assistance?,"This question evaluates whether the Scrum Team can use AI to improve refinement without delegating product judgment. Clearer criteria are useful only when validated against the goal, user need, and team understanding. <i>Product Backlog items that can be Done by the Scrum Team within one Sprint are deemed ready for selection in a Sprint Planning event.</i><br><a href='https://www.scrum.org/resources/scrum-guide' target='_blank'>Source</a>",S,PSM-AI,AI for Scrum Masters,"Ask AI to propose more specific criteria, then review them against the Product Goal and stakeholder need.","This keeps AI in an assisting role while the Scrum Team validates value, clarity, and fit.",Ask AI to split the item and approve all generated criteria automatically.,AI-generated splits and criteria still require human review and shared understanding.,Ask AI to replace the Product Owner's responsibility for clarifying the item.,AI cannot take over product accountability or stakeholder understanding.,Ignore the criteria until the Sprint Review reveals whether the item meets expectations.,Waiting until the Sprint Review increases the risk of misalignment and waste.,,,,,1
"During refinement preparation, the Product Owner has many stakeholder comments from different sources. What is the best AI-supported action?","This question evaluates whether AI is used as a sense-making tool for refinement preparation. Grouping stakeholder feedback can help the Scrum Team inspect possible needs, but it should not become automated decision-making. <i>The Scrum Team may refine these items during this process, which increases understanding and confidence.</i><br><a href='https://www.scrum.org/resources/scrum-guide' target='_blank'>Source</a>",S,PSM-AI,AI for Scrum Masters,Use AI to cluster related feedback and highlight themes for the Scrum Team to review.,Clustering helps the Product Owner prepare refinement while preserving human judgment and team discussion.,Ask AI to convert all comments directly into Sprint Backlog tasks.,Sprint Backlog work emerges during Sprint Planning and should not be created automatically from comments.,Let AI decide which stakeholders should be ignored because their feedback is inconsistent.,AI should not exclude stakeholder input without accountable human review.,Use AI to estimate all items so refinement can focus only on delivery dates.,Estimation should involve the Developers and should not replace refinement conversations.,,,,,1
A Scrum Team has a preferred Sprint Goal format and wants AI to follow it consistently. What should the prompt include?,This question evaluates whether the learner can select the right prompt technique for format matching. Few-shot prompting is useful when the model needs to imitate a known structure rather than invent a new one. <i>Few-Shot Prompting</i><br><a href='https://www.scrum.org/resources/blog/10-prompt-engineering-techniques-super-simple-explanation' target='_blank'>Source</a>,S,PSM-AI,Effective AI Prompting,Two or three examples of Sprint Goals that already match the team's preferred format.,Few-shot examples give the AI a concrete pattern to imitate and improve format consistency.,A request to be creative and invent a stronger Sprint Goal format.,"Creativity may produce useful ideas, but it can also move away from the team's agreed structure.",Only the Sprint Backlog items selected for the Sprint.,"Sprint Backlog items provide context, but they do not show the expected Sprint Goal format.",A role prompt telling the AI to act as an expert Scrum Master.,"A role prompt can shape perspective, but examples are stronger for reproducing a specific format.",,,,,1
Why is RAG useful when an organization needs AI answers based on current internal policies?,"This question evaluates whether the learner understands RAG as a grounding mechanism. For internal policies, RAG can retrieve relevant approved content and use it to support the response without retraining the LLM. <i>Retrieval-Augmented Generation (RAG)</i><br><a href='https://www.scrum.org/resources/blog/20-ai-keywords-agile-professionals-must-know' target='_blank'>Source</a>",S,PSM-AI,AI Theory and Primer,It can retrieve relevant policy content and use it as context for the generated answer.,RAG is useful because it grounds the model's response in selected documents rather than relying only on pre-trained knowledge.,It permanently stores every policy inside the model's weights.,RAG retrieves content at use time; it does not necessarily change model weights.,It removes the need to validate whether the retrieved policy is correct.,"Retrieved information still needs governance, maintenance, and validation.",It allows the AI to answer without any source documents.,RAG specifically relies on source documents or knowledge repositories.,,,,,1
"AI-generated Sprint Review summaries vary in headings, order, and level of detail. Which prompting practice is most effective?",This question evaluates whether the learner can correct inconsistent AI output through prompt design. Few-shot examples demonstrate the target structure and help the model produce reports that are easier to reuse. <i>Few-Shot Prompting</i><br><a href='https://www.scrum.org/resources/blog/10-prompt-engineering-techniques-super-simple-explanation' target='_blank'>Source</a>,S,PSM-AI,Effective AI Prompting,"Provide examples that show the exact headings, sequence, and detail level expected.",Few-shot examples make the desired format concrete and reduce output variation.,Ask the AI to be more professional in every response.,Professional tone does not guarantee a consistent structure.,Manually reformat every response after generation.,Manual formatting treats the symptom instead of improving the prompt.,Remove all formatting constraints so the AI can choose the best structure.,Removing constraints usually increases format variability.,,,,,1
A Scrum Team starts accepting AI-generated architecture choices without team discussion. What should the Scrum Master raise?,"This question evaluates whether AI is used as decision support rather than as a replacement for team reasoning. The Scrum Master should help the team preserve collaboration, ownership, and accountability for technical decisions. <i>The A3 Framework: Assist, Automate, Avoid - A Decision System for AI Delegation</i><br><a href='https://www.scrum.org/resources/blog/a3-framework-assist-automate-avoid-decision-system-ai-delegation' target='_blank'>Source</a>",S,PSM-AI,AI for Scrum Masters,The team may be outsourcing technical accountability instead of inspecting options together.,"AI can inform architecture discussions, but the Scrum Team should still own the decision and its consequences.",The AI may generate architecture diagrams in an inconsistent format.,Formatting is not the central risk when technical judgment is being delegated.,The Product Owner should approve all architecture decisions before implementation.,Architecture decisions require Developer collaboration and cannot simply be transferred to the Product Owner.,The team should ban AI from all technical discussions.,"The issue is not AI use itself, but blind delegation of judgment to AI.",,,,,1
The Scrum Team asks AI to analyze several past Retrospective notes and suggest improvement actions. What is the best approach?,"This question evaluates whether the learner can select RAG when the quality of the answer depends on specific source material. Retrospective recommendations should be based on the team's real evidence, not only on general Scrum knowledge. <i>Retrieval-Augmented Generation (RAG)</i><br><a href='https://www.scrum.org/resources/blog/20-ai-keywords-agile-professionals-must-know' target='_blank'>Source</a>",S,PSM-AI,AI Theory and Primer,Use RAG so the AI can retrieve and use the team's actual notes before generating recommendations.,This allows the recommendations to be grounded in the team's real historical data rather than broad Scrum guidance.,Ask the AI to act as an expert Scrum Master without providing the notes.,"A role prompt may shape perspective, but it cannot ground recommendations in unavailable team notes.",Provide examples of well-written action items from other teams.,"Examples may improve output style, but they do not supply the team's actual data.",Ask the AI to produce the most common retrospective improvements used in Scrum.,Common improvements may be generic and may not address the team's real patterns.,,,,,1
Employees need accurate answers from current company procedures stored across many repositories. What AI approach best supports this?,This question evaluates whether the learner can select RAG when answers must be grounded in current internal sources. The system should retrieve approved content rather than depend on generic model memory. <i>Retrieval-Augmented Generation (RAG)</i><br><a href='https://www.scrum.org/resources/blog/20-ai-keywords-agile-professionals-must-know' target='_blank'>Source</a>,S,PSM-AI,AI Theory and Primer,Index the approved documents and use RAG to retrieve relevant content for each answer.,This makes the response more traceable and connected to approved company information.,Ask the LLM to infer procedures from general industry knowledge.,General knowledge may be outdated or inconsistent with the organization's real procedures.,Compress all documents into a short manual and prompt the model with it once.,A short manual may omit important details and quickly become outdated.,Allow the AI to answer from memory and flag uncertainty only when users complain.,Waiting for complaints does not ensure reliability or source transparency.,,,,,1
