title,feedback,answerType,type,domain,answer1,explanation1,answer2,explanation2,answer3,explanation3,answer4,explanation4,answer5,explanation5,answer6,explanation6,correctAnswer
How can a Scrum Master best support a self-managing team?,"The Scrum Master supports self-management by facilitating decision-making and encouraging team ownership of their work. <i>'Scrum Teams are self-managing, deciding who does what, when, and how.' (Scrum Guide 2020, p. 5)</i>",S,PSM-II,Team Facilitation and Coaching,By assigning tasks to team members based on their strengths.,Incorrect: The Scrum Team is self-organizing and responsible for assigning tasks themselves.,By facilitating discussions and helping the team make decisions collectively.,Correct: The Scrum Master supports self-management by facilitating team decision-making.,By escalating decisions to upper management when the team struggles.,Incorrect: The Scrum Master should coach the team to solve their problems independently.,By enforcing strict adherence to Scrum events without flexibility.,Incorrect: Scrum encourages flexibility and adaptation based on the team’s needs.,,,,,2
How can a Scrum Master foster team autonomy?,"The Scrum Master fosters autonomy by encouraging the team to take ownership of their work and make collaborative decisions. <i>'The Scrum Master serves the Scrum Team by coaching it in self-management.' (Scrum Guide 2020, p. 7)</i>",S,PSM-II,Team Facilitation and Coaching,By assigning roles and tasks to each team member based on their strengths.,Incorrect: The Development Team is self-organizing and assigns roles and tasks without external input.,By encouraging the team to take ownership of their work and make decisions collaboratively.,Correct: The Scrum Master fosters autonomy by encouraging the team to take ownership and make decisions together.,By making decisions for the team to ensure alignment with the Sprint Goal.,Incorrect: The Development Team is responsible for making decisions to meet the Sprint Goal without external control.,By escalating decision-making to stakeholders to avoid delays.,"Incorrect: The Scrum Team should be empowered to make decisions independently, with the Scrum Master's support.",,,,,2
How does a Scrum Master encourage team ownership and accountability?,"The Scrum Master encourages ownership by fostering a self-managing team that takes responsibility for their decisions. <i>'Scrum Teams are self-managing, deciding who does what, when, and how.' (Scrum Guide 2020, p. 5)</i>",S,PSM-II,Team Facilitation and Coaching,By assigning tasks to team members based on their skills.,Incorrect: The Scrum Team is self-organizing and decides how to assign tasks.,By encouraging the team to take ownership of their work and decisions.,Correct: The Scrum Master fosters accountability by encouraging the team to own their decisions and work.,By escalating decisions to management when the team is unsure.,Incorrect: The Scrum Master should coach the team to make decisions independently.,By enforcing strict processes to ensure accountability.,"Incorrect: Scrum encourages flexibility and self-management, not rigid processes.",,,,,2
"Midway through the Sprint, the Development Team encounters a significant roadblock that is affecting their ability to deliver on the Sprint Goal. How should the Scrum Master assist?","The Scrum Master facilitates team discussions to help the Development Team resolve the issue and adjust their plan as needed to meet the Sprint Goal. <i>'The Scrum Master helps the Scrum Team focus on creating high-value Increments.' (Scrum Guide 2020, p. 7)</i>",S,PSM-II,Team Facilitation and Coaching,Resolve the issue directly to ensure the team stays on track.,Incorrect: The Scrum Master does not resolve technical issues but facilitates the team in finding solutions.,Facilitate a team discussion to explore solutions and adjust their plan if necessary.,Correct: The Scrum Master should facilitate discussions to help the team resolve the problem and adjust their plan.,Extend the Sprint duration to allow more time to address the roadblock.,Incorrect: The Sprint duration is time-boxed and cannot be extended.,Reassign tasks to other team members to bypass the roadblock.,"Incorrect: The team should work together to resolve the issue, not reassign tasks in isolation.",,,,,2
"Several team members have started to miss deadlines frequently, leading to frustration within the team. The Product Owner is concerned about the impact on stakeholders. How should the Scrum Master handle this?","The Scrum Master should facilitate a discussion to identify the root causes of missed deadlines and help the team improve their accountability. <i>'The Scrum Master helps the Scrum Team continuously improve by addressing issues that impact performance.' (Scrum Guide 2020, p. 7)</i>",S,PSM-II,Team Facilitation and Coaching,Facilitate a team discussion to understand the root causes of the missed deadlines and work with the team on improving accountability and collaboration.,Correct: The Scrum Master should facilitate open discussions to identify root causes and help the team improve their accountability and performance.,Encourage the team to focus on the easiest tasks first to avoid missing future deadlines.,"Incorrect: The Scrum Master should help the team address the root causes of missed deadlines, not focus solely on easier tasks.",Ask the Product Owner to reprioritize the backlog to reduce pressure on the team and minimize missed deadlines.,"Incorrect: The Product Owner should not lower expectations; instead, the team should address their performance issues collaboratively.",Tell the team to escalate missed deadlines to management if they continue to cause issues.,Incorrect: The Scrum Master should work with the team to improve performance rather than escalate the issue to management prematurely.,,,,,1
What should a Scrum Master prioritize during a Sprint Retrospective?,"The Scrum Master facilitates Retrospectives to help the team reflect on their processes and make improvements. <i>'The Sprint Retrospective is held to plan ways to increase quality and effectiveness.' (Scrum Guide 2020, p. 11)</i>",S,PSM-II,Team Facilitation and Coaching,By facilitating discussions that help the team identify areas for improvement.,Correct: The Scrum Master helps the team reflect on their processes and improve during the Sprint Retrospective.,By assigning tasks for the next Sprint to improve performance.,Incorrect: The Scrum Team is self-organizing and assigns its own tasks.,By preventing discussions of failures to maintain morale.,Incorrect: Open discussions about failures are crucial for improvement.,By escalating issues to upper management for resolution.,Incorrect: The Scrum Master helps the team resolve issues internally without unnecessary escalation.,,,,,1
What is the most appropriate way for a Scrum Master to coach a Product Owner struggling with prioritizing backlog items? (Choose the best answer),"The Scrum Master coaches the Product Owner on backlog management techniques to ensure the Product Owner maximizes value. <i>The Scrum Guide 2020</i> states, 'The Scrum Master serves the Product Owner by helping them manage the backlog.'",S,PSM-II,Team Facilitation and Coaching,Take over the Product Owner’s responsibilities and reorder the backlog.,Incorrect: The Scrum Master does not manage the Product Backlog; this is the Product Owner’s role.,Coach the Product Owner on effective backlog management techniques and help them improve.,"Correct: The Scrum Master coaches the Product Owner, offering guidance on backlog prioritization.",Ask the Development Team to help prioritize the backlog.,"Incorrect: The Development Team may give input, but prioritization is the Product Owner’s role.",Involve stakeholders in prioritizing the Product Backlog items.,"Incorrect: The Product Owner is responsible for representing stakeholders, not involving them directly in prioritization.",,,,,2
How can a Scrum Master foster team ownership of problem-solving?,"The Scrum Master promotes team ownership of problem-solving by facilitating discussions that promote collaboration and decision-making. <i>'Scrum Teams are self-managing, deciding who does what, when, and how.' (Scrum Guide 2020, p. 5)</i>",S,PSM-II,Continuous Improvement and Problem Solving,By assigning roles to specific team members to focus on problem areas.,Incorrect: The Scrum Team is self-organizing and assigns roles independently.,By escalating unresolved problems to upper management for guidance.,Incorrect: The Scrum Master should coach the team to resolve problems themselves without unnecessary escalation.,By making decisions for the team to resolve problems quickly.,Incorrect: The Scrum Master supports the team but does not make decisions for them.,By facilitating discussions that encourage the team to take ownership of the problem-solving process.,Correct: The Scrum Master fosters team ownership by facilitating discussions that promote collaborative decision-making.,,,,,4
How should a Scrum Master foster continuous improvement in the team?,"The Scrum Master fosters continuous improvement by facilitating Retrospectives and helping the team reflect on their processes. <i>'The Sprint Retrospective is held to plan ways to increase quality and effectiveness.' (Scrum Guide 2020, p. 11)</i>",S,PSM-II,Continuous Improvement and Problem Solving,By dictating process improvements based on the team's performance.,Incorrect: The Scrum Team should decide on process improvements collectively during Retrospectives.,By escalating unresolved issues to upper management for resolution.,Incorrect: The Scrum Team should resolve issues internally before escalating.,By facilitating Retrospectives that help the team reflect on their processes and identify improvements.,Correct: The Scrum Master fosters continuous improvement by facilitating Retrospectives and team reflection.,By enforcing strict adherence to the same processes to maintain consistency.,Incorrect: Scrum encourages flexibility and adaptation for continuous improvement.,,,,,3
The Development Team is unsure how to approach a complex technical problem they’ve never faced before. What is the best way for the Scrum Master to support them?,"The Scrum Master should facilitate a brainstorming session, promoting collaboration and creativity within the team to solve the problem independently. <i>'The Scrum Master helps the Scrum Team focus on creating high-value Increments.' (Scrum Guide 2020, p. 7)</i>",S,PSM-II,Continuous Improvement and Problem Solving,Provide the team with detailed guidance on how to solve the problem.,Incorrect: The Scrum Master should not provide technical solutions but facilitate the team’s problem-solving efforts.,Facilitate a brainstorming session to encourage creative solutions and collaboration.,Correct: The Scrum Master should facilitate discussions to encourage collaboration and creativity in solving the problem.,Ask the team to move on to other tasks and return to the problem later.,Incorrect: Delaying the problem doesn’t promote continuous improvement or learning.,Bring in an external expert to solve the problem for the team.,Incorrect: The Scrum Master should focus on facilitating the team’s problem-solving rather than external intervention.,,,,,2
"Halfway through the Sprint, the team realizes they will not meet the Sprint Goal due to unforeseen issues. The team feels demotivated and considers cancelling the Sprint. How should the Scrum Master respond?","The Scrum Master should help the team focus on delivering as much value as possible and learning from the issues in the Sprint Retrospective. <i>'Scrum promotes continuous improvement by learning from challenges encountered during the Sprint.' (Scrum Guide 2020, p. 7)</i>",S,PSM-II,Continuous Improvement and Problem Solving,Encourage the team to focus on delivering as much value as possible and to address the issues in the next Retrospective for improvement.,Correct: The Scrum Master should ensure that the team remains focused on delivering value and learning from the issues in the Sprint Retrospective.,Advise the team to cancel the Sprint and plan a new one with fewer challenges.,"Incorrect: The team should try to deliver as much value as possible, even if the Sprint Goal is at risk.",Tell the team to work overtime to try and meet the Sprint Goal.,"Incorrect: Scrum promotes sustainable work, and overtime should not be relied upon to achieve Sprint Goals.",Ask the Product Owner to reprioritize the remaining work to help the team salvage the Sprint.,"Incorrect: Reprioritizing work may not align with the original Sprint Goal, and the team should focus on delivering value based on their current plan.",,,,,1
What is the best approach for a Scrum Master to handle impediments during a Sprint?,"The Scrum Master facilitates discussions that enable the team to collaboratively resolve impediments. <i>'The Scrum Master helps the Scrum Team remove impediments to their progress.' (Scrum Guide 2020, p. 7)</i>",S,PSM-II,Continuous Improvement and Problem Solving,By solving impediments directly to keep the team focused.,Incorrect: The Scrum Master facilitates but does not directly solve impediments.,By escalating unresolved impediments to management for quick resolution.,Incorrect: The Scrum Team should try to resolve impediments without escalation.,By facilitating discussions to help the team resolve impediments collaboratively.,Correct: The Scrum Master enables the team to resolve impediments by facilitating discussions that promote collaboration.,By assigning external stakeholders to address impediments.,"Incorrect: The Scrum Team, with the Scrum Master's support, should resolve impediments on its own.",,,,,3
What is the Scrum Master’s role in ensuring continuous improvement within the team?,"The Scrum Master fosters continuous improvement by facilitating team reflection and discussions during Retrospectives. <i>'The Sprint Retrospective is held to plan ways to increase quality and effectiveness.' (Scrum Guide 2020, p. 11)</i>",S,PSM-II,Continuous Improvement and Problem Solving,By dictating changes to the team's processes based on their performance.,Incorrect: The Scrum Team should collectively decide on improvements.,By escalating unresolved issues to upper management for resolution.,Incorrect: The Scrum Team should resolve issues internally first.,By facilitating Retrospectives that help the team reflect on their processes.,Correct: The Scrum Master fosters improvement by facilitating team reflection during Retrospectives.,By enforcing the same processes to ensure consistency.,Incorrect: Scrum encourages flexibility and adaptation for continuous improvement.,,,,,3
What should a Scrum Master focus on when the team is struggling with impediments?,"The Scrum Master facilitates discussions and encourages team collaboration to resolve impediments. <i>'The Scrum Master helps the Scrum Team remove impediments to their progress.' (Scrum Guide 2020, p. 7)</i>",S,PSM-II,Continuous Improvement and Problem Solving,By solving the impediments directly to allow the team to move forward.,Incorrect: The Scrum Master facilitates but does not directly solve impediments.,By assigning tasks to team members to resolve impediments.,Incorrect: The Scrum Team is self-organizing and assigns tasks independently.,By facilitating open discussions to help the team collaborate and resolve impediments.,Incorrect: The Scrum Master supports the team in addressing impediments collaboratively.,By facilitating discussions to encourage the team to resolve impediments together.,Correct: The Scrum Master helps the team resolve impediments by facilitating discussions that promote collaboration.,,,,,4
What is a benefit of using a root cause analysis during the Sprint Retrospective?,"A root cause analysis helps the team identify the real causes of issues, leading to more effective solutions and process improvements. <i>'The Scrum Team plans ways to increase quality and effectiveness.' (Scrum Guide 2020, p. 11)</i>",S,PSM-II,Continuous Improvement and Problem Solving,It helps the Scrum Master assign tasks to individual team members.,Incorrect: The Scrum Master does not assign tasks; the team is self-organizing.,It ensures that all stakeholders understand what went wrong in the Sprint.,"Incorrect: The focus is on the team’s internal improvement, not stakeholder understanding.",It helps the team identify the true underlying causes of issues and plan actions to address them.,Correct: A root cause analysis helps the team understand the true source of problems and take steps to prevent them.,It allows the Product Owner to reprioritize the Product Backlog based on issues found in the Sprint.,Incorrect: The Product Backlog is not reprioritized during the Retrospective; this happens during Sprint Planning.,,,,,3
"During a Sprint, the Development Team starts to argue over the best technical approach to a problem, which is causing tension and slowing down progress. The Product Owner is concerned that this will delay delivery. How should the Scrum Master handle this situation?","The Scrum Master should facilitate a constructive discussion to help the team resolve the conflict and stay focused on achieving the Sprint Goal. <i>'The Scrum Master serves the Scrum Team by coaching the team in self-management and cross-functionality.' (Scrum Guide 2020, p. 7)</i>",S,PSM-II,Leadership and Influence,Facilitate a discussion between the team members to help them reach a consensus and realign their focus on the Sprint Goal.,Correct: The Scrum Master should facilitate a discussion to help resolve the conflict and ensure the team remains focused on the Sprint Goal.,Ask the Product Owner to intervene and decide which technical approach should be used.,Incorrect: The Scrum Master should help the team self-organize and reach a consensus rather than involving the Product Owner in technical decisions.,Encourage the team to work independently and let them figure out the solution on their own.,"Incorrect: While the team is self-organizing, the Scrum Master should still facilitate constructive discussions to resolve conflicts.",Advise the team to put the technical debate on hold and focus on completing the easiest tasks first.,Incorrect: The team should address the issue collaboratively and ensure that the Sprint Goal is still achievable.,,,,,1
How can a Scrum Master build trust with the team?,"The Scrum Master builds trust by creating a safe space for team members to express themselves openly and without fear. <i>'The Scrum Master helps foster an environment of collaboration, trust, and communication.' (Scrum Guide 2020, p. 7)</i>",S,PSM-II,Leadership and Influence,By fostering an environment where team members feel comfortable speaking up without fear of retribution.,Correct: Trust is built when the team feels safe sharing their thoughts without fear of negative consequences.,By assigning tasks based on team members' strengths to build confidence.,Incorrect: The Scrum Team is self-organizing and assigns its own tasks.,By escalating conflicts to management to resolve issues quickly.,Incorrect: The Scrum Master should help the team resolve conflicts internally without escalation.,By enforcing strict processes to ensure accountability within the team.,"Incorrect: Trust is built through openness, not enforcement of processes.",,,,,1
How does a Scrum Master help foster team self-organization?,"The Scrum Master fosters self-organization by empowering the team to make decisions about how they approach their work and collaborate. <i>'Scrum Teams are self-organizing and cross-functional.' (Scrum Guide 2020, p. 5)</i>",S,PSM-II,Leadership and Influence,By assigning roles and tasks to team members based on their strengths.,Incorrect: The Scrum Team is self-organizing and should assign their own roles and tasks.,By empowering the team to make decisions on how they approach their work and collaborate.,Correct: The Scrum Master fosters self-organization by empowering the team to make decisions about their work and processes.,By setting the team’s Sprint Goals and Backlog priorities.,"Incorrect: The Product Owner sets the Sprint Goal, and the team works together to prioritize the backlog.",By regularly assessing individual performance and providing feedback.,"Incorrect: The Scrum Master focuses on team dynamics and improvement, not individual assessments.",,,,,2
What is the Scrum Master’s role in promoting collaboration within the Scrum Team?,"The Scrum Master promotes collaboration by fostering a trusting environment and facilitating discussions. <i>'The Scrum Master helps foster an environment of collaboration, trust, and communication.' (Scrum Guide 2020, p. 7)</i>",S,PSM-II,Leadership and Influence,By facilitating open discussions and fostering a trusting environment within the team.,Correct: The Scrum Master promotes collaboration by facilitating discussions and fostering trust.,By assigning collaboration tasks to team members.,Incorrect: The Scrum Team is responsible for organizing its own work and fostering collaboration.,By making decisions on behalf of the team to ensure collaboration.,Incorrect: The Scrum Master facilitates collaboration but does not make decisions for the team.,By escalating issues that slow down collaboration to management.,Incorrect: The Scrum Master supports the team in resolving collaboration issues internally.,,,,,1
What should a Scrum Master focus on when influencing stakeholders?,"The Scrum Master influences stakeholders by coaching them on the value and principles of Scrum. <i>'The Scrum Master serves the organization in leading, training, and coaching.' (Scrum Guide 2020, p. 8)</i>",S,PSM-II,Leadership and Influence,By enforcing adherence to Scrum practices in all stakeholder interactions.,Incorrect: The Scrum Master educates but does not enforce Scrum practices on stakeholders.,By escalating stakeholder conflicts to management for resolution.,Incorrect: The Scrum Master should help resolve conflicts without escalating them unnecessarily.,By coaching stakeholders on the value and principles of Scrum.,Correct: The Scrum Master influences stakeholders by coaching them on the values and principles of Scrum.,By assigning specific tasks to stakeholders based on team feedback.,Incorrect: The Scrum Master does not assign tasks to stakeholders; that is the responsibility of the Product Owner.,,,,,3
"A new Scrum Team is formed with members from different departments, and they are having difficulty working together. Conflicts arise frequently, and productivity is low. What should the Scrum Master do to improve the situation?","The Scrum Master should focus on improving team dynamics by encouraging trust and open communication to resolve conflicts and enhance collaboration. <i>'The Scrum Master helps the team become self-organizing by fostering collaboration and teamwork.' (Scrum Guide 2020, p. 7)</i>",S,PSM-II,Leadership and Influence,Facilitate team-building exercises and encourage open communication to help the team members build trust and collaboration.,Correct: The Scrum Master should help foster an environment of trust and open communication to improve collaboration among team members.,Allow the team to continue working independently and trust that they will resolve their conflicts over time.,"Incorrect: The Scrum Master should take an active role in fostering team collaboration, especially in the early stages of team formation.",Ask the team to work in smaller groups to avoid conflict and focus on individual contributions.,"Incorrect: Splitting the team could further isolate members, and the focus should be on improving collaboration as a whole team.",Advise the Product Owner to intervene and mediate the conflicts to ensure the team stays on track.,"Incorrect: The Scrum Master is responsible for addressing team dynamics and ensuring healthy collaboration, not the Product Owner.",,,,,1
"During the Sprint, the Development Team is struggling with collaboration, and the team members are not communicating effectively. How should the Scrum Master respond?","The Scrum Master should facilitate workshops or exercises that help improve the team's communication and collaboration. <i>'The Scrum Master helps the Scrum Team improve its practices.' (Scrum Guide 2020, p. 7)</i>",S,PSM-II,Leadership and Influence,Step in and manage the communication between team members to ensure collaboration.,Incorrect: The Scrum Master should not take over communication but encourage the team to collaborate independently.,Facilitate a workshop or team-building exercise to improve communication and collaboration.,Correct: The Scrum Master should foster an environment where the team can improve their communication through facilitation.,Ask the Product Owner to help resolve the communication issues.,"Incorrect: The Product Owner should focus on value and the backlog, not team communication.",Ignore the issue and wait for the team to resolve it on their own.,Incorrect: The Scrum Master should proactively help the team improve collaboration.,,,,,2
How can a Scrum Master influence an organization’s adoption of Scrum?,"The Scrum Master can influence an organization’s Scrum adoption by educating stakeholders on the benefits of Scrum and gaining their support. <i>'The Scrum Master serves the organization in leading, training, and coaching.' (Scrum Guide 2020, p. 7)</i>",S,PSM-II,Leadership and Influence,By enforcing strict adherence to Scrum rules and penalizing non-compliance.,Incorrect: The Scrum Master does not enforce rules with penalties but encourages adherence to Scrum principles through education.,By working with stakeholders to understand the benefits of Scrum and facilitating their support.,Correct: The Scrum Master can influence Scrum adoption by educating stakeholders on its benefits and gaining their support.,By making all strategic decisions for the Scrum Teams.,Incorrect: The Scrum Master facilitates decision-making but does not make strategic decisions for the team.,By directly managing the team’s workflow and tasks.,"Incorrect: The team is self-organizing, and the Scrum Master does not manage tasks directly.",,,,,2
What is the best way for a Scrum Master to promote a culture of feedback?,"The Scrum Master promotes feedback by coaching the team on its value for continuous improvement and creating opportunities for open discussions. <i>'The Sprint Retrospective is held to plan ways to increase quality and effectiveness.' (Scrum Guide 2020, p. 11)</i>",S,PSM-II,Leadership and Influence,By facilitating discussions where team members can share constructive feedback openly.,Incorrect: The Scrum Master facilitates feedback by creating open spaces for discussions.,By enforcing feedback sessions during each Sprint Review.,"Incorrect: While feedback is important, the Scrum Master should facilitate rather than enforce structured feedback sessions.",By coaching the team on the value of feedback and how it drives continuous improvement.,Correct: The Scrum Master promotes a culture of feedback by coaching the team on its value.,By assigning specific team members the responsibility to provide feedback after each Sprint.,Incorrect: The Scrum Team should manage its feedback process collectively without assigned roles.,,,,,3
