title,feedback,answerType,type,domain,answer1,explanation1,answer2,explanation2,answer3,explanation3,answer4,explanation4,answer5,explanation5,answer6,explanation6,correctAnswer
Which two Scrum artifacts promote transparency and alignment among the Scrum Team and stakeholders? (Choose the two best answers),"The Product Backlog and Sprint Goal are key artifacts that promote transparency and alignment by making work visible and providing a clear focus for the team and stakeholders. <i>Scrum’s artifacts represent work or value, and they provide transparency and opportunities for inspection and adaptation.</i> (Scrum Guide 2020, p. 10).",M,PSPO-II,Principles and Framework,Product Backlog,Correct: The Product Backlog ensures transparency by making all work needed on the product visible and aligned with the overall goal.,Sprint Goal,Correct: The Sprint Goal aligns the team and stakeholders by providing a clear objective for the Sprint.,Daily Scrum,"Incorrect: The Daily Scrum is an event, not an artifact, and does not directly promote alignment with stakeholders.",Increment,Incorrect: The Increment shows what has been completed but does not directly provide alignment on future work.,Sprint Backlog,"Incorrect: While the Sprint Backlog is important, it does not directly promote alignment like the Product Backlog or Sprint Goal.",,,"1,2"
A member of the Development Team consistently fails to attend the Daily Scrum. What should the Scrum Master do? (Choose the best answer),"The Scrum Master serves the team by coaching them on the importance of Scrum events like the Daily Scrum. <i>“The Scrum Master is accountable for establishing Scrum as defined in the Scrum Guide.”</i> (Scrum Guide 2020, p.6).",S,PSPO-II,Principles and Framework,Ignore the issue since the team is self-managing,Incorrect: The Scrum Master should ensure the team adheres to Scrum events.,Discuss the issue with the team and coach them on the importance of attending the Daily Scrum,Correct: The Scrum Master facilitates the Scrum process and helps the team understand the value of key events.,Penalize the team member for missing the meeting,"Incorrect: Scrum is based on trust and collaboration, not punishment.",Conduct the Daily Scrum at a different time to accommodate that team member,Incorrect: The time of the Daily Scrum should remain consistent to reduce complexity.,,,,,2
"During a Sprint, the Development Team realizes they can complete more work than originally planned. What should they do next? (Choose the best answer)","The Development Team should collaborate with the Product Owner to pull in more Product Backlog items if they have extra capacity. <i>“If the Developers determine they have too much or too little work, they may renegotiate the scope of the Sprint Backlog with the Product Owner.”</i> (Scrum Guide 2020, p.11).",S,PSPO-II,Principles and Framework,Continue working on tasks for the next Sprint,Incorrect: Work for future Sprints should not be pulled in during the current Sprint.,Notify the Product Owner and pull in more items from the Product Backlog that align with the Sprint Goal,Correct: The Development Team should collaborate with the Product Owner to pull in additional work if they have extra capacity.,Stop working and wait for the next Sprint to begin,Incorrect: The team should not stop working if there is more valuable work to be done.,Request that the Scrum Master increase the scope of the Sprint,Incorrect: The Scrum Master does not manage the Sprint scope; this is done by the Development Team in collaboration with the Product Owner.,,,,,2
"During the Sprint Review, the Product Owner mentions that some stakeholders were unhappy with the Increment. What should the Scrum Team do? (Choose the best answer)","Feedback during the Sprint Review helps the Product Owner refine the Product Backlog for future Sprints. Continuous adaptation ensures the product aligns with stakeholder needs. <i>“The Scrum Team and stakeholders collaborate on what to do next.” Scrum Guide 2020, page 14.</i>",S,PSPO-II,Principles and Framework,Immediately stop working on future Sprints until the Increment is accepted,Incorrect: Stopping work is not part of the Scrum framework; feedback is integrated into future Sprints.,Adapt the Product Backlog based on stakeholder feedback and move forward with future Sprints,Correct: Feedback from stakeholders should be used to adapt the Product Backlog and inform future development.,Rework the Increment until all stakeholders are fully satisfied,Incorrect: The Scrum Team moves forward with feedback rather than revisiting finished work unless it's critical.,Ignore the feedback and continue with the next Sprint as planned,Incorrect: Stakeholder feedback is valuable and should inform the Product Backlog and future work.,,,,,2
"Midway through a Sprint, the Development Team realizes they underestimated the complexity of a task. How should they handle this? (Choose the best answer)","The Development Team should collaborate with the Product Owner to adjust the scope of the Sprint Backlog while keeping the Sprint Goal achievable. <i>“The Product Owner helps the Scrum Team understand which Product Backlog items need to be completed.”</i> (Scrum Guide 2020, p.5).",S,PSPO-II,Principles and Framework,Ask the Product Owner to remove another item from the Sprint Backlog to compensate,"Incorrect: Adjusting scope should be a team decision, not dictated solely by the Product Owner.","Continue working on the task, even if it jeopardizes the Sprint Goal","Incorrect: The Sprint Goal should always remain the focus, and the team should adapt accordingly.",Work with the Product Owner to re-prioritize the Sprint Backlog and adjust the work,Correct: The team should collaborate with the Product Owner to adjust scope to meet the Sprint Goal.,Extend the Sprint to accommodate the extra work,Incorrect: The Sprint length is fixed and cannot be extended.,,,,,3
What does it mean for a Scrum Team to be self-managing? (Choose the best answer),"A self-managing Scrum Team is empowered to determine how to achieve their goals, fostering ownership and accountability within the team. This aspect is vital for the team’s effectiveness and adaptability in Scrum. <i>“The Developers are self-organizing and cross-functional.”</i> (Scrum Guide 2020, p. 5).",S,PSPO-II,Principles and Framework,The team makes decisions about how to accomplish their work without being directed by others,"Correct: A self-managing team decides collectively how best to accomplish their work, promoting accountability and collaboration.",The team operates without any oversight or guidance from the Scrum Master,"Incorrect: While self-managing, the team still benefits from the Scrum Master's facilitation and support.",The team can change its structure and roles at any time,Incorrect: Self-management does not imply arbitrary changes in roles; it means the team collaborates to determine the best way to work together.,The team must consult the Product Owner for all decisions made,Incorrect: The team collaborates and makes decisions internally without needing to consult the Product Owner for every action.,,,,,1
What does the Development Team use to track their progress during the Sprint? (Choose the best answer),"The Sprint Backlog is the main artifact used by the Development Team to track their daily progress toward the Sprint Goal and to adjust the plan as needed. <i>“The Sprint Backlog is a plan by and for the Developers. It is a highly visible, real-time picture of the work that the Developers plan to accomplish during the Sprint.”</i> (Scrum Guide 2020, p. 11).",S,PSPO-II,Principles and Framework,The Sprint Backlog,Correct: The Sprint Backlog is used by the Development Team to track progress toward the Sprint Goal and plan the work for the Sprint.,The Product Backlog,"Incorrect: The Product Backlog contains all items for the product, not just those being worked on during the Sprint.",The Increment,Incorrect: The Increment represents the work completed at the end of the Sprint but is not used to track daily progress.,The Burn-down chart,"Incorrect: The Burn-down chart is a tool, but it is not required in Scrum. The Sprint Backlog provides transparency on progress.",,,,,1
What happens if the Product Owner is unavailable for a Sprint? (Choose the best answer),"The Sprint continues, but the Product Owner needs to remain available to provide guidance and clarify any questions regarding backlog priorities.",S,PSPO-II,Principles and Framework,The Scrum Master steps in to fulfill the Product Owner’s responsibilities,Incorrect: The Scrum Master facilitates Scrum events but cannot take on the Product Owner’s role.,The Development Team continues without Product Owner input and makes decisions independently,"Incorrect: The Product Owner's role is crucial, and they should remain available for decisions regarding value and backlog priorities.",The Product Owner delegates their responsibilities to the Scrum Master temporarily,Incorrect: The Scrum Master and Product Owner roles are distinct and not interchangeable.,"The Sprint continues, but the Product Owner should still be available to clarify questions and provide guidance on value","Correct: The Sprint progresses, but the Product Owner must be accessible to make necessary decisions about the backlog and product value.",,,,,4
What is the main goal of the Sprint Retrospective? (Choose the best answer),"The Sprint Retrospective provides the Scrum Team with a dedicated time to reflect on their processes, identify strengths and weaknesses, and plan for improvements, fostering a culture of continuous enhancement. <i>“The purpose of the Sprint Retrospective is to plan ways to increase quality and effectiveness.”</i> (Scrum Guide 2020, p. 12).",S,PSPO-II,Principles and Framework,To analyze the performance of the Development Team members,"Incorrect: The Sprint Retrospective focuses on the process and teamwork, not on individual performance analysis.",To identify areas for improvement in the team's processes and interactions,Correct: The primary goal of the Sprint Retrospective is to reflect on the past Sprint and identify actionable improvements for the future.,To discuss the product increment and its quality,"Incorrect: While the product increment may be reviewed, the Retrospective focuses more on the processes used by the team.",To establish the Sprint Goal for the next Sprint,"Incorrect: The Sprint Goal is defined during Sprint Planning, not in the Retrospective.",,,,,2
What is the purpose of a Definition of Done in Scrum? (Choose the best answer),The Definition of Done ensures that all product increments meet the quality and readiness standards required for potential release.,S,PSPO-II,Principles and Framework,To ensure that all work meets the quality standards required for release,Correct: The Definition of Done ensures that all completed work meets the agreed-upon quality and readiness standards.,To define how many tasks need to be completed in a Sprint,"Incorrect: The Definition of Done ensures quality, not the amount of work.",To allow the Product Owner to decide when a product increment is complete,"Incorrect: The Development Team uses the Definition of Done to assess completeness, not the Product Owner.",To provide a checklist for the Development Team to follow during Sprint Planning,"Incorrect: The Definition of Done applies to completed work, not a planning checklist.",,,,,1
A key stakeholder pushes for a new feature that could increase short-term sales but does not align with the product vision. What should the Product Owner do? (Choose the best answer),The Product Owner should assess the feature's long-term strategic value with stakeholders and adjust the vision only if it aligns with long-term goals.,S,PSPO-II,Product Vision & Strategy,"Incorporate the feature to boost short-term sales, even if it doesn't align with the vision","Incorrect: The Product Owner should ensure that all decisions align with the long-term product vision, not just short-term gains.",Work with the stakeholder to assess the impact on long-term strategy and adjust the vision if the feature adds lasting value,Correct: The Product Owner should evaluate the feature with stakeholders to see if it provides strategic long-term value before incorporating it.,Reject the feature outright to protect the product vision,Incorrect: The Product Owner should evaluate all suggestions but base decisions on long-term value.,Add the feature to the backlog with a lower priority to satisfy the stakeholder,"Incorrect: Features should be prioritized based on strategic value, not just to satisfy stakeholder requests.",,,,,2
A significant shift in customer behavior has been identified that could change the direction of the product. How should the Product Owner handle this? (Choose the best answer),The Product Owner should work with stakeholders to reassess and adjust the product vision based on significant shifts in customer behavior.,S,PSPO-II,Product Vision & Strategy,Maintain the current product vision and adapt the Product Backlog to address new customer behavior,"Incorrect: The Product Owner should reassess the product vision to ensure alignment with new customer trends, not just adjust the backlog.",Collaborate with stakeholders to evaluate the impact of the customer behavior shift and adjust the product vision accordingly,Correct: The Product Owner should reassess the product vision with stakeholders to ensure alignment with the evolving customer behavior.,Ignore the behavior shift and focus on executing the current roadmap,Incorrect: The Product Owner should remain adaptive to changes in customer behavior and adjust the vision as necessary.,Delay changes until more data is available on the shift in behavior,Incorrect: The Product Owner should proactively assess and adjust the vision based on the best available data and feedback.,,,,,2
"During a strategic meeting, the Product Owner identifies a potential shift in market trends that could impact the product’s relevance. How should the Product Owner respond? (Choose the best answer)",The Product Owner should work with stakeholders to reassess the product vision based on market trends and adjust as necessary to remain competitive.,S,PSPO-II,Product Vision & Strategy,Ignore the shift and focus on delivering the current roadmap,Incorrect: The Product Owner should not ignore significant market trends that could impact the product's success.,Collaborate with stakeholders to reassess the product vision and determine if adjustments are needed to capture new opportunities,Correct: The Product Owner should work with stakeholders to evaluate the potential impact of market trends and adapt the vision if necessary.,Ask the Scrum Master to facilitate a workshop to brainstorm new features based on market trends,"Incorrect: The Product Owner should take the lead in revising the vision in collaboration with stakeholders, not the Scrum Master.",Delay making changes to the product vision until the trend is confirmed with more data,Incorrect: The Product Owner should proactively address potential trends that could impact the product’s direction.,,,,,2
"Midway through development, the Product Owner receives feedback from a market research team indicating that customer needs are evolving. How should the Product Owner adjust the product vision in response to this feedback? (Choose the best answer)","The Product Owner should collaborate with stakeholders to assess the evolving customer needs and adjust the product vision if necessary, while maintaining long-term strategic goals.",S,PSPO-II,Product Vision & Strategy,Immediately change the product vision to match the new customer needs,Incorrect: The Product Owner should assess the feedback before making any immediate changes to the vision.,Collaborate with stakeholders to assess how the evolving customer needs impact the long-term vision and adjust accordingly,Correct: The Product Owner should collaborate with stakeholders to ensure that the product vision adapts to changing customer needs while maintaining strategic alignment.,Ignore the feedback to avoid disrupting the team’s current work,"Incorrect: The Product Owner should always consider evolving customer needs, even if it requires adjusting the vision.",Defer adjusting the product vision until after the current release is completed,Incorrect: The Product Owner should assess the feedback immediately and make adjustments if necessary.,,,,,2
"Midway through the development of a feature, the Product Owner receives feedback that the current product vision is no longer aligned with stakeholder expectations. What should the Product Owner do? (Choose the best answer)",The Product Owner should collaborate with stakeholders to reassess and realign the product vision with evolving business goals.,S,PSPO-II,Product Vision & Strategy,Adjust the product vision immediately to align with the feedback,Incorrect: The Product Owner should not make immediate adjustments without validating the feedback.,Collaborate with stakeholders to reassess the product vision and align it with evolving business goals,Correct: The Product Owner should reassess the product vision with stakeholders to ensure it aligns with current business needs and goals.,Continue with the existing vision and ignore the feedback to avoid disruption,Incorrect: The Product Owner should always consider stakeholder feedback in relation to the product vision.,Postpone changes to the product vision until after the current feature is completed,Incorrect: Delaying changes to the product vision could result in missed opportunities or misalignment with stakeholder needs.,,,,,2
What is the significance of revisiting the product vision at the end of each sprint? (Choose the best answer),"Revisiting the product vision at the end of each sprint is significant for ensuring that it remains relevant and aligned with feedback and learnings gained during the sprint. This adaptability fosters continuous improvement and collaboration. <i>“The Scrum Team reflects on how to become more effective, then tunes and adjusts its behavior accordingly.”</i> (Scrum Guide 2020, p. 10).",S,PSPO-II,Product Vision & Strategy,It allows the team to ignore any changes in stakeholder needs,"Incorrect: Revisiting the vision is essential for adapting to changing stakeholder needs and market conditions, ensuring relevance.",It ensures the vision remains relevant and aligned with feedback and learnings from the sprint,"Correct: Revisiting the product vision allows the Scrum Team to incorporate feedback and insights gained during the sprint, keeping the vision current and applicable.",It limits discussions about the vision to only retrospective meetings,"Incorrect: The vision should be an ongoing topic of discussion, not confined to retrospective meetings; it should be revisited regularly.",It eliminates the need for a formal vision statement,Incorrect: A formal vision statement remains important; regular revisiting ensures it stays aligned with the team's work and stakeholder expectations.,,,,,2
What role do user personas play in shaping the product vision? (Choose the best answer),"User personas play a crucial role in shaping the product vision by helping the Product Owner and Scrum Team understand the target audience, guiding feature development and prioritization based on user needs and preferences. <i>“The Product Backlog is refined as needed.”</i> (Scrum Guide 2020, p. 14).",S,PSPO-II,Product Vision & Strategy,They limit the scope of the product to specific user types,Incorrect: User personas provide insights into user needs and behaviors but do not restrict the scope; they help inform a broader understanding of user needs.,"They help the Product Owner and the Scrum Team understand the target audience, guiding feature development and prioritization","Correct: User personas inform the product vision by representing different user needs and preferences, guiding decisions on features and prioritization.",They eliminate the need for stakeholder input during development,"Incorrect: User personas complement, not replace, stakeholder input; they enhance understanding of users but do not capture all perspectives.",They focus solely on user demographics rather than behaviors,Incorrect: Effective user personas consider both demographics and behaviors to provide a comprehensive understanding of user needs.,,,,,2
What does it mean for a product vision to be holistic? (Choose the best answer),"A holistic product vision encompasses various perspectives, including user needs, market trends, and organizational goals, providing a comprehensive view that guides decision-making and prioritization effectively. <i>“The Product Backlog is refined as needed.”</i> (Scrum Guide 2020, p. 14).",S,PSPO-II,Product Vision & Strategy,It should focus exclusively on user needs and ignore technical feasibility,Incorrect: A holistic vision considers both user needs and the technical feasibility of delivering those needs effectively.,"It encompasses various perspectives, including user needs, market trends, and organizational goals",Correct: A holistic product vision integrates multiple perspectives to provide a comprehensive view that guides decision-making and prioritization.,It limits the team’s ability to adapt to new information or changes,Incorrect: A holistic vision should allow for flexibility and adaptability as new information and insights emerge.,It makes collaboration with stakeholders unnecessary,Incorrect: Collaboration with stakeholders is essential for ensuring that all relevant perspectives are considered in shaping the product vision.,,,,,2
What is the impact of stakeholder alignment on the product vision? (Choose the best answer),"The impact of stakeholder alignment on the product vision is significant, as it ensures that the vision reflects collective needs and reduces conflicts during development. This alignment enhances collaboration and product relevance. <i>“The Product Backlog is refined as needed.”</i> (Scrum Guide 2020, p. 14).",S,PSPO-II,Product Vision & Strategy,It complicates the decision-making process for the Scrum Team,Incorrect: Alignment simplifies decision-making by providing a clear understanding of shared goals and priorities among stakeholders and the team.,It ensures that the product vision reflects collective needs and reduces conflicts later in development,"Correct: Stakeholder alignment leads to a cohesive vision that accurately represents collective needs, minimizing conflicts as development progresses.",It limits the Product Owner’s ability to innovate within the product scope,Incorrect: Alignment does not restrict innovation; it supports a shared understanding that can foster creative solutions aligned with stakeholder needs.,It removes the necessity for a defined product strategy,Incorrect: A defined strategy is essential; alignment enhances the strategy by ensuring it reflects the shared vision of all stakeholders.,,,,,2
A Development Team member reports during the Daily Scrum that they are blocked on a feature due to missing details from a stakeholder. How should the Product Owner respond? (Choose the best answer),The Product Owner should facilitate communication between the Development Team and the stakeholder to ensure the necessary details are provided to unblock the work.,S,PSPO-II,Collaboration with the development team and stakeholders,Ask the Development Team to continue working on other tasks until the next Sprint,Incorrect: The Product Owner should work to resolve the issue during the current Sprint to avoid delays.,Facilitate communication between the Development Team and the stakeholder to obtain the missing details quickly,Correct: The Product Owner should ensure that communication with stakeholders is effective and timely to unblock the Development Team.,Remove the feature from the Sprint Backlog and address it in the next Sprint,Incorrect: The Product Owner should first try to resolve the issue within the current Sprint to maintain progress.,Ask the Scrum Master to take over and resolve the communication issue,"Incorrect: While the Scrum Master facilitates the Scrum process, the Product Owner is responsible for managing stakeholder communication.",,,,,2
"At the Daily Scrum, the Development Team raises concerns about a feature that was requested by a key stakeholder. How should the Product Owner proceed? (Choose the best answer)",The Product Owner should facilitate communication between the Development Team and stakeholders to ensure clarity and alignment on requirements.,S,PSPO-II,Collaboration with the development team and stakeholders,Remove the feature from the Sprint Backlog to avoid disrupting the team’s progress,Incorrect: The Product Owner should not remove items from the Sprint Backlog without collaboration.,Facilitate a conversation between the Development Team and the stakeholder to clarify the requirements and ensure alignment,Correct: The Product Owner should act as a bridge between the team and stakeholders to clarify any concerns and align on value.,Ask the Scrum Master to handle the situation and manage the team's concerns,"Incorrect: The Scrum Master facilitates Scrum processes, but the Product Owner manages stakeholder interaction and product decisions.",Instruct the team to continue working and focus on the Sprint Goal without addressing the concerns,Incorrect: The Product Owner should facilitate communication to resolve issues before they impact the Sprint Goal.,,,,,2
"During a Sprint, the Development Team realizes that they lack critical information from a stakeholder to complete a feature. What should the Product Owner do next? (Choose the best answer)",The Product Owner should facilitate communication between the Development Team and the stakeholder to ensure that the necessary information is provided on time.,S,PSPO-II,Collaboration with the development team and stakeholders,Instruct the Development Team to make assumptions and continue working on the feature,Incorrect: The Development Team should not proceed without the necessary information.,Facilitate communication between the Development Team and the stakeholder to gather the required information,Correct: The Product Owner should ensure the team has access to the needed information to continue working effectively.,Postpone the feature to the next Sprint to avoid disruption,Incorrect: The Product Owner should work to resolve the issue within the current Sprint if possible.,Ask the Scrum Master to intervene and handle the situation,"Incorrect: While the Scrum Master may facilitate, it is the Product Owner’s responsibility to manage communication with stakeholders.",,,,,2
"During the Sprint Review, a stakeholder provides feedback that conflicts with the Product Goal. What should the Product Owner do next? (Choose the best answer)",The Product Owner should work with the Development Team and stakeholders to assess feedback and determine if adjustments to the Product Goal are needed.,S,PSPO-II,Collaboration with the development team and stakeholders,Immediately adjust the Product Goal to align with the stakeholder's feedback,Incorrect: The Product Goal should not be adjusted based on one stakeholder’s input without thorough consideration.,Collaborate with the stakeholder and the Development Team to understand the feedback and assess whether changes to the Product Goal are necessary,Correct: The Product Owner should gather input and work with the team to evaluate if changes to the Product Goal are needed based on value.,Reject the feedback to avoid disrupting the current Product Goal,Incorrect: The Product Owner should not reject feedback outright but assess its potential value to the product.,Ask the Development Team to make changes based on the feedback even if it conflicts with the Product Goal,Incorrect: Changes should not be made if they conflict with the overall Product Goal without careful evaluation.,,,,,2
"Midway through a Sprint, a stakeholder requests a new feature that could significantly change the product. How should the Product Owner respond? (Choose the best answer)",The Product Owner should collaborate with the Development Team to assess the new feature and determine its value for inclusion in future Sprints.,S,PSPO-II,Collaboration with the development team and stakeholders,Immediately add the feature to the current Sprint to satisfy the stakeholder,Incorrect: Changes to the Sprint Backlog should not be made without assessing their impact on the Sprint Goal.,Work with the Development Team to assess the impact of the feature and discuss its inclusion in future Sprints,Correct: The Product Owner should assess the request’s impact and prioritize it accordingly for future Sprints if valuable.,Ask the stakeholder to wait until the next release cycle to accommodate the feature,Incorrect: The Product Owner should evaluate the request in a timely manner and not delay without proper consideration.,Defer the decision to the Scrum Master to maintain focus on the Sprint Goal,"Incorrect: The Product Owner manages the Product Backlog and stakeholder collaboration, not the Scrum Master.",,,,,2
