title,feedback,answerType,type,domain,answer1,explanation1,answer2,explanation2,answer3,explanation3,answer4,explanation4,answer5,explanation5,answer6,explanation6,correctAnswer
"When a Scrum Team asks AI to support root-cause analysis, what prompting approach is most appropriate?","This question checks whether the learner can select a prompting method for analytical work. For root-cause analysis, asking the model to reason step by step is more appropriate than increasing creativity or relying only on generic instructions. <i>Chain-of-Thought (CoT)</i><br><a href='https://www.scrum.org/resources/blog/10-prompt-engineering-techniques-super-simple-explanation' target='_blank'>Source</a>",S,PSM-AI,Effective AI Prompting,Ask the model to break the problem down step by step before giving a conclusion.,This encourages structured reasoning and helps the team inspect the logic behind the response.,Increase randomness so the model explores more creative causes.,Higher randomness may generate variety but can reduce analytical precision.,Use a persona prompt to permanently improve the model's reasoning ability.,"A persona can shape style or perspective, but it does not retrain the model.",Use zero-shot prompting and rely only on the model's general knowledge.,"Zero-shot prompting may be useful, but it is less suited when careful reasoning is needed.",,,,,1
A realistic AI-generated video of a company leader announces a false policy change. What is the most appropriate response?,"This question checks whether the learner recognizes synthetic media as an ethical and security risk. The responsible response is to verify authenticity, limit harm, and communicate transparently rather than amplifying or ignoring the content. <i>Using AI responsibly and ethically is mandatory to prevent harm, ensure fairness, and maintain public trust.</i><br><a href='https://www.scrum.org/resources/blog/responsible-ethical-ai' target='_blank'>Source</a>",S,PSM-AI,AI Ethic and Security,Verify the video's authenticity through trusted channels and communicate the findings transparently.,This response addresses the risk of synthetic misinformation while preserving trust and accountability.,Share the video widely so employees can decide for themselves whether it is real.,Wider circulation may amplify misinformation and increase confusion.,Ignore the video unless employees formally complain about it.,Ignoring a plausible deepfake can allow misinformation to spread and damage trust.,Ask AI to generate a counter-video without explaining the situation.,A counter-video may add confusion and does not provide transparent verification.,,,,,1
A Scrum Team wants to try AI during Product Backlog refinement. What is the most responsible approach?,"This question checks whether the Scrum Team approaches AI adoption empirically. A responsible experiment should be limited, reversible, measurable, and inspected by the people affected by the change. <i>The A3 Framework: Assist, Automate, Avoid - A Decision System for AI Delegation</i><br><a href='https://www.scrum.org/resources/blog/a3-framework-assist-automate-avoid-decision-system-ai-delegation' target='_blank'>Source</a>",S,PSM-AI,AI for Scrum Masters,"Run a small, reversible experiment with clear success criteria and inspect the results.",This lets the team learn from real use while limiting risk and making the impact visible.,Replace Product Backlog refinement with AI-generated summaries for one full quarter.,This removes important collaboration and creates too much risk before the team has learned enough.,Use AI only if it can immediately increase refinement speed.,"Speed alone does not prove the experiment improves quality, value, or shared understanding.",Let the Product Owner test AI privately and present the final process after it succeeds.,Private experimentation reduces transparency and prevents the whole Scrum Team from learning together.,,,,,1
Does AI adoption remove the need for Scrum Master accountability?,"This question checks whether the learner understands that AI changes how some Scrum Master activities may be supported, without transferring accountability to a tool. The Scrum Master still helps the Scrum Team and organization improve their use of Scrum. <i>Is AI Taking My Job?</i><br><a href='https://www.scrum.org/resources/blog/scrum-master-ai-taking-my-job' target='_blank'>Source</a>",S,PSM-AI,AI for Scrum Masters,"No, AI may assist some activities, but the Scrum Master remains accountable for enabling Scrum effectiveness.","AI can support tasks, but it does not take over the Scrum Master's human accountability for coaching, facilitation, and helping the team improve.","Yes, because AI agents can facilitate events and resolve impediments independently.","AI agents may assist, but they do not replace human accountability for Scrum effectiveness.","No, because AI has no impact on how Scrum Masters work.","This is incorrect because AI can change some activities, even if accountability remains human.","Yes, because self-managing teams no longer need a Scrum Master when AI tools are available.",AI tools do not remove the need to help teams improve their use of Scrum.,,,,,1
"An AI assistant suggests several new Definition of Done items, but some do not fit the product context. What should the Scrum Team do?","This question checks whether the Scrum Team uses AI as support without outsourcing judgment. AI-generated Definition of Done items should be inspected against the product context, quality needs, and shared understanding of Done. <i>The Definition of Done is a formal description of the state of the Increment when it meets the quality measures required for the product.</i><br><a href='https://www.scrum.org/resources/scrum-guide' target='_blank'>Source</a>",S,PSM-AI,AI for Scrum Masters,Review the suggestions together and keep only the items that improve the team's shared quality standard.,The Scrum Team should inspect AI-generated suggestions and retain only those that support a useful and relevant Definition of Done.,Accept all suggestions because AI may identify quality gaps the team missed.,"AI may provide useful ideas, but accepting all suggestions can add irrelevant or low-value criteria.",Keep only the most innovative suggestions and discard familiar ones.,Innovation alone does not determine whether an item belongs in the Definition of Done.,Ask the AI to decide which items are mandatory for the team.,The Scrum Team remains responsible for its quality standard and should not delegate that judgment to AI.,,,,,1
A manager requires the Scrum Team to follow AI-generated decisions to move faster. What should the team do?,"This question checks whether the Scrum Team understands that AI can assist decision-making but should not become the decision-maker. Human accountability remains essential, especially when AI recommendations affect product direction, quality, or stakeholders. <i>The A3 Framework: Assist, Automate, Avoid - A Decision System for AI Delegation</i><br><a href='https://www.scrum.org/resources/blog/a3-framework-assist-automate-avoid-decision-system-ai-delegation' target='_blank'>Source</a>",S,PSM-AI,AI for Scrum Masters,Use AI as decision support while keeping human accountability for decisions and outcomes.,"AI may support analysis, but the Scrum Team must remain responsible for the decisions it makes and the consequences that follow.",Follow the AI whenever its recommendation is faster than team discussion.,Speed does not justify delegating accountability or bypassing human judgment.,Ask the AI vendor to approve the recommendation before the team acts.,Vendor approval does not replace the Scrum Team's responsibility for its decisions.,Update the Definition of Done to require AI approval for all decisions.,The Definition of Done should not be used to transfer decision accountability to AI.,,,,,1
A public AI chatbot gives plausible legal guidance without showing its sources. What is the most responsible next step?,"This question checks whether the learner understands that high-risk AI advice requires transparency, clear limits, and human oversight. A chatbot that gives plausible but risky legal guidance should not hide uncertainty or operate without visible sources. <i>Using AI responsibly and ethically is mandatory to prevent harm, ensure fairness, and maintain public trust.</i><br><a href='https://www.scrum.org/resources/blog/responsible-ethical-ai' target='_blank'>Source</a>",S,PSM-AI,AI Ethic and Security,"Expose the sources, add clear legal disclaimers, and require human validation for high-risk questions.","This protects users by improving transparency, clarifying limits, and preventing risky advice from being treated as authoritative.",Remove all uncertainty messages so users receive a clearer answer.,Removing uncertainty creates false confidence and increases the risk of harm.,Let the chatbot decide when its answer is legally reliable.,The chatbot should not be the sole authority for high-risk legal guidance.,Restrict the chatbot to longer explanations so the advice appears more complete.,"Longer answers can still be inaccurate, unsupported, or risky.",,,,,1
Which example best illustrates agentic AI behavior?,"This question checks whether the learner can distinguish agentic AI from ordinary classification, recommendation, or chatbot behavior. Agentic AI is characterized by goal-directed planning, tool use, and iterative action rather than a single isolated output. <i>Agentic AI is the THINKING PROCESS of how to do the work, where AI systems can break down complex problems, plan, use tools, and act in a loop</i><br><a href='https://www.scrum.org/resources/blog/nano-tip-ai-agent-vs-agentic-ai' target='_blank'>Source</a>",S,PSM-AI,AI Theory and Primer,"An AI system breaks a product research goal into tasks, uses tools, reviews outputs, and adapts its next steps.","This shows agentic behavior because the system plans, acts, uses tools, and iterates toward a goal.","A model classifies customer comments as positive, negative, or neutral.",Classification is a narrow task and does not show goal-directed planning or iterative tool use.,A recommendation engine suggests products based on previous purchases.,Recommendation can be useful but does not necessarily involve autonomous planning toward a complex goal.,A chatbot answers one question using its existing training data.,Answering a single prompt is not enough to demonstrate agentic behavior.,,,,,1
Which example best represents Artificial Narrow Intelligence?,"This question checks whether the learner can identify Artificial Narrow Intelligence as AI designed to perform a specific bounded task. Fraud detection is narrow because it is optimized for one domain and purpose, unlike general intelligence. <i>Artificial Narrow Intelligence (ANI)</i><br><a href='https://www.scrum.org/resources/blog/20-ai-keywords-agile-professionals-must-know' target='_blank'>Source</a>",S,PSM-AI,AI Theory and Primer,An AI system that detects fraudulent payment transactions in real time.,This is ANI because the system is designed for one specific task: detecting fraud patterns in payments.,An AI system that can reason across any domain at human level.,"This describes a general intelligence capability, not a narrow task-specific system.",A digital agent with self-awareness and independent goals.,Self-awareness is not a characteristic of ANI and suggests a speculative form of AI.,A model that autonomously invents new scientific theories across all disciplines.,This implies broad general reasoning beyond the scope of ANI.,,,,,1
Does Chain-of-Thought prompting guarantee that an AI-generated answer is correct?,"This question checks whether the learner understands both the usefulness and the limitation of Chain-of-Thought prompting. It may improve structure and inspectability, but human review remains necessary before relying on the response. <i>Chain-of-Thought (CoT)</i><br><a href='https://www.scrum.org/resources/blog/10-prompt-engineering-techniques-super-simple-explanation' target='_blank'>Source</a>",S,PSM-AI,Effective AI Prompting,"No, it can support structured reasoning, but the output still requires human verification.","Chain-of-Thought can make analysis more structured, but it does not eliminate errors, hallucinations, or weak assumptions.","Yes, because the model checks every reasoning step before answering.","The model may appear to reason step by step, but that does not guarantee correctness.","Yes, because Chain-of-Thought permanently improves the model after each prompt.",Prompting does not permanently retrain the underlying model.,"No, because Chain-of-Thought prevents the model from performing analytical tasks.","Chain-of-Thought is specifically used to support analytical tasks, even though outputs still need validation.",,,,,1
The Scrum Team's brainstorming session produces only familiar ideas. How can AI help most effectively?,"This question checks whether the Scrum Master understands AI as a support for collaborative ideation, not as a replacement for team thinking. AI can help generate new angles, group related ideas, and surface patterns that the Scrum Team can then inspect together. <i>brainstorm ideas, outline strategy, facilitate collaboration</i><br><a href='https://www.scrum.org/resources/blog/12-ai-tools-scrum-masters' target='_blank'>Source</a>",S,PSM-AI,AI for Scrum Masters,"Use AI to generate alternative perspectives, cluster inputs, and reveal patterns for the team to inspect.",AI can help expand thinking and organize ideas while the Scrum Team remains responsible for discussing and deciding what is useful.,Ask AI to select the best idea and start implementation immediately.,AI should not replace team discussion or human decision-making during ideation.,Ask AI to create the final list so the team can skip brainstorming.,Skipping human ideation weakens collaboration and shared ownership.,Stop the session until AI completes a full market analysis.,A full market analysis may be excessive and does not directly support the team's immediate ideation challenge.,,,,,1
A Scrum Team faces the same integration issues across several Sprints without understanding the cause. How can AI help most effectively?,"This question checks whether the Scrum Master can use AI to support empirical inspection without replacing the team's conversation. AI may help reveal repeated patterns, but the Scrum Team should discuss causes and adaptations together. <i>AI-Enhanced Sprint Retrospective</i><br><a href='https://www.scrum.org/resources/blog/ai-enhanced-sprint-retrospective-part-4-4' target='_blank'>Source</a>",S,PSM-AI,AI for Scrum Masters,Use AI to surface recurring patterns for the team to discuss during the Sprint Retrospective.,"AI can help identify repeated signals, but the Scrum Team should inspect the patterns together and decide what to change.",Use AI to assign each recurring issue to the Developer most likely responsible.,Attributing issues to individuals can damage trust and misses the systemic nature of many impediments.,Ask AI to automatically create action items and assign them before the Retrospective.,Automatic assignment bypasses team discussion and weakens ownership of improvement actions.,Filter out repeated issues to keep the Retrospective focused on the current Sprint only.,Filtering repeated issues hides valuable evidence that may reveal systemic problems.,,,,,1
A Scrum Master uses AI to identify themes from anonymous team survey responses before a Sprint Retrospective. What is most important?,"This question checks whether AI is used to support, not control, the Sprint Retrospective. AI-generated themes can help the Scrum Master prepare, but the team should be able to challenge, refine, or reject them. <i>Keeping psychological safety high is a must.</i><br><a href='https://www.scrum.org/resources/blog/ai-enhanced-sprint-retrospective-part-4-4' target='_blank'>Source</a>",S,PSM-AI,AI for Scrum Masters,Share the AI-generated themes as a starting point the team can revise or reject.,"AI can support preparation, but the Scrum Team must retain ownership of the conversation and final agenda.",Present the AI-generated themes as the final retrospective agenda.,This removes the team's ability to inspect and shape the discussion.,Use the same AI-generated theme structure for every Retrospective.,"A repeated structure may be useful sometimes, but each Retrospective should fit the team's current context.",Let AI decide which issues the team is ready to discuss.,AI should not determine the team's readiness or replace facilitation judgment.,,,,,1
"An AI assistant provides a polished market analysis, but several claims seem unsupported. What should the Scrum Team do next?","This question checks whether the learner recognizes that fluent AI output can still be factually wrong. Responsible use requires validating important claims against reliable sources before the information influences product decisions. <i>Using AI responsibly and ethically is mandatory to prevent harm, ensure fairness, and maintain public trust.</i><br><a href='https://www.scrum.org/resources/blog/responsible-ethical-ai' target='_blank'>Source</a>",S,PSM-AI,AI Ethic and Security,Verify the claims against trusted sources before using the analysis.,"A polished response can still contain false or unsupported claims, so verification is needed before relying on it.",Use the analysis because well-structured AI output is usually reliable.,Good structure and writing quality do not prove factual accuracy.,Ask the AI whether its own claims are correct and accept the confirmation.,"The same AI may repeat or reinforce its own error, so independent validation is required.",Run the prompt several times and use the most common answer.,Repeated outputs may still share the same hallucination or unsupported assumption.,,,,,1
Which statement best describes backpropagation in a neural network?,This question checks whether the learner understands backpropagation as a learning mechanism in neural networks. It adjusts internal weights so the model can reduce prediction error over training iterations. <i>Backpropagation</i><br><a href='https://www.scrum.org/resources/blog/20-ai-keywords-agile-professionals-must-know' target='_blank'>Source</a>,S,PSM-AI,AI Theory and Primer,An algorithm that adjusts network weights using gradient-based updates.,Backpropagation is used during training to reduce error by updating weights based on how much they contributed to the output error.,A method for compressing large datasets before model training.,"Compression reduces data size, but it does not describe how neural networks learn from errors.",A technique for storing long-term memory inside a Large Language Model.,"Backpropagation updates model parameters, it is not a memory storage mechanism.",A rule-based process for manually writing every decision path in the system.,"Backpropagation is not manual rule writing, it is an optimization process used in neural network training.",,,,,1
A Scrum Master wants the Scrum Team to explore AI without prescribing tools. What approach is most appropriate?,"This question checks whether the Scrum Master supports empirical learning instead of prescribing AI practices. Small experiments allow the Scrum Team to inspect real outcomes and adapt based on usefulness, risks, and learning. <i>The A3 Framework: Assist, Automate, Avoid - A Decision System for AI Delegation</i><br><a href='https://www.scrum.org/resources/blog/a3-framework-assist-automate-avoid-decision-system-ai-delegation' target='_blank'>Source</a>",S,PSM-AI,AI for Scrum Masters,Encourage small AI experiments and inspect the outcomes together during the Sprint Retrospective.,This helps the team learn empirically which AI uses are genuinely helpful without imposing practices prematurely.,Require every Developer to use the same AI tool in all Sprint work.,Mandating one tool removes experimentation and may create adoption without learning.,Let the Scrum Master approve every AI experiment before the team tries it.,This turns experimentation into control and weakens team ownership.,Adopt AI only after the organization defines a complete enterprise policy.,"Policy matters, but waiting for a complete policy can prevent safe, small learning experiments.",,,,,1
Developers often find that acceptance criteria are unclear during Product Backlog refinement. How can AI help most appropriately?,"This question checks whether AI is used as support for Product Backlog refinement rather than as a replacement for team collaboration. AI may help draft clearer criteria, but the Scrum Team should inspect and validate them together to build shared understanding. <i>Product Backlog refinement is the act of breaking down and further defining Product Backlog items into smaller more precise items.</i><br><a href='https://www.scrum.org/resources/scrum-guide' target='_blank'>Source</a>",S,PSM-AI,AI for Scrum Masters,Use AI to draft clearer acceptance criteria and validate them together as a Scrum Team.,"AI can help improve clarity, but the Scrum Team must inspect and validate whether the criteria reflect the product need.",Let AI finalize the acceptance criteria so refinement can be shortened.,AI should not replace the Scrum Team's shared understanding during refinement.,Move vague items directly into the Sprint and let AI clarify them during development.,Clarifying acceptance criteria too late can create misunderstanding and rework.,Create an AI Definition of Ready gate that automatically approves refined items.,Automatic approval can weaken collaboration and create false confidence.,,,,,1
A Product Owner wants help preparing for Product Backlog refinement. How can AI best support this work?,"This question checks whether AI is used to support Product Backlog refinement rather than replace the people accountable for it. AI can help summarize feedback and draft clearer criteria, but the Scrum Team must inspect and validate the results. <i>Product Backlog refinement is the act of breaking down and further defining Product Backlog items into smaller more precise items.</i><br><a href='https://www.scrum.org/resources/scrum-guide' target='_blank'>Source</a>",S,PSM-AI,AI for Scrum Masters,"Group stakeholder feedback, identify unclear Product Backlog items, and propose draft acceptance criteria.",This uses AI to support preparation while keeping refinement collaborative and human-validated.,Automatically reorder the entire Product Backlog based on predicted market trends.,"AI may inform decisions, but Product Backlog ordering should not be fully automated without Product Owner accountability.",Assign story points to all Product Backlog items before the Developers review them.,Story points or estimates should not be generated and locked by AI without Developer involvement.,Replace stakeholder conversations with AI-generated personas to save time.,"AI personas may support thinking, but they cannot replace real stakeholder feedback and collaboration.",,,,,1
A Scrum Master wants AI to draft a Sprint Goal using the team's established style. What is the most effective prompting approach?,"This question checks whether the learner understands when few-shot prompting is more effective than a general instruction. When the team expects a specific format, examples of approved outputs help the model reproduce the desired pattern. <i>Few-Shot Prompting</i><br><a href='https://www.scrum.org/resources/blog/10-prompt-engineering-techniques-super-simple-explanation' target='_blank'>Source</a>",S,PSM-AI,Effective AI Prompting,Provide a few examples of previously accepted Sprint Goals in the prompt.,"Examples help the model infer the expected structure, tone, and level of detail for the Sprint Goal.",Use zero-shot prompting with only a general definition of a Sprint Goal.,"A general definition may help, but it gives less guidance on the team's specific format.",Ask the AI to reason step by step before writing the Sprint Goal.,"Step-by-step reasoning may support analysis, but it does not best teach the expected output format.",Use retrieval-augmented generation to search for generic Sprint Goal templates.,Generic templates may not match the team's agreed format.,,,,,1
What is the primary advantage of Retrieval-Augmented Generation for a large organization using LLMs?,"This question checks whether the learner understands the core value of RAG. RAG helps an LLM produce grounded answers by retrieving relevant information before generating a response, without needing to retrain the model itself. <i>Retrieval-Augmented Generation (RAG)</i><br><a href='https://www.scrum.org/resources/blog/20-ai-keywords-agile-professionals-must-know' target='_blank'>Source</a>",S,PSM-AI,AI Theory and Primer,It lets the model use relevant external or internal knowledge without retraining the core model.,RAG can retrieve information from a knowledge source and provide it to the model at response time.,It allows the model to learn new tasks autonomously without human input.,"RAG retrieves information, it does not make the model autonomously learn tasks.",It reduces the size of the model by compressing knowledge into fewer parameters.,"RAG does not primarily compress model parameters, it adds retrieval to generation.",It eliminates the need for curated knowledge sources.,"RAG depends on useful, relevant, and maintained knowledge sources.",,,,,1
"The Scrum Team uses AI to generate stakeholder reports, but the structure changes every time. What should they do?","This question checks whether the learner understands how few-shot prompting improves format consistency. When the desired output has a specific structure, examples are more useful than general instructions alone. <i>Few-Shot Prompting</i><br><a href='https://www.scrum.org/resources/blog/10-prompt-engineering-techniques-super-simple-explanation' target='_blank'>Source</a>",S,PSM-AI,Effective AI Prompting,Include a few examples of approved stakeholder reports in the prompt.,Examples help the model recognize and reproduce the expected structure more consistently.,Accept the variability because LLM outputs are always unpredictable.,LLMs can be guided toward more consistent outputs through better prompt design.,Use only zero-shot prompting to keep the model flexible.,Zero-shot prompting gives less guidance when a specific format is expected.,Assign the model an expert role and rely on tone consistency.,"A role can help tone, but examples are stronger for demonstrating structure.",,,,,1
Developers increasingly ask AI to choose the technical approach instead of discussing options together. What is the main concern?,"This question checks whether the learner recognizes that AI should support technical thinking without replacing the Scrum Team's shared judgment. When Developers stop discussing trade-offs together, self-management and shared accountability are weakened. <i>The A3 Framework: Assist, Automate, Avoid - A Decision System for AI Delegation</i><br><a href='https://www.scrum.org/resources/blog/a3-framework-assist-automate-avoid-decision-system-ai-delegation' target='_blank'>Source</a>",S,PSM-AI,AI for Scrum Masters,Delegating judgment to AI may reduce team self-management and shared accountability.,The team risks treating AI as the decision-maker instead of using it as input for shared technical discussion.,The AI tool may not produce answers quickly enough during the Sprint.,Speed is secondary to the risk of replacing team judgment and collaboration.,The Product Owner may disagree with the selected technical approach.,"The primary concern is the Developers' shared technical ownership, not Product Owner preference.",The AI tool may require additional licenses before full adoption.,"Licensing matters, but it is not the key Scrum concern in this situation.",,,,,1
