title,feedback,answerType,type,domain,answer1,explanation1,answer2,explanation2,answer3,explanation3,answer4,explanation4,answer5,explanation5,answer6,explanation6,correctAnswer
What is one key role of a Scrum Master in facilitating team collaboration?,"The Scrum Master fosters collaboration by facilitating open communication and helping the team resolve conflicts. <i>'The Scrum Master helps foster an environment of trust and collaboration.' (Scrum Guide 2020, p. 7)</i>",S,PSM-II,Team Facilitation and Coaching,Assigning tasks to avoid conflict within the team.,Incorrect: The Scrum Team is self-organizing and handles task assignment itself.,Facilitating open communication to resolve conflicts and promote collaboration.,Correct: The Scrum Master facilitates open communication to help the team collaborate and resolve conflicts.,Taking control of decision-making to avoid delays.,Incorrect: The team is responsible for its own decision-making with the Scrum Master's support.,Escalating conflicts to upper management to ensure quick resolution.,Incorrect: The Scrum Master should help the team resolve conflicts internally without escalating to management.,,,,,2
How can a Scrum Master foster continuous improvement during Sprint Retrospectives?,"The Scrum Master fosters continuous improvement by facilitating discussions that help the team reflect on their processes during Retrospectives. <i>'The Sprint Retrospective is held to plan ways to increase quality and effectiveness.' (Scrum Guide 2020, p. 11)</i>",S,PSM-II,Continuous Improvement and Problem Solving,By assigning tasks to the team to ensure improvements are made quickly.,Incorrect: The Scrum Team is self-organizing and manages its own tasks.,By facilitating discussions that help the team reflect on their processes and identify areas for improvement.,Correct: The Scrum Master supports continuous improvement by facilitating reflective discussions during Retrospectives.,By escalating unresolved issues to upper management for guidance.,Incorrect: The team should resolve issues internally before considering escalation.,By enforcing strict adherence to predefined processes to ensure consistency.,Incorrect: Scrum encourages flexibility and adaptation based on the team’s needs.,,,,,2
How should a Scrum Master approach continuous improvement within the team?,"The Scrum Master helps the team improve continuously by facilitating Retrospectives and encouraging process reflection. <i>'The Sprint Retrospective is held to plan ways to increase quality and effectiveness.' (Scrum Guide 2020, p. 11)</i>",S,PSM-II,Continuous Improvement and Problem Solving,By assigning tasks to improve processes.,Incorrect: The Scrum Team is self-organizing and assigns tasks itself.,By escalating unresolved issues to upper management for guidance.,Incorrect: The Scrum Team should first try to resolve issues internally.,By facilitating Retrospectives to help the team reflect on its processes and identify improvements.,Correct: The Scrum Master supports continuous improvement by facilitating team reflection.,By enforcing strict adherence to predefined processes to maintain consistency.,Incorrect: Scrum encourages flexibility and adaptation to achieve improvement.,,,,,3
"Several Sprints in a row, the team has delivered increments that do not fully meet the expectations of stakeholders. The stakeholders are losing confidence in the team’s ability to deliver. How can the Scrum Master help resolve this issue?","The Scrum Master should ensure that the Sprint Review is used to foster open communication and realign expectations between the team and stakeholders. <i>'The Sprint Review is an opportunity to inspect the Increment and adapt the Product Backlog based on stakeholder feedback.' (Scrum Guide 2020, p. 10)</i>",S,PSM-II,Continuous Improvement and Problem Solving,Facilitate a Sprint Review where the team and stakeholders can openly discuss expectations and how to align better in future Sprints.,Correct: The Scrum Master should ensure that the Sprint Review is used as an opportunity for the team and stakeholders to realign on expectations.,Advise the Product Owner to simplify the Product Backlog to ensure that the team can meet expectations more easily.,Incorrect: Simplifying the Product Backlog is not the solution; the focus should be on improving communication and alignment with stakeholders.,"Encourage the team to focus solely on meeting the Definition of Done, regardless of stakeholder feedback.","Incorrect: While meeting the Definition of Done is important, stakeholder feedback should also be considered for continuous improvement.",Ask the stakeholders to lower their expectations to avoid disappointment in future releases.,Incorrect: The team and stakeholders should work together to align expectations rather than lowering them.,,,,,1
"Halfway through the Sprint, the Development Team realizes they will not meet the Sprint Goal due to a lack of key technical expertise. How should the Scrum Master help?","The Scrum Master should facilitate a team discussion to explore alternative solutions, encouraging the team to leverage existing skills and collaborate to meet the Sprint Goal. <i>'The Scrum Master helps the Scrum Team improve its practices.' (Scrum Guide 2020, p. 7)</i>",S,PSM-II,Continuous Improvement and Problem Solving,Bring in external experts to complete the work on behalf of the team.,Incorrect: The Scrum Master should focus on coaching the team to develop the skills needed to solve the problem.,Facilitate a team discussion to identify possible alternative solutions or ways to leverage existing skills.,Correct: The Scrum Master should facilitate a problem-solving session to explore alternative approaches and encourage team collaboration.,Cancel the Sprint and restart with a new Sprint Goal.,Incorrect: The Sprint should not be canceled unless the Sprint Goal becomes obsolete.,Ask the Product Owner to revise the Sprint Backlog to remove complex items.,Incorrect: Revising the Sprint Backlog mid-Sprint disrupts focus and the Sprint Goal.,,,,,2
What is one of the most important elements of continuous improvement in Scrum?,"Sprint Retrospectives are crucial for continuous improvement as they allow the team to inspect their processes and adapt for better performance. <i>'The purpose of the Sprint Retrospective is to plan ways to increase quality and effectiveness.' (Scrum Guide 2020, p. 11)</i>",S,PSM-II,Continuous Improvement and Problem Solving,Delivering more features in each Sprint.,"Incorrect: Continuous improvement focuses on process efficiency and quality, not just delivering more features.",Inspecting and adapting the team’s practices through Sprint Retrospectives.,Correct: Sprint Retrospectives allow the team to inspect and adapt their processes for continuous improvement.,Increasing the team’s velocity each Sprint.,Incorrect: The goal is not to increase velocity but to improve the way the team works together and solves problems.,Maximizing stakeholder satisfaction in every Sprint Review.,"Incorrect: While stakeholder satisfaction is important, continuous improvement is focused on team processes, not just stakeholder feedback.",,,,,2
What is the Scrum Master’s role during a Sprint Retrospective to promote continuous improvement?,"The Scrum Master fosters continuous improvement by facilitating discussions during Retrospectives to help the team reflect on their processes. <i>'The Sprint Retrospective is held to plan ways to increase quality and effectiveness.' (Scrum Guide 2020, p. 11)</i>",S,PSM-II,Continuous Improvement and Problem Solving,By assigning tasks to ensure improvements are made quickly.,Incorrect: The Scrum Team is self-organizing and assigns its own tasks.,By facilitating discussions that help the team reflect on their processes and identify areas for improvement.,Correct: The Scrum Master promotes continuous improvement by facilitating reflective discussions during Retrospectives.,By escalating unresolved issues to upper management for guidance.,Incorrect: The Scrum Team should resolve issues internally before escalating.,By enforcing strict adherence to predefined processes to maintain consistency.,Incorrect: Scrum encourages flexibility and adaptation based on the team’s needs.,,,,,2
What should a Scrum Master focus on during Retrospectives to promote continuous improvement?,"The Scrum Master promotes continuous improvement by facilitating discussions during Retrospectives to help the team reflect on their processes. <i>'The Sprint Retrospective is held to plan ways to increase quality and effectiveness.' (Scrum Guide 2020, p. 11)</i>",S,PSM-II,Continuous Improvement and Problem Solving,By assigning tasks to ensure improvements are made quickly.,Incorrect: The Scrum Team is self-organizing and manages its own tasks.,By escalating unresolved issues to upper management for quick resolution.,Incorrect: The team should resolve issues internally first.,By facilitating discussions that help the team reflect on their processes and identify improvements.,Correct: The Scrum Master promotes continuous improvement by facilitating reflective discussions during Retrospectives.,By enforcing strict adherence to predefined processes to ensure consistency.,Incorrect: Scrum encourages flexibility and adaptation.,,,,,3
What should the Scrum Team do when they identify a recurring problem during the Sprint?,"The Scrum Team should address problems as soon as they are identified within the Sprint to ensure they do not persist. <i>'The Scrum Team continuously improves, adjusts, and refines its practices.' (Scrum Guide 2020, p. 7)</i>",S,PSM-II,Continuous Improvement and Problem Solving,Ignore the problem and focus on the current Sprint Goal.,Incorrect: Recurring problems should be addressed to avoid them affecting future Sprints.,Address the problem immediately and fix it within the current Sprint if possible.,Correct: The Scrum Team should address problems as soon as they are identified to ensure they do not become a long-term issue.,Escalate the issue to management for assistance.,Incorrect: The Scrum Team should try to resolve issues themselves before considering escalation.,Wait until the Sprint Retrospective to discuss the problem and fix it later.,Incorrect: The Scrum Team should not wait until the Retrospective to address recurring problems that affect the current Sprint.,,,,,2
"During a Sprint, the Development Team is facing difficulties making decisions as they are unsure of the best approach. How should the Scrum Master respond?","The Scrum Master should facilitate a discussion to help the Development Team make decisions collectively, promoting self-organization and leadership within the team. <i>'The Scrum Master helps the Scrum Team focus on creating high-value Increments.' (Scrum Guide 2020, p. 7)</i>",S,PSM-II,Leadership and Influence,Take over the decision-making process to speed up the Sprint.,Incorrect: The Scrum Master should not take over decisions; the team is self-organizing.,Facilitate a discussion to guide the team in making a collaborative decision.,"Correct: The Scrum Master should help the team come to a collective decision through facilitation, not direct intervention.",Ask the Product Owner to make the decision for the team to keep them focused.,"Incorrect: The Product Owner is responsible for maximizing value, but the Development Team should make technical decisions.",Encourage the team to continue working without making a decision.,Incorrect: Decision-making should not be delayed as it may impact the Sprint Goal.,,,,,2
How can a Scrum Master best support the Product Owner's interaction with stakeholders?,"The Scrum Master helps the Product Owner by coaching them on effective stakeholder communication. <i>'The Scrum Master helps the Product Owner find techniques for effective Product Backlog management.' (Scrum Guide 2020, p. 7)</i>",S,PSM-II,Leadership and Influence,By assigning tasks to stakeholders based on team needs.,"Incorrect: The Product Owner manages stakeholder interactions, not the Scrum Master.",By escalating stakeholder issues to management for resolution.,Incorrect: The Scrum Master helps the Product Owner manage stakeholders without unnecessary escalation.,By coaching the Product Owner on effective communication with stakeholders.,Correct: The Scrum Master supports the Product Owner by coaching them on effective communication with stakeholders.,By enforcing Scrum rules to ensure stakeholder alignment.,Incorrect: The Scrum Master educates stakeholders but does not enforce practices.,,,,,3
How does a Scrum Master demonstrate leadership within the Scrum Team?,"The Scrum Master leads by serving the team and fostering an environment where the team can manage itself and make decisions. <i>'The Scrum Master serves the Scrum Team by coaching it in self-management and cross-functionality.' (Scrum Guide 2020, p. 7)</i>",S,PSM-II,Leadership and Influence,By serving the team and facilitating their decision-making process.,Correct: The Scrum Master demonstrates leadership by serving the team and fostering self-management.,By assigning tasks to team members based on their skills.,Incorrect: The Scrum Team is self-organizing and assigns tasks independently.,By making decisions for the team to ensure efficiency.,Incorrect: The Scrum Master supports the team but does not make decisions for them.,By escalating unresolved issues to upper management for resolution.,Incorrect: The Scrum Master helps the team resolve issues internally without unnecessary escalation.,,,,,1
What is the Scrum Master’s role in fostering a self-organizing team?,"The Scrum Master fosters self-organization by empowering the team to make decisions about how they approach and organize their work. <i>'Scrum Teams are self-organizing and cross-functional.' (Scrum Guide 2020, p. 5)</i>",S,PSM-II,Leadership and Influence,By assigning roles and responsibilities to team members based on their skills.,Incorrect: The team is self-organizing and should assign their own roles and responsibilities.,By empowering the team to make decisions about how they organize and approach their work.,Correct: The Scrum Master fosters self-organization by empowering the team to make their own decisions about their work processes.,By setting deadlines and ensuring the team adheres to them.,"Incorrect: The Scrum Master helps the team focus on continuous improvement, but the team manages its own deadlines and work processes.",By providing detailed instructions on how to complete tasks during each Sprint.,Incorrect: The Scrum Master does not provide detailed instructions; the team is responsible for managing its work.,,,,,2
What should a Scrum Master do when there is a conflict within the Scrum Team?,"The Scrum Master facilitates communication to help the team resolve conflicts on their own. <i>'The Scrum Master helps the Scrum Team improve its practices.' (Scrum Guide 2020, p. 7)</i>",S,PSM-II,Leadership and Influence,Resolve the conflict by taking control and deciding how to move forward.,Incorrect: The Scrum Master facilitates the resolution of conflicts but does not take control or make decisions for the team.,Facilitate open communication between the team members to help them resolve the conflict themselves.,Correct: The Scrum Master helps by facilitating discussions that allow the team to resolve conflicts collaboratively.,Ignore the conflict and allow the team to resolve it on their own.,Incorrect: The Scrum Master should facilitate the resolution of conflicts to maintain team harmony and productivity.,Escalate the conflict to senior management if it is not resolved quickly.,Incorrect: The Scrum Master should focus on resolving conflicts within the team without unnecessary escalation.,,,,,2
"A member of the Development Team consistently disrupts meetings with off-topic discussions, impacting the team’s focus. What is the best way for the Scrum Master to handle this situation?","The Scrum Master should address the issue privately with the team member, maintaining respect and helping to keep meetings focused and productive. <i>'The Scrum Master helps the Scrum Team improve its practices within the Scrum framework.' (Scrum Guide 2020, p. 7)</i>",S,PSM-II,Leadership and Influence,Speak with the team member privately and encourage them to stay on topic during meetings.,Correct: The Scrum Master should handle this issue privately to maintain team dynamics and ensure productive discussions.,Publicly call out the team member during the next meeting to set an example.,Incorrect: Publicly calling out a team member may create tension and harm team morale.,Extend the meeting duration to accommodate off-topic discussions.,"Incorrect: Meetings should remain time-boxed, and off-topic discussions should be redirected outside of Scrum events.",Ignore the behavior and let the team address it on their own.,Incorrect: The Scrum Master should step in to ensure meetings remain focused and productive.,,,,,1
"During a Sprint Review, a key stakeholder disagrees with the direction the Product Owner is taking with the product. How should the Scrum Master facilitate this situation?","The Scrum Master should facilitate a conversation between the Product Owner and the stakeholder to ensure feedback is understood and considered for future decisions. <i>'The Scrum Master helps those outside the Scrum Team understand Scrum theory and practice.' (Scrum Guide 2020, p. 7)</i>",S,PSM-II,Leadership and Influence,Ask the Development Team to change the product direction to accommodate the stakeholder’s feedback.,"Incorrect: The Development Team should follow the Product Owner’s direction, not react to every stakeholder concern.",Facilitate a conversation between the Product Owner and the stakeholder to ensure feedback is understood and addressed appropriately.,Correct: The Scrum Master should ensure open communication between the Product Owner and stakeholders during the Sprint Review.,Encourage the stakeholder to submit formal feedback after the Sprint Review instead of disrupting the event.,Incorrect: Feedback should be discussed during the Sprint Review to ensure alignment.,Tell the Product Owner to adjust the Product Backlog based on the stakeholder's concerns.,"Incorrect: The Product Owner should consider feedback but prioritize changes based on overall product goals, not individual concerns.",,,,,2
How can a Scrum Master foster resilience within the Scrum Team?,"The Scrum Master fosters resilience by encouraging the team to adapt and learn from challenges. <i>'The Scrum Master helps the Scrum Team focus on creating high-value Increments that meet the Definition of Done.' (Scrum Guide 2020, p. 7)</i>",S,PSM-II,Leadership and Influence,By making decisions on behalf of the team to quickly address challenges.,Incorrect: The Scrum Team is self-managing and should make its own decisions to build resilience.,By enforcing strict adherence to the Sprint Goal to ensure the team stays on track.,Incorrect: The Scrum Master supports the team but does not enforce strict adherence to goals.,By encouraging the team to adapt and learn from challenges.,Correct: The Scrum Master helps the team build resilience by encouraging adaptation and learning from challenges.,By escalating challenges to management to avoid disruption.,Incorrect: The Scrum Master helps the team face challenges without unnecessary escalation.,,,,,3
