title,feedback,answerType,type,domain,answer1,explanation1,answer2,explanation2,answer3,explanation3,answer4,explanation4,answer5,explanation5,answer6,explanation6,correctAnswer
Which prompting approach best supports AI-assisted analysis of recurring impediments?,"This question checks whether the learner understands how to prompt AI for careful analysis. Recurring impediments require the Scrum Team to inspect patterns and assumptions, so step-by-step reasoning is more useful than a quick conclusion. <i>Chain-of-Thought (CoT)</i><br><a href='https://www.scrum.org/resources/blog/10-prompt-engineering-techniques-super-simple-explanation' target='_blank'>Source</a>",S,PSM-AI,Effective AI Prompting,"Ask the AI to reason through patterns, possible causes, and evidence before summarizing.",This supports structured analysis and helps the team avoid jumping to unsupported conclusions.,Ask the AI to list the first cause that appears most likely.,The first plausible cause may be superficial or unsupported.,Ask the AI to use a humorous tone to reduce team tension.,"Tone may help communication, but it does not improve analytical depth.",Ask the AI to produce a final answer without explaining its assumptions.,"Without assumptions, the team has less transparency into the analysis.",,,,,1
An AI-generated image falsely shows a stakeholder approving a controversial product decision. What is the most responsible next step?,"This question checks whether the learner treats AI-generated media as potentially misleading evidence. Responsible AI use requires verification, accountability, and communication when synthetic content could influence decisions. <i>Using AI responsibly and ethically is mandatory to prevent harm, ensure fairness, and maintain public trust.</i><br><a href='https://www.scrum.org/resources/blog/responsible-ethical-ai' target='_blank'>Source</a>",S,PSM-AI,AI Ethic and Security,Confirm the approval with the stakeholder and correct the misinformation through appropriate channels.,This ensures decisions are based on verified information and reduces potential harm from synthetic media.,Use the image as evidence because it appears realistic.,Realistic synthetic content is not reliable evidence of approval.,Delete the image quietly without informing anyone affected.,Silent deletion may leave misinformation uncorrected and reduce transparency.,Ask another AI system to generate a more accurate version of the image.,Generating another image does not verify the underlying approval or correct the risk.,,,,,1
A Scrum Team is unsure whether AI-generated refinement notes improve shared understanding. What should they do?,"This question checks whether the team uses empiricism when evaluating AI. The team should define useful outcomes, test the practice in a low-risk way, and inspect whether shared understanding actually improves. <i>The A3 Framework: Assist, Automate, Avoid - A Decision System for AI Delegation</i><br><a href='https://www.scrum.org/resources/blog/a3-framework-assist-automate-avoid-decision-system-ai-delegation' target='_blank'>Source</a>",S,PSM-AI,AI for Scrum Masters,"Define what improvement means, test AI on a small sample, and inspect the outcome together.",Clear criteria and shared inspection help the team decide whether the AI practice is valuable.,Continue using AI until the team becomes comfortable with the tool.,Comfort with a tool does not prove that it improves refinement outcomes.,Ask the AI vendor to confirm whether the feature improves refinement.,Vendor claims do not replace the team's own inspection of actual impact.,Stop all AI experimentation because shared understanding is a human-only activity.,"AI can assist, but its impact should be tested and inspected responsibly.",,,,,1
A Scrum Master starts using AI to prepare facilitation questions and summarize patterns. What remains unchanged?,"This question checks whether the learner can separate AI-assisted activities from Scrum Master accountability. Tools may help with preparation or pattern detection, but the Scrum Master still serves the team and organization. <i>Is AI Taking My Job?</i><br><a href='https://www.scrum.org/resources/blog/scrum-master-ai-taking-my-job' target='_blank'>Source</a>",S,PSM-AI,AI for Scrum Masters,The Scrum Master's accountability for helping the Scrum Team improve its effectiveness.,"AI can support preparation and analysis, but the Scrum Master remains accountable for enabling improvement.",The Scrum Master must now accept AI recommendations as final decisions.,AI recommendations need human judgment and inspection.,The Scrum Master should delegate team coaching to the AI assistant.,"Coaching requires context, trust, and human responsibility that cannot simply be delegated.",The Scrum Master no longer needs to understand Scrum deeply.,AI assistance does not remove the need for strong Scrum understanding.,,,,,1
AI proposes adding twenty new checks to the Definition of Done after analyzing past defects. What should the Scrum Team do first?,"This question checks whether learners understand that AI can help reveal improvement opportunities, but the team must still decide which quality measures belong in Done. A useful Definition of Done should increase transparency and product quality, not simply accumulate controls. <i>If the Definition of Done for an increment is part of the standards of the organization, all Scrum Teams must follow it as a minimum.</i><br><a href='https://www.scrum.org/resources/scrum-guide' target='_blank'>Source</a>",S,PSM-AI,AI for Scrum Masters,Inspect the proposed checks and select only those that meaningfully improve product quality and transparency.,The team should evaluate the relevance and value of each proposed check before changing the Definition of Done.,Adopt all checks because more controls always create higher quality.,Too many checks can create waste if they are not relevant or valuable.,Ask the AI to prioritize the checks and then apply the top five automatically.,"AI prioritization can help discussion, but it should not replace team judgment.",Postpone the discussion until the next release because the Definition of Done should not change during development.,The Definition of Done can be inspected and adapted when the team learns that quality expectations should change.,,,,,1
"An AI assistant recommends changing the team's technical approach, but the reasoning is unclear. What should the Scrum Team do?","This question checks whether the team treats explainability as part of responsible AI-supported decision-making. When reasoning is unclear, the team should not blindly follow the AI but should inspect the rationale and decide consciously. <i>The A3 Framework: Assist, Automate, Avoid - A Decision System for AI Delegation</i><br><a href='https://www.scrum.org/resources/blog/a3-framework-assist-automate-avoid-decision-system-ai-delegation' target='_blank'>Source</a>",S,PSM-AI,AI for Scrum Masters,Ask for explainable rationale and review the recommendation before deciding.,The team should understand the reasoning enough to inspect risks and make an accountable decision.,Implement the recommendation because AI can process more data than the team.,More data does not guarantee a sound recommendation or replace team accountability.,Escalate the decision to the AI tool administrator.,Tool administration does not resolve the need for technical and product judgment.,Accept the recommendation only if it reduces Sprint workload.,Lower workload is not enough if the decision creates risk or weakens quality.,,,,,1
A customer-facing chatbot gives regulatory advice that may affect financial decisions. What is the safest responsible design?,"This question checks whether the learner can identify safeguards for risky AI advice. When AI output may influence important decisions, the system should make sources visible, clarify limits, and involve humans when needed. <i>Using AI responsibly and ethically is mandatory to prevent harm, ensure fairness, and maintain public trust.</i><br><a href='https://www.scrum.org/resources/blog/responsible-ethical-ai' target='_blank'>Source</a>",S,PSM-AI,AI Ethic and Security,"Show source references, include a clear disclaimer, and route high-risk cases to a qualified human.",This reduces the chance that users rely blindly on unsupported or incomplete AI-generated advice.,Increase response speed so users get guidance before they leave the site.,"Speed does not address accuracy, transparency, or risk.",Hide source limitations to avoid reducing user trust.,Hiding limitations creates false trust and weakens accountability.,Let the chatbot make final recommendations whenever confidence is high.,Confidence does not remove the need for human review in high-risk situations.,,,,,1
A Scrum Team asks an AI system to improve onboarding for new Developers. Which response best shows agentic AI?,"This question checks whether the learner can recognize agentic AI in a Scrum-related context. The agentic pattern is the ability to manage a process through planning, tool use, feedback, and adaptation. <i>Agentic AI system manages the whole process</i><br><a href='https://www.scrum.org/resources/blog/nano-tip-ai-agent-vs-agentic-ai' target='_blank'>Source</a>",S,PSM-AI,AI Theory and Primer,"The system identifies onboarding gaps, creates tasks, uses company tools, gathers feedback, and adjusts the plan.","This demonstrates planning, tool use, iteration, and goal-directed work across several steps.",The system writes a single onboarding checklist from one prompt.,A single generated checklist is useful but does not show autonomous iteration.,The system ranks onboarding documents by keyword frequency.,"Ranking documents is a narrow analytical task, not agentic behavior.",The system answers questions when a new Developer asks for help.,Reactive Q&A alone does not demonstrate autonomous planning toward a broader goal.,,,,,1
Which AI system is most clearly an example of Artificial Narrow Intelligence?,This question checks whether the learner understands that ANI can be powerful and useful while remaining limited to a specific purpose. A recommendation engine is narrow because it solves a defined task rather than demonstrating general intelligence. <i>Artificial Narrow Intelligence (ANI)</i><br><a href='https://www.scrum.org/resources/blog/20-ai-keywords-agile-professionals-must-know' target='_blank'>Source</a>,S,PSM-AI,AI Theory and Primer,A recommendation engine that suggests learning resources based on a user's certification goal.,This is ANI because it is optimized for a bounded recommendation task within a specific context.,A system that can learn any profession without task-specific limits.,"This describes a general-purpose intelligence capability, not ANI.",An AI that can independently create and validate strategies across every industry.,"This implies broad cross-domain reasoning, which goes beyond ANI.",A self-aware digital assistant that decides its own objectives.,Self-awareness and independent objectives are not characteristics of ANI.,,,,,1
A Scrum Master asks AI to reason through a conflict analysis step by step. What should they remember?,"This question checks whether the learner can use Chain-of-Thought responsibly in Scrum Master work. The technique can support analysis, but judgment, context, and accountability remain human. <i>Chain-of-Thought (CoT)</i><br><a href='https://www.scrum.org/resources/blog/10-prompt-engineering-techniques-super-simple-explanation' target='_blank'>Source</a>",S,PSM-AI,Effective AI Prompting,"The reasoning may be useful input, but the Scrum Master must still inspect and validate it.","AI-generated reasoning can support reflection, but it should not be treated as definitive truth.",The step-by-step format proves the analysis is objective.,"A structured format can still hide bias, missing context, or incorrect assumptions.",The AI's final conclusion should be accepted if the reasoning sounds coherent.,Coherence does not prove that the conclusion is accurate or appropriate.,The AI becomes accountable for the analysis because it provided reasoning.,Accountability remains with people using the AI output.,,,,,1
"During ideation, Developers disagree and the discussion becomes fragmented. How can AI be used responsibly?","This question checks whether the learner can use AI to improve collaboration without transferring authority to the tool. AI-supported clustering can help the team see patterns, but the Scrum Team must still inspect and decide what matters. <i>brainstorm ideas, outline strategy, facilitate collaboration</i><br><a href='https://www.scrum.org/resources/blog/12-ai-tools-scrum-masters' target='_blank'>Source</a>",S,PSM-AI,AI for Scrum Masters,Use AI to cluster the inputs into visible themes that the Scrum Team can review and refine.,Clustering helps make the discussion more transparent while keeping interpretation and decisions with the team.,Let AI remove ideas that appear inconsistent with the majority view.,Removing minority views can reduce learning and silence valuable perspectives.,Ask AI to identify which Developer has the strongest argument.,Judging individuals can damage trust and does not support collaborative ideation.,Let AI produce the final decision because it can process all comments quickly.,Fast processing does not replace human accountability for decisions.,,,,,1
A Scrum Master wants to understand why similar blockers keep appearing every Sprint. What should AI be used for?,"This question checks whether the learner understands that AI can help with sense-making, not blame assignment. Recurring blockers should be inspected as possible system patterns during the Retrospective. <i>AI-Enhanced Sprint Retrospective</i><br><a href='https://www.scrum.org/resources/blog/ai-enhanced-sprint-retrospective-part-4-4' target='_blank'>Source</a>",S,PSM-AI,AI for Scrum Masters,Cluster recurring blockers and highlight possible systemic themes for the Scrum Team to inspect.,Clustering helps reveal patterns without turning AI into the owner of conclusions or actions.,Generate a list of underperforming team members linked to each blocker.,This creates a blame-oriented use of AI and does not help the team inspect systemic causes.,Automatically route each blocker to the Developer with the closest skill match.,Routing blockers automatically may reduce shared ownership and avoid root-cause discussion.,Remove minor recurring blockers from the analysis to protect team morale.,Minor recurring blockers may still indicate an important systemic issue.,,,,,1
"Before a Retrospective, AI detects a recurring theme of low trust in team survey responses. What should the Scrum Master do?","This question checks whether the Scrum Master can use AI-supported insights without creating false certainty or blame. When AI surfaces a sensitive theme, the Scrum Master should preserve safety and let the team inspect the signal together. <i>Keeping psychological safety high is a must.</i><br><a href='https://www.scrum.org/resources/blog/ai-enhanced-sprint-retrospective-part-4-4' target='_blank'>Source</a>",S,PSM-AI,AI for Scrum Masters,Use the theme carefully as input and create space for the team to validate or reframe it.,"Sensitive AI-detected themes should be handled with care and discussed by the team, not imposed as fact.",Announce that the AI has confirmed trust is the team's main problem.,"AI output should not be presented as confirmed truth, especially on sensitive topics.",Ask AI to identify which team members caused the trust issue.,Attributing sensitive themes to individuals can damage psychological safety.,Remove the theme from the agenda because trust is too difficult to discuss.,Avoiding the topic may prevent meaningful inspection and improvement.,,,,,1
"An AI tool produces a well-written customer trend report, but the sources are missing. What is the most appropriate response?","This question checks whether the Scrum Team understands that missing sources are a risk signal. A well-written AI report should remain provisional until important claims are verified. <i>Using AI responsibly and ethically is mandatory to prevent harm, ensure fairness, and maintain public trust.</i><br><a href='https://www.scrum.org/resources/blog/responsible-ethical-ai' target='_blank'>Source</a>",S,PSM-AI,AI Ethic and Security,Treat the report as unverified and validate key claims before using it.,"Without sources, the team cannot know whether the claims are accurate, current, or relevant.",Use the report because the writing quality suggests strong reasoning.,Writing quality does not provide evidence that the claims are true.,Ask the AI to add citations after the report has already been accepted.,Citations should be verified before the report is accepted or used.,Use the report only for internal decisions because stakeholders will not see it.,Internal decisions can still create product risk if based on incorrect information.,,,,,1
Which explanation best fits backpropagation in simple terms?,"This question checks whether the learner can explain backpropagation without confusing it with retrieval, memorization, or human review. Backpropagation is about using error signals to improve model parameters. <i>Backpropagation</i><br><a href='https://www.scrum.org/resources/blog/20-ai-keywords-agile-professionals-must-know' target='_blank'>Source</a>",S,PSM-AI,AI Theory and Primer,The model works backward from an error to adjust the internal weights that contributed to it.,Backpropagation propagates error information backward through the network to guide weight updates.,The model searches the internet to find a more accurate answer.,"Searching external sources is retrieval, not backpropagation.",The model stores every training example so it can copy the closest answer later.,Backpropagation updates parameters; it does not simply memorize and copy examples.,The model asks a human to correct each output before continuing.,"Human correction can support training data quality, but backpropagation itself is an algorithmic training process.",,,,,1
A Developer suggests using AI to summarize technical discussions for one Sprint. What should the Scrum Team do?,"This question checks whether the team experiments safely with AI before institutionalizing a practice. A limited trial helps reveal benefits, risks, and effects on collaboration. <i>The A3 Framework: Assist, Automate, Avoid - A Decision System for AI Delegation</i><br><a href='https://www.scrum.org/resources/blog/a3-framework-assist-automate-avoid-decision-system-ai-delegation' target='_blank'>Source</a>",S,PSM-AI,AI for Scrum Masters,Try it as a limited experiment and inspect whether it improves shared understanding.,A bounded experiment lets the team evaluate usefulness without committing to a permanent practice.,Use the summaries as the official source of truth immediately.,AI summaries may miss nuance and should not become authoritative without inspection.,Reject the idea because AI should not influence team collaboration.,AI can support collaboration when used responsibly and inspected by the team.,Expand the practice to all meetings before measuring results.,Scaling before inspection increases risk and reduces learning.,,,,,1
"During refinement, AI generates several acceptance criteria for a Product Backlog item. Some are useful, while others add unnecessary scope. What should happen next?","This question checks whether learners can filter AI-generated refinement output responsibly. Acceptance criteria should clarify expectations, not automatically expand scope or replace product judgment. <i>Product Backlog refinement is the act of breaking down and further defining Product Backlog items into smaller more precise items.</i><br><a href='https://www.scrum.org/resources/scrum-guide' target='_blank'>Source</a>",S,PSM-AI,AI for Scrum Masters,Discuss the suggestions and keep only the criteria that improve clarity without adding unjustified scope.,The Scrum Team should inspect AI output and ensure it supports the intended product outcome.,Accept all AI-generated criteria because more detail always improves refinement quality.,More detail can create waste or increase scope without improving value.,Let the AI decide which criteria are mandatory based on similar products.,The AI lacks full product context and cannot own the team's refinement decisions.,Remove all AI-generated criteria because acceptance criteria must be written manually.,Rejecting all AI help ignores potentially useful support that can be inspected by the team.,,,,,1
A Product Owner uses AI to summarize stakeholder feedback before refinement. What should happen before the summary influences Product Backlog items?,"This question checks whether AI-generated refinement preparation is treated as provisional input. Before changing the Product Backlog, the Scrum Team should validate whether the AI summary reflects the real stakeholder feedback. <i>Product Backlog refinement is the act of breaking down and further defining Product Backlog items into smaller more precise items.</i><br><a href='https://www.scrum.org/resources/scrum-guide' target='_blank'>Source</a>",S,PSM-AI,AI for Scrum Masters,"The Product Owner and Scrum Team should review the summary for accuracy, missing context, and relevance.","AI summaries can miss nuance, so the team should validate them before using them to shape Product Backlog items.",The summary should be accepted if it is concise and well formatted.,Concise formatting does not prove the summary is accurate or complete.,The AI should automatically create and order new Product Backlog items from the summary.,"AI can assist drafting, but ordering and accountability remain human responsibilities.",The Developers should skip the feedback and work only from AI-generated acceptance criteria.,AI-generated criteria do not replace shared understanding of stakeholder needs.,,,,,1
AI-generated Sprint Goals vary too much from one Sprint to another. Which prompting technique should the Scrum Master try first?,This question checks whether the learner understands that inconsistent output format can often be improved by providing examples. Few-shot prompting demonstrates the pattern the AI should follow. <i>Few-Shot Prompting</i><br><a href='https://www.scrum.org/resources/blog/10-prompt-engineering-techniques-super-simple-explanation' target='_blank'>Source</a>,S,PSM-AI,Effective AI Prompting,Add examples of past Sprint Goals that represent the desired output.,Past examples reduce variability by showing the model what a good answer should look like.,Increase the model's creativity so it can produce more original Sprint Goals.,More creativity may increase variation rather than consistency.,Remove constraints so the AI can find the best wording independently.,Removing constraints makes the output less predictable.,Ask AI to write a longer explanation before producing the Sprint Goal.,A longer explanation does not necessarily improve format consistency.,,,,,1
What problem does Retrieval-Augmented Generation primarily address for LLM-based knowledge tools?,This question checks whether the learner understands the main limitation RAG is meant to reduce. It helps an LLM answer using relevant retrieved information rather than relying only on what is already in the model. <i>Retrieval-Augmented Generation (RAG)</i><br><a href='https://www.scrum.org/resources/blog/20-ai-keywords-agile-professionals-must-know' target='_blank'>Source</a>,S,PSM-AI,AI Theory and Primer,The need to ground answers in relevant information beyond the model's original training data.,"RAG helps connect generation to retrieved information, which is useful when knowledge changes or is organization-specific.",The need to make every answer more creative.,"RAG is about grounding and retrieval, not maximizing creativity.",The need to remove human review from high-risk answers.,"RAG can improve grounding, but human review may still be needed for high-risk outputs.",The need to make a smaller model as capable as a larger one.,RAG does not simply replace model capability with model compression.,,,,,1
A Scrum Master wants AI-generated stakeholder updates to follow the same template each Sprint. What should the prompt include?,"This question checks whether the learner knows when examples are needed. If the team wants the same stakeholder update template every Sprint, few-shot prompting is more suitable than generic instructions. <i>Few-Shot Prompting</i><br><a href='https://www.scrum.org/resources/blog/10-prompt-engineering-techniques-super-simple-explanation' target='_blank'>Source</a>",S,PSM-AI,Effective AI Prompting,Several sample updates that already follow the desired stakeholder update template.,"Sample outputs teach the model the structure, tone, and content boundaries expected in the answer.",A broad request to summarize Sprint progress clearly.,"A broad request may produce useful content, but it does not reliably enforce the team’s template.",A high-level persona such as 'Act as a stakeholder communication expert'.,"A persona can shape style, but it does not demonstrate the required format.",A request for the AI to vary the format to avoid repetition.,Varying the format is the opposite of the desired consistency.,,,,,1
Developers begin asking AI to settle disagreements about design trade-offs. What is the most important risk?,"This question checks whether learners understand that technical disagreement can be valuable for team learning. AI can help explore options, but it should not short-circuit the team's shared understanding or accountability. <i>The A3 Framework: Assist, Automate, Avoid - A Decision System for AI Delegation</i><br><a href='https://www.scrum.org/resources/blog/a3-framework-assist-automate-avoid-decision-system-ai-delegation' target='_blank'>Source</a>",S,PSM-AI,AI for Scrum Masters,AI may stop the team from building shared understanding of the trade-offs.,Design decisions need discussion because the team must understand and own the implications.,AI may not know the team's preferred naming conventions.,Naming conventions are less important than losing shared understanding of technical choices.,The AI output may be too long to review quickly.,Review effort is not the main concern when team decision-making is being bypassed.,Stakeholders may want to see the AI transcript.,Stakeholder visibility is not the primary issue in technical self-management.,,,,,1
An AI assistant gives generic Retrospective suggestions that do not reflect the team's recent discussions. What should be changed?,"This question checks whether the learner understands the cause of generic AI advice. When the model lacks the team's actual context, RAG can supply relevant notes before generation. <i>Retrieval-Augmented Generation (RAG)</i><br><a href='https://www.scrum.org/resources/blog/20-ai-keywords-agile-professionals-must-know' target='_blank'>Source</a>",S,PSM-AI,AI Theory and Primer,Connect the AI to the team's Retrospective notes through a retrieval-augmented approach.,RAG can provide the model with relevant team-specific notes so the response reflects the real context.,Increase the model's creativity so it generates more surprising suggestions.,"Creativity may produce novelty, but it does not make the response grounded in actual team evidence.",Use a single persona prompt to make the AI sound more like a facilitator.,"A persona can influence tone, but it does not provide the missing team data.",Ask for shorter recommendations so the team can review them faster.,Shorter recommendations may still be generic if the AI lacks the team's notes.,,,,,1
A Scrum Team is building an AI knowledge base for internal product policies. What design choice best improves reliability?,This question checks whether learners understand that internal policy answers require grounding in approved sources. RAG is appropriate because it combines document retrieval with generated responses. <i>Retrieval-Augmented Generation (RAG)</i><br><a href='https://www.scrum.org/resources/blog/20-ai-keywords-agile-professionals-must-know' target='_blank'>Source</a>,S,PSM-AI,AI Theory and Primer,Connect the LLM to indexed policy documents through retrieval-augmented generation.,This lets the assistant use relevant policy sources before producing an answer.,Use only a larger LLM to reduce the need for document retrieval.,A larger model still may not know current internal policies or provide source-grounded answers.,Ask users to paste policy documents manually into every prompt.,"Manual pasting is inconsistent, inefficient, and prone to missing relevant context.",Generate policy answers first and search documents only when users challenge them.,"Verification should be built into the answering process, not added only after disputes.",,,,,1
