title,feedback,answerType,type,domain,answer1,explanation1,answer2,explanation2,answer3,explanation3,answer4,explanation4,answer5,explanation5,answer6,explanation6,correctAnswer
How can a Scrum Master encourage team autonomy?,"The Scrum Master encourages autonomy by fostering collective decision-making and ownership of the team's work. <i>'The Scrum Master serves the Scrum Team by coaching it in self-management.' (Scrum Guide 2020, p. 7)</i>",S,PSM-II,Team Facilitation and Coaching,By assigning roles and tasks to each team member based on their strengths.,Incorrect: The Development Team is self-organizing and assigns roles and tasks without external input.,By encouraging the team to take ownership of their work and make decisions collaboratively.,Correct: The Scrum Master fosters autonomy by encouraging the team to take ownership and make decisions together.,By making decisions for the team to ensure alignment with the Sprint Goal.,Incorrect: The Development Team is responsible for making decisions to meet the Sprint Goal without external control.,By escalating decision-making to stakeholders to avoid delays.,"Incorrect: The Scrum Team should be empowered to make decisions independently, with the Scrum Master's support.",,,,,2
How can a Scrum Master help a Development Team that struggles with technical debt? (Choose the best answer),"The Scrum Master helps the team reflect on technical debt during the Retrospective and find ways to address it. <i>The Scrum Guide 2020</i> states, 'The Scrum Master helps the team remove impediments to progress.'",S,PSM-II,Team Facilitation and Coaching,Encourage the team to take on more work to compensate for technical debt.,Incorrect: Adding more work will not resolve technical debt; it may make it worse.,Facilitate discussions about technical debt during the Sprint Retrospective and help the team address it.,Correct: The Scrum Master should facilitate discussions to address technical debt and help the team find solutions.,Suggest extending the Sprint length to accommodate fixing technical debt.,Incorrect: Extending the Sprint is not a Scrum practice; Sprints are time-boxed.,Escalate the issue to senior management for resolution.,Incorrect: The Scrum Team should resolve technical debt within their self-organized framework.,,,,,2
How does a Scrum Master help the Product Owner manage stakeholders?,"The Scrum Master helps the Product Owner manage stakeholders by coaching them on communication techniques. <i>'The Scrum Master helps the Product Owner find techniques for effective Product Backlog management.' (Scrum Guide 2020, p. 7)</i>",S,PSM-II,Team Facilitation and Coaching,By taking control of the Product Backlog on behalf of the Product Owner.,Incorrect: The Product Owner is responsible for managing the Product Backlog.,By coaching the Product Owner on effective communication with stakeholders.,Correct: The Scrum Master helps the Product Owner manage stakeholders by coaching them on communication and expectation management.,By assigning tasks to the Development Team based on stakeholder feedback.,Incorrect: The Scrum Team is self-organizing and manages its tasks independently.,By escalating stakeholder concerns to upper management.,Incorrect: The Scrum Master should help the Product Owner manage stakeholders without unnecessary escalation.,,,,,2
"One of the team members is consistently late to Daily Scrums, which is affecting team productivity. How should the Scrum Master address this?","The Scrum Master should privately address the issue with the team member, encouraging punctuality to improve the effectiveness of Scrum events. <i>'The Scrum Master helps the Scrum Team improve its practices.' (Scrum Guide 2020, p. 7)</i>",S,PSM-II,Team Facilitation and Coaching,Ask the team member to make up the lost time by staying late after meetings.,Incorrect: This does not address the underlying issue and may create resentment.,Privately speak to the team member to understand the reason for lateness and encourage punctuality.,Correct: The Scrum Master should address the issue privately and encourage the team member to arrive on time to maintain team productivity.,Publicly call out the team member during the next Daily Scrum.,Incorrect: This could create embarrassment and harm team morale.,Ignore the issue and allow the team to address it on their own.,Incorrect: The Scrum Master should ensure that Scrum events are effective and address impediments like lateness.,,,,,2
The Development Team has voiced frustration that they are receiving conflicting feedback from different stakeholders. How should the Scrum Master help? (Choose the best answer),"The Scrum Master should work with the Product Owner to ensure that stakeholder feedback is prioritized and communicated clearly to the team. Conflicting feedback should be managed by the Product Owner to prevent confusion. <i>'The Product Owner is responsible for maximizing the value of the product resulting from work of the Development Team.' (Scrum Guide 2020, p. 6)</i>",S,PSM-II,Team Facilitation and Coaching,Ask the Product Owner to clarify the stakeholder feedback and prioritize it for the team.,Correct: The Product Owner is responsible for managing stakeholder feedback and ensuring the team has clear priorities.,Ask the stakeholders to attend the Daily Scrum to resolve their differences directly.,Incorrect: Stakeholders do not attend the Daily Scrum; the Scrum Master should protect the team from such disruptions.,Allow the team to decide which stakeholder feedback to follow.,"Incorrect: The Product Owner is responsible for managing stakeholder input, not the Development Team.",Ignore the feedback and focus only on the Product Owner's input.,Incorrect: The Scrum Master should ensure the Product Owner is effectively managing stakeholder feedback.,,,,,1
Which action best demonstrates a Scrum Master’s role as a coach for the Scrum Team?,"The Scrum Master acts as a coach by facilitating Retrospectives to help the team reflect and improve. <i>'The Sprint Retrospective is held to plan ways to increase quality and effectiveness.' (Scrum Guide 2020, p. 11)</i>",S,PSM-II,Team Facilitation and Coaching,Telling the team how to solve complex problems to meet the Sprint Goal.,Incorrect: The Scrum Master supports the team without directing or providing direct solutions.,Facilitating Sprint Retrospectives to help the team reflect on improvements.,Correct: Facilitating Retrospectives helps the team reflect on its processes and make improvements.,Assigning tasks to team members based on their strengths.,Incorrect: The Scrum Team is self-organizing and assigns tasks without external input.,Escalating unresolved impediments to management for resolution.,"Incorrect: The Scrum Team, with the Scrum Master's help, should work to resolve impediments internally whenever possible.",,,,,2
What should a Scrum Master do when a team member consistently avoids collaboration? (Choose the best answer),"The Scrum Master’s role is to facilitate collaboration within the team. When a team member avoids collaboration, the Scrum Master should facilitate open discussions to resolve the issue and encourage active engagement. <i>'The Scrum Master serves the Scrum Team by helping it focus on creating high-value Increments.' (Scrum Guide 2020, p. 7)</i>",S,PSM-II,Team Facilitation and Coaching,Remove the team member from the team.,Incorrect: Removing a team member is not the Scrum Master’s responsibility; the focus should be on facilitating collaboration.,Facilitate a discussion to address the lack of collaboration and encourage engagement.,Correct: The Scrum Master should facilitate team discussions to resolve the issue and promote collaboration.,Escalate the issue to management to resolve.,Incorrect: The Scrum Master should attempt to resolve team issues within the Scrum framework before escalating.,Assign the team member individual tasks to avoid conflicts with others.,"Incorrect: This would undermine team collaboration, which is essential in Scrum.",,,,,2
How can a Scrum Master foster team ownership when resolving complex problems?,"The Scrum Master fosters team ownership by encouraging collaborative decision-making and problem solving. <i>'Scrum Teams are self-managing, deciding who does what, when, and how.' (Scrum Guide 2020, p. 5)</i>",S,PSM-II,Continuous Improvement and Problem Solving,By assigning roles to team members to focus on specific issues.,Incorrect: The Scrum Team is self-organizing and manages roles without external direction.,By escalating issues to management for resolution.,Incorrect: The Scrum Master should coach the team to resolve problems themselves without unnecessary escalation.,By making decisions on behalf of the team to resolve problems quickly.,Incorrect: The Scrum Team is responsible for decision-making.,By facilitating team discussions that allow the team to resolve issues collaboratively.,Correct: The Scrum Master encourages team ownership by facilitating discussions and promoting team decision-making.,,,,,4
How should a Scrum Master support continuous improvement in the team?,"The Scrum Master supports continuous improvement by facilitating Retrospectives where the team reflects on its processes. <i>'The Sprint Retrospective is held to plan ways to increase quality and effectiveness.' (Scrum Guide 2020, p. 11)</i>",S,PSM-II,Continuous Improvement and Problem Solving,By facilitating Retrospectives to help the team reflect on their processes and improve.,Correct: The Scrum Master facilitates Retrospectives to help the team identify improvements.,By assigning tasks to improve performance.,Incorrect: The Scrum Team is self-organizing and assigns its own tasks.,By escalating issues to management to ensure improvements are made.,Incorrect: The Scrum Master should help the team resolve issues internally before escalating.,By enforcing strict processes to avoid mistakes.,Incorrect: Scrum promotes flexibility and adaptation based on team needs.,,,,,1
The Development Team struggles with a complex problem and cannot agree on a solution. How can the Scrum Master facilitate this situation?,"The Scrum Master should facilitate problem-solving techniques to encourage collaboration and ensure that the team can resolve complex issues together. <i>'The Scrum Master helps those outside the Scrum Team understand Scrum theory and practice.' (Scrum Guide 2020, p. 6)</i>",S,PSM-II,Continuous Improvement and Problem Solving,Propose a solution based on past experience to guide the team.,Incorrect: The Scrum Master should facilitate the discussion but not propose solutions.,Facilitate a discussion using problem-solving techniques to help the team collaborate on a solution.,Correct: The Scrum Master should facilitate the team's problem-solving process to promote collaboration and self-management.,Assign a technical expert to make the decision for the team.,"Incorrect: The team should be empowered to make decisions collaboratively, without external intervention.",Encourage the team to split into smaller groups to work on different aspects of the problem.,Incorrect: The team should collaborate as a whole to solve complex issues.,,,,,2
"A team consistently struggles with dependencies on other teams, which frequently leads to delays in their delivery. What is the best approach for the Scrum Master?","The Scrum Master should facilitate better communication and coordination between teams to address dependency issues. <i>'Scrum Teams working on the same product should collaborate to manage dependencies effectively.' (Scrum Guide 2020, p. 7)</i>",S,PSM-II,Continuous Improvement and Problem Solving,Facilitate inter-team communication and encourage the teams to coordinate dependencies more effectively during the Sprint Planning.,Correct: The Scrum Master should help teams manage dependencies by improving communication and coordination during planning.,Ask the team to remove any work that depends on other teams to avoid delays.,"Incorrect: Dependencies are common in complex environments, and removing such work does not resolve the issue.",Suggest the team increase their velocity to offset the delays caused by dependencies.,Incorrect: Velocity alone will not solve dependency issues; communication and coordination are key.,Encourage the team to escalate dependency issues to management whenever they cause delays.,Incorrect: The team should focus on collaborating with other teams and resolving dependencies within the Scrum framework.,,,,,1
What is the main objective of a Sprint Retrospective in Scrum?,"The main objective of a Sprint Retrospective is to identify and implement process improvements for the Scrum Team. <i>'The purpose of the Sprint Retrospective is to plan ways to increase quality and effectiveness.' (Scrum Guide 2020, p. 11)</i>",S,PSM-II,Continuous Improvement and Problem Solving,To review the Product Backlog and plan the next Sprint.,"Incorrect: Reviewing the Product Backlog and planning the next Sprint is done during Sprint Planning, not the Retrospective.",To identify ways to improve the Scrum Team’s processes and practices for the next Sprint.,Correct: The Sprint Retrospective focuses on improving team processes and identifying actionable improvements.,To gather feedback from stakeholders on the Increment delivered.,"Incorrect: Stakeholder feedback is gathered during the Sprint Review, not the Retrospective.",To assess individual team member performance during the Sprint.,Incorrect: The Retrospective is not about evaluating individual performance but improving team collaboration.,,,,,2
What is the Scrum Master’s role in promoting continuous improvement during Sprint Retrospectives?,"The Scrum Master fosters continuous improvement by facilitating discussions that help the team reflect on their processes during Retrospectives. <i>'The Sprint Retrospective is held to plan ways to increase quality and effectiveness.' (Scrum Guide 2020, p. 11)</i>",S,PSM-II,Continuous Improvement and Problem Solving,By assigning tasks to ensure improvements are made quickly.,Incorrect: The Scrum Team is self-organizing and manages its own tasks.,By facilitating discussions that help the team reflect on their processes and identify areas for improvement.,Correct: The Scrum Master promotes continuous improvement by facilitating reflective discussions during Retrospectives.,By escalating unresolved issues to upper management for guidance.,Incorrect: The Scrum Team should resolve issues internally before considering escalation.,By enforcing strict adherence to predefined processes to ensure consistency.,Incorrect: Scrum encourages flexibility and adaptation based on the team’s needs.,,,,,2
Which event in Scrum specifically focuses on resolving process-related problems and improving teamwork?,"The Sprint Retrospective focuses on resolving process-related issues and improving how the Scrum Team works together. <i>'The Sprint Retrospective is an opportunity for the Scrum Team to inspect itself and create a plan for improvements.' (Scrum Guide 2020, p. 11)</i>",S,PSM-II,Continuous Improvement and Problem Solving,Sprint Review,"Incorrect: The Sprint Review focuses on the product and stakeholder feedback, not on improving team processes.",Sprint Retrospective,Correct: The Sprint Retrospective focuses on identifying and resolving process-related issues and improving teamwork.,Daily Scrum,Incorrect: The Daily Scrum focuses on planning the day’s work and not on process improvement.,Sprint Planning,Incorrect: Sprint Planning is used to plan work for the next Sprint and does not focus on improving processes.,,,,,2
What is the most effective way for a Scrum Master to help the team remove complex impediments?,"The Scrum Master facilitates discussions that allow the team to collaboratively resolve complex impediments. <i>'The Scrum Master helps the Scrum Team remove impediments to their progress.' (Scrum Guide 2020, p. 7)</i>",S,PSM-II,Continuous Improvement and Problem Solving,By solving impediments directly to allow the team to focus on the Sprint.,Incorrect: The Scrum Master facilitates but does not solve impediments directly.,By escalating impediments to upper management for a quick resolution.,Incorrect: The team should resolve impediments internally before escalating.,By facilitating team discussions to help resolve impediments collaboratively.,Correct: The Scrum Master enables the team to resolve impediments collaboratively by facilitating discussions.,By delegating the resolution of impediments to external resources.,Incorrect: The Scrum Team is responsible for solving its own problems.,,,,,3
"During a Sprint, the team is struggling with accountability and often blames others for missed tasks. How can the Scrum Master help improve accountability within the team?","The Scrum Master should use the Sprint Retrospective to facilitate discussions about accountability, helping the team reflect on and improve their ownership of tasks. <i>'The Scrum Team inspects how the last Sprint went with regards to people, relationships, process, and tools.' (Scrum Guide 2020, p. 10)</i>",S,PSM-II,Leadership and Influence,Assign tasks directly to team members to increase accountability.,Incorrect: The Scrum Master should not assign tasks; the team is self-organizing.,Facilitate a Retrospective to help the team reflect on their accountability and how to improve.,Correct: The Scrum Master should use the Retrospective to guide the team toward increased accountability and collaboration.,Escalate the issue to senior management for intervention.,Incorrect: The Scrum Master should focus on fostering team accountability without external escalation.,Ignore the issue and wait for the team to address it on their own.,Incorrect: The Scrum Master should take an active role in helping the team improve their practices and accountability.,,,,,2
How can a Scrum Master ensure team members feel valued and respected?,"The Scrum Master fosters a culture of inclusivity and respect by encouraging open communication and ensuring all team members feel heard. <i>'The Scrum Master helps the Scrum Team improve communication and collaboration.' (Scrum Guide 2020, p. 7)</i>",S,PSM-II,Leadership and Influence,By fostering a culture of inclusivity and encouraging all voices to be heard.,Correct: The Scrum Master fosters inclusivity by ensuring all team members have a voice and feel respected.,By assigning roles to make sure all team members have responsibilities.,Incorrect: The Scrum Team is self-organizing and assigns roles independently.,By escalating issues of respect to management for quick resolution.,Incorrect: The Scrum Master should help the team address issues of respect internally.,By enforcing strict guidelines for communication to ensure respect.,"Incorrect: The Scrum Master encourages open, respectful communication rather than enforcing strict guidelines.",,,,,1
How does a Scrum Master lead the Scrum Team?,"The Scrum Master leads by acting as a servant leader, facilitating discussions and helping the team resolve issues. <i>'Scrum Masters are true leaders who serve the Scrum Team.' (Scrum Guide 2020, p. 7)</i>",S,PSM-II,Leadership and Influence,By assigning tasks to the team members based on their skills.,Incorrect: The Scrum Master does not assign tasks; the team is self-organizing.,"By acting as a servant leader, facilitating discussions and helping the team resolve issues.","Correct: The Scrum Master leads by acting as a servant leader, supporting the team’s efforts and fostering collaboration.",By making decisions on behalf of the team to ensure efficiency.,Incorrect: The Scrum Team is self-organizing and makes its own decisions.,By tracking the team’s progress and ensuring velocity increases each Sprint.,"Incorrect: The Scrum Master focuses on improving processes, not velocity tracking.",,,,,2
What is the Scrum Master’s role when dealing with external stakeholders?,"The Scrum Master helps external stakeholders collaborate with the Scrum Team by coaching them on effective communication and Scrum practices. <i>'The Scrum Master serves the organization in leading, training, and coaching.' (Scrum Guide 2020, p. 8)</i>",S,PSM-II,Leadership and Influence,By assigning tasks to external stakeholders based on team feedback.,Incorrect: The Scrum Master does not assign tasks to external stakeholders.,By enforcing the Scrum framework in all stakeholder interactions.,Incorrect: The Scrum Master educates stakeholders but does not enforce Scrum.,By coaching stakeholders on effective collaboration and communication with the Scrum Team.,Correct: The Scrum Master coaches stakeholders on effective collaboration and communication.,By escalating any stakeholder issues to management for quick resolution.,Incorrect: The Scrum Master should help the team and stakeholders resolve issues without escalation.,,,,,3
What should a Scrum Master focus on when there is misalignment between team goals and stakeholder expectations?,"The Scrum Master helps resolve misalignment between team goals and stakeholder expectations by facilitating open discussions. <i>'The Scrum Master helps everyone understand Scrum theory and practice.' (Scrum Guide 2020, p. 7)</i>",S,PSM-II,Leadership and Influence,By escalating the issue to upper management for intervention.,Incorrect: The Scrum Master should help the team and stakeholders resolve misalignment without escalation.,By enforcing strict adherence to Scrum principles to keep the team on track.,Incorrect: The Scrum Master should coach rather than enforce practices.,By facilitating discussions between the team and stakeholders to realign expectations.,Correct: The Scrum Master helps resolve misalignment by facilitating open discussions between the team and stakeholders.,By assigning tasks to ensure team members meet stakeholder demands quickly.,Incorrect: The Scrum Team is self-organizing and manages its tasks collectively without external direction.,,,,,3
"A stakeholder demands immediate changes to the product during the Sprint, which the team feels could compromise the Sprint Goal. The Product Owner is unsure how to handle the request. What should the Scrum Master do?","The Scrum Master should facilitate communication between the team, the Product Owner, and the stakeholder to ensure that the request is evaluated based on its alignment with the Sprint Goal. <i>'The Scrum Master helps the team understand the need for clear goals and alignment with the Product Owner.' (Scrum Guide 2020, p. 7)</i>",S,PSM-II,Leadership and Influence,"Facilitate a discussion between the Product Owner, the team, and the stakeholder to evaluate whether the request aligns with the Sprint Goal and should be accommodated.",Correct: The Scrum Master should help facilitate communication between the parties to assess whether the change is appropriate for the Sprint.,Advise the team to accommodate the stakeholder’s request to maintain a good relationship with them.,"Incorrect: The decision should be based on whether the request aligns with the Sprint Goal, not just maintaining stakeholder relationships.",Ask the Product Owner to decline the request to protect the integrity of the Sprint Goal.,"Incorrect: The decision should be based on discussion and evaluation, not an automatic rejection of the request.","Encourage the team to continue working without addressing the request, to avoid disrupting their focus on the Sprint Goal.",Incorrect: The request should be properly evaluated before being accepted or rejected.,,,,,1
"During the Daily Scrum, a Development Team member regularly dominates the conversation, preventing others from participating. What is the best way for the Scrum Master to address this?","The Scrum Master should privately address the issue with the team member to encourage more balanced participation without disrupting team dynamics. <i>'The Scrum Master helps the Scrum Team improve its practices.' (Scrum Guide 2020, p. 7)</i>",S,PSM-II,Leadership and Influence,Allow the team member to continue if they are contributing valuable ideas.,Incorrect: All team members should have an equal opportunity to contribute during the Daily Scrum.,Privately discuss the issue with the team member and encourage balanced participation in the future.,Correct: The Scrum Master should handle the issue privately and encourage more balanced participation.,Interrupt the team member during the Daily Scrum to give others a chance to speak.,Incorrect: This could embarrass the team member and harm team dynamics.,Extend the time of the Daily Scrum to allow everyone a chance to speak.,Incorrect: The Daily Scrum is time-boxed and should not be extended for this reason.,,,,,2
How does a Scrum Master promote accountability within the Scrum Team?,"The Scrum Master promotes accountability by fostering a trusting environment where the team takes responsibility for its commitments. <i>'Scrum Teams are self-managing, deciding who does what, when, and how.' (Scrum Guide 2020, p. 5)</i>",S,PSM-II,Leadership and Influence,By assigning tasks to ensure everyone is accountable.,Incorrect: The Scrum Team is self-organizing and responsible for task assignment.,By escalating unresolved issues to upper management to hold the team accountable.,Incorrect: The Scrum Master should help the team resolve issues without unnecessary escalation.,By enforcing strict rules to ensure the team meets its commitments.,Incorrect: The Scrum Master coaches the team but does not enforce rules.,By fostering an environment of trust and transparency that encourages the team to take responsibility.,Correct: The Scrum Master promotes accountability by fostering trust and encouraging the team to take ownership of their commitments.,,,,,4
What is the main leadership style of the Scrum Master?,"The Scrum Master leads through servant leadership, focusing on supporting the team and removing impediments. <i>'Scrum Masters are true leaders who serve the Scrum Team.' (Scrum Guide 2020, p. 7)</i>",S,PSM-II,Leadership and Influence,"Command and control leadership, ensuring the team follows processes strictly.","Incorrect: The Scrum Master leads through influence and facilitation, not control.","Servant leadership, focusing on supporting the team and removing impediments.",Correct: The Scrum Master leads by serving the team and helping them overcome challenges.,"Top-down management, directing the team on what to do.",Incorrect: The Scrum Master facilitates the team’s self-organization and does not direct their work.,"Micro-management, ensuring the team meets deadlines and follows best practices.",Incorrect: The Scrum Master does not micro-manage but trusts the team to organize themselves.,,,,,2
