title,feedback,answerType,type,domain,answer1,explanation1,answer2,explanation2,answer3,explanation3,answer4,explanation4,answer5,explanation5,answer6,explanation6,correctAnswer
Which two values of Scrum help a team remain transparent and open to feedback? (Choose the two best answers),"Openness and Courage are two essential values of Scrum that foster transparency and create an environment where the team is open to feedback and able to continuously improve. <i>The Scrum Team and its stakeholders are open about the work and the challenges.</i> (Scrum Guide 2020, p. 4).",M,PSPO-II,Principles and Framework,Openness,"Correct: Openness is essential for ensuring transparency within the team and with stakeholders, promoting a culture of feedback and visibility.",Courage,"Correct: Courage encourages the team to be transparent, admit challenges, and seek feedback to continuously improve.",Respect,"Incorrect: Respect is important for collaboration, but it does not directly drive transparency and feedback.",Focus,Incorrect: Focus is important for maintaining the Sprint Goal but does not directly impact transparency or openness to feedback.,Commitment,Incorrect: Commitment drives the team toward achieving their goals but does not inherently relate to transparency and feedback.,,,"1,2"
A Scrum Team is consistently missing their Sprint Goal. What is the most appropriate action for the Scrum Master to take? (Choose the best answer),"The Scrum Master should help the team improve their ability to commit to realistic Sprint Goals by refining their planning processes. Coaching on self-management and cross-functionality is crucial. <i>“The Scrum Master is accountable for the Scrum Team’s effectiveness.” Scrum Guide 2020, page 7.</i>",S,PSPO-II,Principles and Framework,Extend the Sprint duration to allow more time to complete the work,"Incorrect: The Sprint duration should remain consistent, and the team must adjust its work, not the Sprint length.",Coach the team on improving Sprint Planning and realistic commitment to the Sprint Goal,Correct: The Scrum Master should help the team improve planning and commitment to achievable Sprint Goals.,Remove the lowest-priority tasks from the Sprint Backlog,Incorrect: Removing tasks should not be the solution. The focus should be on better planning and commitment.,Assign additional resources to help the team meet their commitments,Incorrect: Adding resources during a Sprint is not part of Scrum practices and might disrupt team dynamics.,,,,,2
"During a Sprint, the Development Team realizes that one of the Product Backlog items selected for the Sprint is more complex than originally estimated. What should they do? (Choose the best answer)","The Development Team should collaborate with the Product Owner to adjust the Sprint Backlog if needed, while ensuring the Sprint Goal remains achievable. <i>“The Sprint Backlog is updated throughout the Sprint as more is learned.”</i> (Scrum Guide 2020, p.7).",S,PSPO-II,Principles and Framework,Remove the item from the Sprint Backlog and focus on simpler tasks,Incorrect: Removing a Product Backlog item should involve discussion with the Product Owner.,"Collaborate with the Product Owner to adjust the Sprint Backlog, keeping the Sprint Goal in mind",Correct: The Sprint Backlog can be adjusted in collaboration with the Product Owner as long as the Sprint Goal remains achievable.,Ask the Scrum Master to resolve the complexity and help finish the item,"Incorrect: The Development Team is responsible for handling their own work, not the Scrum Master.",Abandon the task and focus on items they can complete faster,Incorrect: The team should not abandon work without collaborating with the Product Owner.,,,,,2
"During the Sprint Review, the stakeholders express disappointment with the Increment delivered. What is the best action for the Product Owner to take? (Choose the best answer)","The Product Owner should seek feedback to improve future Sprints and adapt the Product Backlog accordingly. <i>“Based on this information, attendees collaborate on what to do next.”</i> (Scrum Guide 2020, p.9).",S,PSPO-II,Principles and Framework,Reassure the stakeholders that the next Sprint will fix everything,Incorrect: It’s unrealistic to make promises for future Sprints without proper planning.,Request the Development Team to work harder next time,Incorrect: Pressuring the team may lead to burnout and reduces quality.,Ask the stakeholders for detailed feedback and work with the team to adapt the Product Backlog,Correct: Incorporating feedback is a core part of Scrum’s inspect and adapt process.,Explain that the Development Team is doing their best and it’s hard to predict results,"Incorrect: Scrum values transparency, and feedback should be embraced.",,,,,3
"Midway through a Sprint, the team realizes that they will not be able to complete all of the planned work. What should they do? (Choose the best answer)","The Development Team collaborates with the Product Owner to adjust the Sprint Backlog to focus on completing the most valuable work. <i>“If the Developers determine they have too much or too little work, they may renegotiate the scope of the Sprint Backlog with the Product Owner.”</i> (Scrum Guide 2020, p.7).",S,PSPO-II,Principles and Framework,Cancel the Sprint and start a new one with a revised plan,Incorrect: The Sprint should only be canceled if the Sprint Goal becomes obsolete.,Work with the Product Owner to adjust the scope of the Sprint Backlog and focus on the most important items,Correct: The Sprint Backlog can be adjusted in collaboration with the Product Owner to ensure the most valuable work is completed.,Ask the Scrum Master to extend the Sprint duration to allow for more time,Incorrect: Sprints have a fixed duration and cannot be extended.,Continue working as planned and hope to complete as much as possible,"Incorrect: The team should adapt to ensure the Sprint Goal is achievable, even if it means adjusting the Sprint Backlog.",,,,,2
What does it mean to have a ‘time-boxed’ event in Scrum? (Choose the best answer),"A time-boxed event has a strict duration and must be completed within that timeframe, even if not all topics are fully covered.",S,PSPO-II,Principles and Framework,The event must be completed by a specific time and cannot run over,Correct: Time-boxed events have a fixed duration and cannot exceed that limit.,The event can be extended if necessary to complete all work,Incorrect: Time-boxed events in Scrum have a strict duration and cannot be extended.,The event is scheduled at the same time every day,"Incorrect: Time-boxed refers to duration, not scheduling at a specific time.","The event’s outcome must be delivered within the allocated time, even if unfinished","Incorrect: Time-boxing does not imply delivering unfinished work, but ensuring the event does not exceed the set duration.",,,,,1
What does the Scrum Guide mean by the term 'empiricism'? (Choose the best answer),"Empiricism is a fundamental principle of Scrum that involves making decisions based on experience and observations, allowing the team to adapt as they gain more information. <i>“Scrum is founded on empirical process control theory, or empiricism.”</i> (Scrum Guide 2020, p. 3).",S,PSPO-II,Principles and Framework,The practice of making decisions based on observations and experience,"Correct: Empiricism in Scrum refers to making decisions based on what is known through experience and observation, allowing for adjustments as necessary.",The requirement for detailed upfront planning to reduce risks,Incorrect: Empiricism emphasizes adapting to change rather than extensive upfront planning.,The need for strict adherence to predefined processes,Incorrect: Empiricism values flexibility and adaptability over strict processes.,The belief that all outcomes can be predicted and planned for,Incorrect: Empiricism recognizes that not all outcomes are predictable and that adaptation is necessary.,,,,,1
What happens if the work planned for a Sprint becomes obsolete? (Choose the best answer),"If the work planned for a Sprint becomes obsolete, the Product Owner can cancel the Sprint to focus on more valuable work. This decision ensures that the team does not continue working on tasks that no longer deliver value. <i>“A Sprint could be canceled if the Sprint Goal becomes obsolete. Only the Product Owner has the authority to cancel the Sprint.”</i> (Scrum Guide 2020, p. 10).",S,PSPO-II,Principles and Framework,The Sprint continues as planned to maintain focus,Incorrect: The Sprint should be canceled if the Sprint Goal becomes irrelevant.,The Product Owner cancels the Sprint and the team starts planning the next one,Correct: The Product Owner has the authority to cancel the Sprint if the Sprint Goal is no longer relevant.,The Development Team changes the Sprint Goal to adapt to the new situation,Incorrect: The Sprint Goal should not be changed once the Sprint has started.,The Scrum Master cancels the Sprint and plans a new one,Incorrect: Only the Product Owner has the authority to cancel a Sprint.,,,,,2
What is the main purpose of the Sprint Retrospective? (Choose the best answer),The Sprint Retrospective is focused on improving how the Scrum Team works together and continuously refining their processes.,S,PSPO-II,Principles and Framework,To review the increment and get stakeholder feedback,"Incorrect: This is the purpose of the Sprint Review, not the Retrospective.",To reflect on the Sprint and improve processes for the next Sprint,Correct: The Sprint Retrospective focuses on continuous improvement by reflecting on what went well and what can be improved.,To update the Product Backlog with new items,"Incorrect: The Product Backlog refinement happens throughout the Sprint, not specifically during the Retrospective.",To reprioritize the work for the next Sprint,"Incorrect: Sprint Backlog prioritization happens during Sprint Planning, not the Retrospective.",,,,,2
What is the relationship between the Definition of Done and the Increment? (Choose the best answer),"The Definition of Done provides a shared understanding of what it means for work to be considered complete, ensuring that the Increment delivered meets the necessary quality standards. This helps maintain product integrity and allows for potentially shippable work. <i>“The Definition of Done is a formal description of the state of the Increment when it meets the quality measures required for the product.”</i> (Scrum Guide 2020, p. 13).",S,PSPO-II,Principles and Framework,The Definition of Done outlines the criteria that must be met for an Increment to be considered complete,Correct: The Definition of Done sets the quality standards that the Increment must meet to be considered complete and potentially shippable.,The Definition of Done applies only to Product Backlog items and not to the Increment,"Incorrect: The Definition of Done applies to all work completed during a Sprint, including the Increment.",The Increment is a list of all tasks needed to achieve the Definition of Done,"Incorrect: The Increment is the completed work that meets the Definition of Done, not a list of tasks.",The Definition of Done is a flexible guideline that can change during a Sprint,Incorrect: The Definition of Done should be consistent and clearly defined to ensure quality.,,,,,1
A key stakeholder questions the relevance of the current product vision during a Sprint Review and suggests incorporating unrelated features to boost market appeal. How should the Product Owner handle this? (Choose the best answer),The Product Owner should evaluate stakeholder feedback in collaboration with the team to assess how it aligns with the overall product strategy before making changes.,S,PSPO-II,Product Vision & Strategy,Incorporate the stakeholder's suggestions into the product vision to ensure stakeholder satisfaction,Incorrect: The Product Owner should not alter the vision based on unvalidated input.,Evaluate the stakeholder's suggestions with the entire team and assess how they align with the overall product strategy,Correct: The Product Owner should collaborate with the team and stakeholders to evaluate how the suggestions align with the long-term strategy.,Reject the stakeholder's feedback to avoid straying from the current product direction,Incorrect: The Product Owner should not reject feedback outright but evaluate its alignment with strategy first.,Ask the Development Team to prioritize the stakeholder’s suggestions for the next Sprint,"Incorrect: The Product Owner should manage vision and strategy alignment, not pass decisions directly to the Development Team.",,,,,2
A stakeholder pushes for a feature that does not align with the product vision but could attract new customers. How should the Product Owner approach this? (Choose the best answer),The Product Owner should evaluate the feature's potential to attract new customers and discuss its alignment with the long-term product goals before making a decision.,S,PSPO-II,Product Vision & Strategy,Add the feature to the Product Backlog to satisfy the stakeholder’s request,Incorrect: The Product Owner should not add features that do not align with the product vision without careful evaluation.,Evaluate the potential customer impact and discuss with stakeholders whether the feature aligns with long-term product goals,Correct: The Product Owner should evaluate how the feature aligns with the long-term vision and customer impact before making a decision.,Reject the feature outright to avoid deviating from the product vision,Incorrect: Stakeholder input should be evaluated but not rejected without proper analysis.,Add the feature as a lower priority item to the Product Backlog as a compromise,"Incorrect: The Product Owner should make decisions based on value and alignment, not compromise.",,,,,2
"During a strategic planning session, the Product Owner identifies a new market opportunity that could potentially shift the product vision. What is the best course of action? (Choose the best answer)",The Product Owner should evaluate new market opportunities with stakeholders and adjust the product vision if they align with the overall strategy.,S,PSPO-II,Product Vision & Strategy,Immediately change the product vision to capture the new market opportunity,Incorrect: The Product Owner should not change the product vision without assessing its alignment with long-term goals.,Evaluate the new opportunity with stakeholders and adjust the product vision if it aligns with the overall strategy,Correct: The Product Owner should collaborate with stakeholders to assess the opportunity and ensure it aligns with the overall product strategy.,Ignore the new opportunity to maintain focus on the current product vision,Incorrect: The Product Owner should always consider new opportunities but evaluate them based on strategic value.,Ask the Scrum Master to gather feedback on the new opportunity from the Development Team,"Incorrect: The Scrum Master facilitates Scrum processes, but product vision decisions are managed by the Product Owner.",,,,,2
"Midway through product development, the Product Owner discovers that the product vision is losing alignment with current market trends. What is the best course of action? (Choose the best answer)",The Product Owner should collaborate with stakeholders to reassess market trends and make necessary adjustments to the product vision to stay competitive.,S,PSPO-II,Product Vision & Strategy,Continue with the original product vision to maintain focus on the existing roadmap,Incorrect: The Product Owner should ensure the product vision remains aligned with market demands.,Collaborate with stakeholders to reassess the market trends and adjust the product vision if necessary,Correct: The Product Owner should evaluate market trends with stakeholders and adjust the vision if needed to ensure product relevance.,Wait until the next Sprint Review to discuss changes with the stakeholders,Incorrect: Delaying adjustments to the vision may result in lost opportunities in the market.,Consult with the Scrum Master to decide whether the vision needs updating,"Incorrect: Vision alignment and updates are the responsibility of the Product Owner, not the Scrum Master.",,,,,2
"Midway through the development of a product, a competitor releases a groundbreaking feature that changes customer expectations. How should the Product Owner respond? (Choose the best answer)",The Product Owner should assess the competitor’s feature and discuss with stakeholders whether it aligns with the product vision before making any adjustments.,S,PSPO-II,Product Vision & Strategy,Immediately change the product vision to focus on copying the competitor's feature,Incorrect: The Product Owner should evaluate the feature and its alignment with the product’s vision before reacting.,Assess the competitor’s feature and discuss with stakeholders whether the product vision needs to adapt,Correct: The Product Owner should evaluate whether the competitor’s feature aligns with the product's long-term goals and adapt if necessary.,Ignore the competitor's feature and continue with the current product vision,Incorrect: The Product Owner should stay aware of market changes and customer expectations but assess them carefully.,Ask the Development Team to begin implementing a similar feature in the next Sprint,"Incorrect: Decisions about vision and strategy should be made collaboratively, not hastily implemented.",,,,,2
What is the significance of regularly updating the product vision based on feedback from the Development Team? (Choose the best answer),"Regularly updating the product vision based on feedback from the Development Team is significant for ensuring that it remains relevant and aligned with team insights and experiences. This practice promotes continuous improvement and effective collaboration. <i>“The Scrum Team reflects on how to become more effective, then tunes and adjusts its behavior accordingly.”</i> (Scrum Guide 2020, p. 10).",S,PSPO-II,Product Vision & Strategy,It reduces the need for future revisions,"Incorrect: Regular updates based on feedback facilitate ongoing refinement and adaptation of the vision, requiring continual adjustments as needed.",It ensures the vision remains relevant and aligned with team insights and experiences,Correct: Regularly updating the vision based on team feedback helps ensure it reflects current realities and leverages team insights for continuous improvement.,It eliminates the need for stakeholder input in future revisions,Incorrect: Feedback from both the Development Team and stakeholders is essential for maintaining an accurate and relevant product vision.,It restricts the Product Owner's ability to make independent decisions about the vision,"Incorrect: While collaboration is important, the Product Owner retains the responsibility for making decisions regarding the vision based on collective input.",,,,,2
What is the value of visualizing the product vision in a collaborative setting? (Choose the best answer),"Visualizing the product vision in a collaborative setting promotes engagement and collective ownership among stakeholders, ensuring alignment and fostering a shared understanding of goals and priorities. <i>“The Product Backlog is an emergent, ordered list of what is needed to improve the product.”</i> (Scrum Guide 2020, p. 13).",S,PSPO-II,Product Vision & Strategy,It creates confusion among team members regarding priorities,"Incorrect: Visualizing the product vision clarifies priorities and goals, fostering understanding among team members.",It promotes engagement and collective ownership of the vision among stakeholders,"Correct: Visualizing the product vision in a collaborative setting encourages stakeholders to engage actively, fostering a sense of collective ownership and alignment.",It restricts discussions to technical aspects only,"Incorrect: Visualization encourages broader discussions that can include user needs, market trends, and innovative ideas, not just technical details.",It eliminates the need for regular updates to the vision,"Incorrect: Visualization is a tool for understanding and engaging with the vision, but regular updates based on feedback are still necessary.",,,,,2
What does it mean for a product vision to incorporate stakeholder aspirations? (Choose the best answer),"Incorporating stakeholder aspirations into the product vision ensures that the product resonates with users and addresses their expectations, enhancing its market viability. This alignment is essential for successful product development. <i>“The Product Owner is responsible for engaging with stakeholders and ensuring their needs are represented in the Product Backlog.”</i> (Scrum Guide 2020, p. 5).",S,PSPO-II,Product Vision & Strategy,It prioritizes technical specifications over user needs,"Incorrect: Incorporating stakeholder aspirations emphasizes user needs and broader goals, not just technical aspects.",It ensures that the product resonates with users and addresses their expectations,Correct: A vision that incorporates stakeholder aspirations helps create a product that is more likely to meet user expectations and succeed in the market.,It eliminates the need for any market research,Incorrect: Stakeholder aspirations should be informed by market research to ensure alignment with user needs and market demands.,It confines the vision to a narrow set of features based on stakeholder requests,"Incorrect: While stakeholder input is crucial, the vision should encompass a broader range of possibilities and not be limited to specific requests.",,,,,2
What does it mean for the product vision to be customer-centric? (Choose the best answer),"A customer-centric product vision emphasizes understanding and addressing customer needs and preferences in product development, ensuring that the product is designed to provide maximum value to users. <i>“The Product Owner is responsible for engaging with stakeholders and ensuring their needs are represented in the Product Backlog.”</i> (Scrum Guide 2020, p. 5).",S,PSPO-II,Product Vision & Strategy,It prioritizes internal goals over customer needs,Incorrect: A customer-centric vision emphasizes understanding and addressing customer needs rather than prioritizing internal goals.,It focuses on understanding and addressing customer needs and preferences in product development,"Correct: A customer-centric product vision ensures that the product is designed with the user in mind, guiding development to meet those needs effectively.",It limits feedback from users to formal meetings,"Incorrect: A customer-centric approach encourages continuous feedback from users, not just during formal meetings, to adapt and refine the vision.",It eliminates the need for a product strategy,Incorrect: A customer-centric vision complements a product strategy that guides how to meet customer needs effectively; both are essential.,,,,,2
A key stakeholder repeatedly requests changes to the Product Backlog without considering the overall product strategy. How should the Product Owner manage this? (Choose the best answer),The Product Owner should work with stakeholders to align their requests with the overall product strategy and ensure that the highest-value items are prioritized.,S,PSPO-II,Collaboration with the development team and stakeholders,Incorporate all the stakeholder’s requests to maintain a positive relationship,"Incorrect: The Product Owner should prioritize changes based on overall product value, not individual requests.",Collaborate with the stakeholder to align their requests with the product strategy and prioritize them accordingly,Correct: The Product Owner should ensure that stakeholder requests are aligned with the product’s long-term strategy and value goals.,Ignore the requests if they do not align with the current product strategy,Incorrect: The Product Owner should address all feedback but prioritize based on value and strategy.,Ask the Development Team to decide which stakeholder requests to implement,Incorrect: The Product Owner manages the Product Backlog and prioritization based on value and product goals.,,,,,2
"At the Sprint Retrospective, the Development Team raises concerns about slow feedback from a key stakeholder. How should the Product Owner handle this? (Choose the best answer)",The Product Owner should work with the stakeholder to establish clearer expectations for providing timely feedback and improving collaboration.,S,PSPO-II,Collaboration with the development team and stakeholders,Ask the Development Team to find alternative ways to work around the lack of feedback,Incorrect: The Product Owner should ensure that stakeholder communication is effective and timely.,Work with the stakeholder to establish clearer expectations for providing feedback and maintain regular communication,Correct: The Product Owner should ensure that the stakeholder understands the importance of timely feedback and agrees on a more efficient communication process.,Ignore the issue since the team is still completing work on time,Incorrect: The Product Owner should address issues that could impact future progress or product quality.,Delay addressing the issue until the next Sprint Review,Incorrect: Communication issues should be addressed promptly to avoid disrupting future Sprints.,,,,,2
"During a Sprint, the Development Team realizes they need more information from a key stakeholder to complete a feature. What should the Product Owner do? (Choose the best answer)",The Product Owner should facilitate communication between the Development Team and stakeholders to ensure the necessary information is available to complete the work.,S,PSPO-II,Collaboration with the development team and stakeholders,Ask the Scrum Master to reach out to the stakeholder and get the necessary information,Incorrect: The Product Owner is responsible for managing stakeholder interactions and clarifying requirements.,Facilitate communication between the Development Team and the stakeholder to ensure the information is received,Correct: The Product Owner should ensure that the team has the necessary information by facilitating direct communication with stakeholders.,Ask the Development Team to continue without the information and make assumptions,Incorrect: The team should not work with assumptions if key information is missing.,Postpone the feature to the next Sprint and gather the information later,Incorrect: The Product Owner should address the need for information during the current Sprint to avoid delays.,,,,,2
"During the Sprint Review, a stakeholder questions the Development Team's decision to implement a particular feature. How should the Product Owner handle this? (Choose the best answer)",The Product Owner should clearly communicate the business value of features to stakeholders to justify prioritization decisions.,S,PSPO-II,Collaboration with the development team and stakeholders,Ask the Development Team to explain their decision and defend their work to the stakeholder,Incorrect: The Product Owner is responsible for managing stakeholder expectations and communicating value decisions.,Clarify the business value of the feature to the stakeholder and explain why it was prioritized,Correct: The Product Owner should communicate the business value behind prioritization decisions to stakeholders.,Defer the conversation to the Scrum Master to avoid confrontation with the stakeholder,"Incorrect: The Product Owner manages communication with stakeholders regarding product decisions, not the Scrum Master.",Promise the stakeholder that future work will align more closely with their requests,"Incorrect: The Product Owner should focus on balancing value and stakeholder input, not making specific promises.",,,,,2
"Midway through a Sprint, a stakeholder requests a significant change that could impact the Sprint Goal. How should the Product Owner handle this situation? (Choose the best answer)",The Product Owner should work with the Development Team to assess the change’s impact on the Sprint Goal and adjust the Sprint Backlog if necessary.,S,PSPO-II,Collaboration with the development team and stakeholders,Incorporate the change to keep the stakeholder happy,Incorrect: Changes during the Sprint should not be made without assessing their impact on the Sprint Goal.,Work with the Development Team to assess the impact of the change and adjust the Sprint Backlog if necessary,Correct: The Product Owner should collaborate with the team to evaluate the change and ensure it does not compromise the Sprint Goal.,Delay the request until the next Sprint to avoid disruptions,Incorrect: The Product Owner should assess the request immediately and not delay important decisions.,Reject the change outright to maintain focus on the original Sprint plan,Incorrect: The Product Owner should always consider stakeholder feedback and assess its impact on value.,,,,,2
What does it mean for the Product Owner to act as a bridge between stakeholders and the Development Team? (Choose the best answer),"The Product Owner’s role as a bridge between stakeholders and the Development Team is vital for ensuring that user needs and feedback are effectively communicated, facilitating collaboration and maximizing product value. <i>“The Product Owner is responsible for engaging with stakeholders and ensuring their needs are represented in the Product Backlog.”</i> (Scrum Guide 2020, p. 5).",S,PSPO-II,Collaboration with the development team and stakeholders,To make unilateral decisions without consulting either party,"Incorrect: Acting as a bridge means facilitating communication and collaboration, not making decisions in isolation.",To ensure that stakeholder needs and feedback are effectively communicated to the Development Team,"Correct: The Product Owner acts as a conduit for stakeholder input, ensuring that their needs are represented in the Product Backlog and that the Development Team understands these requirements.",To dictate all features and functionalities based on personal opinions,"Incorrect: The Product Owner should prioritize based on user needs and stakeholder feedback, not personal opinions.",To limit communication between stakeholders and the Development Team,Incorrect: The Product Owner encourages communication and collaboration to ensure alignment and shared understanding of product goals.,,,,,2
