title,feedback,answerType,type,domain,answer1,explanation1,answer2,explanation2,answer3,explanation3,answer4,explanation4,answer5,explanation5,answer6,explanation6,correctAnswer
Which two approaches can help a Scrum Team avoid common pitfalls during Product Backlog refinement? (Choose the two best answers),"Regular refinement sessions and open communication between the Product Owner and Developers help maintain a clear, actionable Product Backlog, avoiding common pitfalls. <i>Product Backlog refinement is the act of adding detail, estimates, and order to items in the Product Backlog.</i> (Scrum Guide 2020)",M,PSM-I,Scrum Artifacts,Ensuring only the Product Owner refines the backlog to maintain control over priorities.,Incorrect: Refinement should be a collaborative effort between the Product Owner and Developers.,Encouraging open communication between Developers and the Product Owner to clarify items and prioritize effectively.,Correct: Collaboration during refinement ensures clarity and alignment on priorities.,Setting aside regular time each Sprint for refinement sessions to keep the backlog manageable.,"Correct: Regular refinement sessions help keep the Product Backlog clear, actionable, and prioritized.",Assigning refinement to a dedicated team member to ensure consistency.,Incorrect: Refinement is a shared responsibility and should not be delegated to one person.,Skipping refinement sessions if the team feels the backlog is already clear.,Incorrect: Regular refinement helps maintain the quality and clarity of backlog items.,,,"2,3"
Which three practices help mitigate the impact of common anti-patterns in Daily Scrums? (Choose the three best answers),"Maintaining focus on the Sprint Goal, keeping discussions concise, and addressing impediments promptly help the team manage common Daily Scrum anti-patterns effectively. <i>The Daily Scrum improves communication, identifies impediments, and promotes quick decision-making.</i> (Scrum Guide 2020)",M,PSM-I,Scrum Events,Encouraging each team member to give detailed status reports.,Incorrect: Status reporting is not the purpose of the Daily Scrum; it focuses on planning for the next 24 hours.,Focusing on progress toward the Sprint Goal.,"Correct: Focusing on the Sprint Goal aligns the team on what’s important, reducing the impact of side issues.",Limiting discussions to what’s essential for the team’s planning.,Correct: Keeping the conversation focused helps maintain the efficiency and purpose of the Daily Scrum.,Involving stakeholders in Daily Scrums for additional perspectives.,"Incorrect: Daily Scrums are for Developers, not stakeholders; their participation can distract from the team’s focus.",Encouraging team members to raise impediments as they occur.,Correct: Promptly addressing impediments helps keep the team on track and mitigates process disruptions.,,,"1,3,5"
A Scrum Team is struggling to maintain consistent velocity due to external dependencies. What should the Scrum Master do? (Choose the best answer),"The Scrum Master should facilitate discussions to help the team manage and mitigate dependencies, ensuring consistent planning and delivery. <i>The Scrum Master helps the Scrum Team remove impediments to the team’s progress.</i> (Scrum Guide 2020)",S,PSM-I,Tools and Techniques,Escalate the issue to management and request more resources to manage dependencies.,Incorrect: Escalation should be a last resort; the team should first seek to resolve the dependencies internally.,"Facilitate a discussion with the team to identify ways to manage or mitigate dependencies, possibly incorporating these strategies into their planning.",Correct: Addressing dependencies collaboratively helps the team find ways to manage them effectively within their control.,Ignore the dependencies and focus solely on the work within the team's control.,Incorrect: Ignoring dependencies can lead to incomplete work and inconsistent velocity.,Assign specific team members to manage the dependencies separately.,"Incorrect: Managing dependencies should be a collective effort, not assigned to specific individuals.",,,,,2
Which three strategies can help a Scrum Team integrate stakeholder feedback more effectively into their process? (Choose the three best answers),"Using Sprint Reviews, involving stakeholders in refinement, and maintaining feedback loops are effective strategies for integrating stakeholder input into the Scrum process. <i>Stakeholder collaboration is key to aligning the product with market needs.</i> (Scrum Guide 2020)",M,PSM-I,Scrum Events,Scheduling additional meetings outside of official Scrum events to gather feedback.,Incorrect: Feedback should be integrated through established Scrum events like Sprint Reviews and backlog refinement.,Using the Sprint Review as a primary forum for gathering stakeholder feedback on the Increment.,Correct: The Sprint Review is specifically designed to engage stakeholders and adapt the Product Backlog accordingly.,Involving stakeholders in Product Backlog refinement to align on priorities and expectations.,Correct: Stakeholder involvement in refinement helps ensure that the Product Backlog reflects current needs and priorities.,Documenting all feedback and assigning action items to specific team members.,"Incorrect: Feedback should inform backlog updates, not be treated as individual action items for immediate execution.",Regularly updating stakeholders on how their feedback has been incorporated into the product.,Correct: Providing feedback loops to stakeholders helps maintain engagement and ensures their input is valued and utilized.,,,"1,3,5"
Which three actions can a Scrum Team take to ensure their Definition of Done remains relevant and effective? (Choose the three best answers),"Regular reviews, aligning with industry standards, and incorporating stakeholder feedback help ensure the Definition of Done remains relevant and effective. <i>The Definition of Done creates transparency by providing a shared understanding of what work was completed.</i> (Scrum Guide 2020)",M,PSM-I,Concepts,Reviewing the Definition of Done during each Sprint Retrospective to adjust as necessary.,Correct: Regular reviews during Retrospectives help the team refine their standards to meet evolving needs.,Only changing the Definition of Done when issues are identified during development.,"Incorrect: Proactive reviews, not just reactive changes, keep the Definition of Done relevant.",Including quality metrics that align with industry standards in the Definition of Done.,Correct: Aligning the Definition of Done with industry standards helps ensure that quality remains consistent and competitive.,Setting the Definition of Done once at the start of the project and not revisiting it.,Incorrect: The Definition of Done should evolve with the team’s growing understanding and capabilities.,Incorporating feedback from stakeholders into the Definition of Done to reflect external quality expectations.,Correct: Stakeholder input helps ensure that the Definition of Done meets both internal and external quality expectations.,,,"1,3,5"
Which three pillars of Scrum support the implementation of empirical process control? (Choose the three best answers),"Transparency, Inspection, and Adaptation are the three pillars of Scrum that support empirical process control, allowing the team to continuously improve their work process. <i>These pillars are critical to Scrum’s success.</i> (Scrum Guide 2020)",M,PSM-I,Concepts,Transparency,"Correct: Transparency ensures that the process and work are visible to those responsible for the outcome, enabling inspection and adaptation.",Accountability,Incorrect: Accountability is important but not one of the three pillars of Scrum.,Inspection,Correct: Inspection allows the team to regularly check their progress and adjust their course of action if necessary.,Adaptation,Correct: Adaptation enables the team to make adjustments based on the results of inspection to optimize outcomes.,Commitment,"Incorrect: Commitment is a value, not one of the pillars of Scrum.",,,"1,3,4"
Which two factors are critical in creating a clear and effective Definition of Done? (Choose the two best answers),The Definition of Done should align with organizational standards and be agreed upon by the entire Scrum Team to ensure high quality and consistency. <i>The Definition of Done is a formal description of the state of the Increment when it meets the quality measures required for the product.</i> (Scrum Guide 2020),M,PSM-I,Concepts,Alignment with organizational standards and policies.,Correct: A good Definition of Done aligns with broader organizational quality standards.,Frequent changes to adapt to team preferences.,Incorrect: The Definition of Done should remain stable to maintain consistency.,Agreement among the entire Scrum Team on what constitutes completion.,Correct: The Scrum Team must agree on the Definition of Done to ensure consistency in the quality of work.,Set by the Product Owner alone to control quality.,"Incorrect: The Definition of Done is a collaborative standard, not dictated by one role.",Changing with every Sprint to fit new goals.,Incorrect: Stability in the Definition of Done is crucial for maintaining product quality.,,,"1,3"
Which actions should a Scrum Master take if a Scrum Team is struggling to meet their Definition of Done consistently? (Choose the two best answers),The Scrum Master should facilitate discussions during the Retrospective and coach the team on improving their practices to consistently meet the Definition of Done. <i>The Definition of Done creates transparency by providing everyone a shared understanding of what work was completed as part of the Increment.</i> (Scrum Guide 2020),M,PSM-I,Concepts,Facilitate a discussion during the Retrospective to explore causes and solutions.,Correct: The Retrospective is an opportunity to inspect challenges and plan for improvements.,Lower the standards of the Definition of Done to make it more achievable.,Incorrect: Lowering quality standards undermines the team’s commitment to delivering high-value work.,Coach the team on techniques to improve quality and meet the Definition of Done.,Correct: Coaching can help the team develop better practices to meet their quality standards.,Allow the Product Owner to redefine what Done means.,"Incorrect: The Definition of Done is defined by the whole team, not just the Product Owner.",Ignore the issue if it does not impact the current Sprint.,Incorrect: Consistently meeting the Definition of Done is critical to delivering high-quality Increments.,,,"1,3"
A Scrum Team consistently fails to complete work committed during the Sprint Planning. What should the team do? (Choose the best answer),"The Developers should adapt their planning to commit to a more realistic workload based on their capacity, improving predictability. <i>The Developers forecast the work that can be accomplished during the Sprint.</i> (Scrum Guide 2020)",S,PSM-I,Concepts,Commit to less work in the next Sprint Planning.,"Correct: The team should adjust their commitment to match their capacity, ensuring more realistic planning.",Continue committing the same amount of work and push harder.,Incorrect: Overcommitting can lead to burnout and decreased performance.,Ask the Product Owner to help prioritize work during the Sprint.,Incorrect: Prioritization is set during Sprint Planning and is not adjusted mid-Sprint.,Add more team members to increase capacity.,Incorrect: Adding members is not an immediate solution and requires consideration of team dynamics.,,,,,1
A Scrum Team has identified a recurring issue with their Definition of Done not being met. What should the Scrum Master do to help the team improve? (Choose the best answer),"The Scrum Master should facilitate workshops to help the team review and adjust their Definition of Done, ensuring it is achievable and supports consistent quality standards. <i>The Definition of Done helps create a shared understanding of what is considered complete.</i> (Scrum Guide 2020)",S,PSM-I,Concepts,Reduce the criteria in the Definition of Done to make it easier to meet.,Incorrect: Reducing criteria compromises quality and does not address the root cause of recurring issues.,"Facilitate a workshop to review and adjust the Definition of Done, ensuring it is clear, achievable, and aligned with team capabilities.",Correct: Reviewing and adjusting the Definition of Done helps the team set realistic standards that maintain quality.,Assign specific team members to focus solely on meeting the Definition of Done for each Increment.,"Incorrect: Meeting the Definition of Done is a shared responsibility, not assigned to individuals.",Ignore the issue as long as most of the work meets the expected quality standards.,Incorrect: Ignoring issues with the Definition of Done can lead to inconsistent quality and stakeholder dissatisfaction.,,,,,2
A Scrum Team often rushes to complete their Definition of Done criteria at the end of each Sprint. What is the best course of action for the Scrum Master? (Choose the best answer),"The Scrum Master should facilitate workshops to help the team integrate Definition of Done criteria throughout the development process, ensuring continuous quality assurance. <i>The Definition of Done helps create a shared understanding of what is considered complete.</i> (Scrum Guide 2020)",S,PSM-I,Concepts,Ask the team to lower the Definition of Done criteria to make it easier to achieve.,Incorrect: Lowering quality standards compromises the product’s value and integrity.,"Facilitate workshops on integrating Definition of Done criteria throughout the development process, ensuring quality checks are continuous.",Correct: Integrating quality checks early helps the team meet the Definition of Done consistently and sustainably.,Assign quality assurance tasks to specific team members to handle towards the end of each Sprint.,Incorrect: Quality is a shared responsibility and should be integrated throughout the development process.,"Ignore the issue, trusting the team will eventually improve on their own.",Incorrect: Proactive facilitation helps the team embed quality practices and avoid last-minute rushes.,,,,,2
"During the Sprint, the Developers realize they will not meet the Definition of Done for a key item. What should they do? (Choose the best answer)","The Developers should use the Daily Scrum to inspect and adapt their work plan, ensuring that all items meet the Definition of Done by the end of the Sprint. <i>The Developers create a plan for the Sprint, the Sprint Backlog, and adapt their plan each day toward the Sprint Goal.</i> (Scrum Guide 2020)",S,PSM-I,Concepts,Mark the item as complete and address the missing parts in the next Sprint.,Incorrect: Incomplete work should not be considered done; it must meet the Definition of Done to be counted as complete.,Communicate the issue during the Daily Scrum and adjust their plan to meet the Definition of Done.,Correct: The team should adapt their plan to ensure that work meets the Definition of Done within the Sprint.,Ask the Product Owner to lower the Definition of Done standards temporarily.,Incorrect: The Definition of Done should remain consistent and not be altered for convenience.,Ignore the issue and continue working on other tasks.,Incorrect: Ignoring quality issues compromises the Increment’s value and quality.,,,,,2
The Scrum Master notices that the team frequently struggles with the Definition of Done. What should they do? (Choose the best answer),"The Scrum Master should facilitate discussions to help the team improve their Definition of Done, ensuring they consistently meet the standards required for the Increment. <i>The Definition of Done is a formal description of the state of the Increment when it meets the quality measures required for the product.</i> (Scrum Guide 2020)",S,PSM-I,Concepts,Lower the Definition of Done standards to make them easier to achieve.,Incorrect: Lowering standards undermines the quality and value of the Increment.,Facilitate a discussion to improve the Definition of Done and help the team meet it consistently.,Correct: The Scrum Master should facilitate improvements to ensure the team meets the Definition of Done consistently.,Ignore the issue and focus on completing work faster.,Incorrect: Ignoring quality issues does not align with Scrum principles of delivering high-value Increments.,Ask the Product Owner to redefine the Definition of Done.,"Incorrect: The Definition of Done is created by the entire Scrum Team, not just the Product Owner.",,,,,2
What is the best way to handle non-functional requirements in Scrum? (Choose the best answer),"Non-functional requirements are handled by incorporating them into the Product Backlog, ensuring they are prioritized and visible along with all other work. <i>Product Backlog items that can be done by the Developers within one Sprint are deemed ready for selection in Sprint Planning.</i> (Scrum Guide 2020)",S,PSM-I,Concepts,Integrate them into the Product Backlog and prioritize with other items.,Correct: Non-functional requirements should be visible and managed like any other work.,Handle them during a separate Sprint.,Incorrect: Scrum does not support special Sprints for specific types of work.,Address them only when they cause issues in the product.,"Incorrect: Non-functional requirements should be proactively managed, not only when problems arise.",Assign them to a specialist outside of the team.,"Incorrect: The entire Scrum Team should work on all aspects of the product, including non-functional requirements.",,,,,1
Which Scrum value is demonstrated when the team collaborates openly to resolve issues? (Choose the best answer),Openness is a core Scrum value that fosters an environment where team members freely share information and collaborate effectively to address challenges. <i>The Scrum Team and its stakeholders agree to be open about all the work and the challenges with performing the work.</i> (Scrum Guide 2020),S,PSM-I,Concepts,Focus,Incorrect: Focus involves concentrating on the Sprint Goal but does not specifically relate to collaboration.,Openness,"Correct: Openness encourages team members to be transparent, share information, and work together to solve problems.",Courage,Incorrect: Courage involves taking risks and facing challenges but does not directly relate to collaboration.,Respect,Incorrect: Respect involves valuing others’ contributions but is not specifically about collaboration.,,,,,2
True or False: The Product Owner is responsible for maximizing the value of the product by managing the Product Backlog. (Choose the best answer),The Product Owner is accountable for maximizing the value of the product through careful management of the Product Backlog. <i>The Product Owner is accountable for maximizing the value of the product resulting from the work of the Scrum Team.</i> (Scrum Guide 2020),TF,PSM-I,Roles and Responsibilities,,Correct: The Product Owner maximizes product value through effective Product Backlog management.,,Incorrect: The Product Owner’s main role is to maximize value by managing the Product Backlog effectively.,,,,,,,,,true
True or False: The Product Owner is responsible for maximizing the value of the product by managing the Product Backlog. (Choose the best answer),The Product Owner manages the Product Backlog to maximize the value delivered by the Scrum Team’s work. <i>The Product Owner is accountable for maximizing the value of the product resulting from the work of the Scrum Team.</i> (Scrum Guide 2020),TF,PSM-I,Roles and Responsibilities,,Correct: The Product Owner prioritizes and manages the Product Backlog to maximize product value.,,Incorrect: The Product Owner is solely responsible for maximizing product value through backlog management.,,,,,,,,,true
"A Product Owner often assigns tasks directly to Developers during the Sprint, disrupting their planned work. How should this be handled? (Choose the three best answers)","The Scrum Master should facilitate understanding of the roles, reminding the Product Owner to focus on priorities and letting the Developers manage their own work. <i>The Scrum Master serves the Product Owner by helping to find techniques for effective Product Backlog management.</i> (Scrum Guide 2020)",M,PSM-I,Roles and Responsibilities,Remind the Product Owner that the team self-organizes to manage their work.,"Correct: Developers are responsible for managing their work, and the Product Owner should respect this autonomy.",Include the Product Owner in Daily Scrums to keep them informed.,Incorrect: The Product Owner’s attendance is optional and does not address the issue of task assignment.,Facilitate a discussion about roles and responsibilities in Scrum.,Correct: A clear understanding of each role can help prevent misunderstandings and overreach.,"Encourage the Product Owner to focus on setting priorities, not assigning tasks.",Correct: The Product Owner sets priorities in the Product Backlog but should not assign tasks directly.,Allow the Developers to push back on the assignments independently.,"Incorrect: While self-management is important, facilitating clear roles helps avoid conflict.",,,"1,3,4"
What are the key responsibilities of the Scrum Master in ensuring the Scrum Team's effectiveness? (Choose the two best answers),"The Scrum Master facilitates Scrum events and removes impediments to help the team stay effective and focused on delivering value. <i>The Scrum Master helps the Scrum Team improve its practices, within the Scrum framework.</i> (Scrum Guide 2020)",M,PSM-I,Roles and Responsibilities,Assign tasks to Developers to optimize productivity.,Incorrect: The Scrum Master does not assign tasks; the team is self-managing.,Facilitate Scrum events to ensure they are productive and focused.,"Correct: The Scrum Master facilitates events, ensuring they meet their intended outcomes.",Remove impediments that are hindering the team’s progress.,Correct: Removing impediments is a core responsibility of the Scrum Master to help the team remain effective.,Report team performance metrics to stakeholders.,"Incorrect: The Scrum Master focuses on the team’s process, not on reporting performance metrics.",Take over Product Owner responsibilities if they are absent.,Incorrect: The roles in Scrum are distinct and should not be combined or taken over.,,,"2,3"
Which two actions can the Scrum Master take if a team member frequently misses Daily Scrums? (Choose the two best answers),The Scrum Master can support the team by encouraging participation and facilitating discussions that emphasize the value of the Daily Scrum. <i>The Scrum Master helps everyone understand Scrum theory and practice.</i> (Scrum Guide 2020),M,PSM-I,Roles and Responsibilities,Remind the team member of their commitment to the team.,Correct: Reminding them of their commitment helps reinforce the importance of participation.,Exclude the member from future Daily Scrums until attendance improves.,Incorrect: Exclusion contradicts the collaborative nature of Scrum.,Facilitate a team discussion on the importance of Daily Scrums.,Correct: Facilitating discussions encourages the team to reflect on and improve their practices.,Report the behavior to management for disciplinary action.,Incorrect: Management intervention is not aligned with Scrum principles.,"Ignore the issue, as it is the team member’s choice.",Incorrect: The Scrum Master should support the team in understanding the importance of participation.,,,"1,3"
Which two responsibilities are central to the role of the Scrum Master in supporting the Scrum Team? (Choose the two best answers),The Scrum Master’s core responsibilities include facilitating Scrum events and helping the team remove impediments to their progress. <i>The Scrum Master serves the Scrum Team by helping them improve their practices and effectiveness.</i> (Scrum Guide 2020),M,PSM-I,Roles and Responsibilities,Assigning tasks to Developers based on their skills.,Incorrect: The team self-organizes; the Scrum Master does not assign tasks.,Facilitating Scrum events as requested or needed.,Correct: The Scrum Master ensures that Scrum events are productive and effective.,Helping the team remove impediments that hinder their progress.,Correct: The Scrum Master actively works to help the team overcome obstacles.,Reporting the team’s progress to stakeholders.,Incorrect: Stakeholder communication is primarily managed by the Product Owner.,Creating the Definition of Done for the team.,Incorrect: The Definition of Done is created collaboratively by the team.,,,"2,3"
Which two roles are essential in refining the Product Backlog? (Choose the two best answers),"The Product Owner and Developers collaborate to refine the Product Backlog, ensuring items are clear, actionable, and prioritized. <i>The Product Owner and Developers collaborate on Product Backlog refinement as needed.</i> (Scrum Guide 2020)",M,PSM-I,Roles and Responsibilities,Scrum Master and Developers,Incorrect: The Scrum Master facilitates but does not directly refine the Product Backlog.,Product Owner and Developers,Correct: The Product Owner and Developers work together to refine and clarify the Product Backlog items.,Scrum Master and Product Owner,"Incorrect: The Product Owner leads the refinement process, supported by the Developers.",Developers and Stakeholders,"Incorrect: Stakeholders provide feedback, but refinement is managed by the Product Owner and Developers.",Scrum Master and Stakeholders,Incorrect: The Scrum Master and Stakeholders do not manage refinement directly.,,,"2,3"
"A Developer frequently misses the Daily Scrum, impacting team collaboration. What is the best action for the Scrum Master? (Choose the best answer)","The Scrum Master should address attendance issues by facilitating a conversation with the Developer to encourage regular participation in the Daily Scrum. <i>The Daily Scrum improves communication, identifies impediments, and promotes quick decision-making.</i> (Scrum Guide 2020)",S,PSM-I,Roles and Responsibilities,Ignore the absences as it is the Developer’s personal choice.,Incorrect: Regular attendance is essential for team collaboration and progress.,Facilitate a conversation with the Developer to understand the reasons for the absences and encourage participation.,Correct: The Scrum Master supports the team by addressing attendance issues constructively.,Require the Developer to submit a written report instead of attending the Daily Scrum.,"Incorrect: The Daily Scrum is intended for real-time collaboration, not reporting.",Exclude the Developer from future Sprints until they commit to attending.,Incorrect: Exclusion is not a constructive approach and could harm team dynamics.,,,,,2
"A Developer is frequently taking on tasks beyond their expertise, leading to delays. How should the Scrum Master address this? (Choose the best answer)","The Scrum Master should facilitate discussions on skill development and encourage pairing or mentoring, helping the team become more versatile and effective. <i>The Scrum Team is cross-functional, meaning the members have all the skills necessary to create value each Sprint.</i> (Scrum Guide 2020)",S,PSM-I,Roles and Responsibilities,Reassign tasks to match the Developer’s skills more closely to avoid future delays.,"Incorrect: Task assignment should be managed collectively and encourage skill development, not just match current expertise.",Facilitate a discussion on skill development and encourage pairing or mentoring to build expertise within the team.,Correct: Encouraging skill development helps the team become more cross-functional and reduces dependency on specific individuals.,"Ignore the issue, assuming the Developer will eventually improve on their own.",Incorrect: Addressing skill gaps proactively supports continuous learning and team effectiveness.,Ask the Product Owner to assign simpler tasks to the Developer to avoid delays.,Incorrect: The Product Owner prioritizes items but does not assign tasks to individual team members.,,,,,2
