title,feedback,answerType,type,domain,answer1,explanation1,answer2,explanation2,answer3,explanation3,answer4,explanation4,answer5,explanation5,answer6,explanation6,correctAnswer
A Scrum Team uses AI to compare several possible causes of a production issue. What should the prompt ask for?,"This question evaluates whether the learner can design prompts that support analytical transparency. For complex issues, the prompt should make reasoning, evidence, assumptions, and uncertainty visible enough for the Scrum Team to inspect. <i>Encouraging the model to break down its reasoning</i><br><a href='https://www.scrum.org/resources/blog/10-prompt-engineering-techniques-super-simple-explanation' target='_blank'>Source</a>",S,PSM-AI,Effective AI Prompting,"A step-by-step comparison of causes, evidence, assumptions, and uncertainties.",This gives the team a structured output that can be inspected before deciding what to do.,A single confident answer with no alternatives.,A confident answer may hide uncertainty and reduce critical inspection.,A creative brainstorming list without evidence.,"Creative options can help ideation, but root-cause analysis needs evidence and reasoning.",A generic expert persona without task-specific reasoning instructions.,A persona alone does not ensure a structured comparison of causes.,,,,,1
A manipulated video appears to show a Product Owner rejecting stakeholder feedback. Team trust begins to deteriorate. What should be done first?,"This question assesses whether the learner can respond responsibly when synthetic media affects collaboration. Verification alone is not enough; the team also needs transparent communication to restore trust. <i>Using AI responsibly and ethically is mandatory to prevent harm, ensure fairness, and maintain public trust.</i><br><a href='https://www.scrum.org/resources/blog/responsible-ethical-ai' target='_blank'>Source</a>",S,PSM-AI,AI Ethic and Security,"Verify the video's authenticity and address the trust impact with clear, transparent communication.",This responds to both the technical authenticity issue and the human impact on trust.,Wait until the Sprint Review to see whether stakeholders mention it.,Waiting may allow mistrust and misinformation to grow.,Use the video to challenge the Product Owner during the next Daily Scrum.,"The video may be false, and public confrontation can damage trust further.",Ask the AI to summarize the video and treat the summary as evidence.,A summary of manipulated media is still based on unreliable content.,,,,,1
The Product Owner wants AI to reorder the Product Backlog automatically for the next three Sprints. How should the Scrum Team proceed responsibly?,"This question evaluates whether AI is adopted incrementally for product decisions. A responsible Scrum Team should test AI recommendations in a reversible way before relying on them for important Product Backlog decisions. <i>The A3 Framework: Assist, Automate, Avoid - A Decision System for AI Delegation</i><br><a href='https://www.scrum.org/resources/blog/a3-framework-assist-automate-avoid-decision-system-ai-delegation' target='_blank'>Source</a>",S,PSM-AI,AI for Scrum Masters,Start with decision-support recommendations on a small subset and review the impact before expanding.,"This keeps AI in a supporting role and allows the Scrum Team to inspect quality, value, and risk.",Allow the AI to reorder everything because it can analyze more signals than humans.,More signals do not justify delegating Product Backlog decisions without inspection and accountability.,Use the AI output only when it increases delivery speed.,"Backlog ordering should consider value, risk, learning, and goals, not speed alone.",Hide the experiment from stakeholders until the AI proves accurate.,Lack of transparency can reduce trust and prevent meaningful feedback.,,,,,1
An organization claims that AI facilitation tools make Scrum Masters unnecessary. What is the best response?,"This question evaluates whether the learner avoids both extremes: replacing the Scrum Master with AI or rejecting AI entirely. The responsible position is that AI may assist, while the Scrum Master remains accountable for Scrum effectiveness. <i>Is AI Taking My Job?</i><br><a href='https://www.scrum.org/resources/blog/scrum-master-ai-taking-my-job' target='_blank'>Source</a>",S,PSM-AI,AI for Scrum Masters,"AI can assist facilitation, but it does not replace the Scrum Master's accountability for enabling effective Scrum.","Facilitation tools may help, but Scrum Master accountability includes coaching, serving the team, and improving Scrum adoption.","Agree, because automated facilitation removes the need for human Scrum Masters.","Automated facilitation does not replace human judgment, trust-building, and organizational coaching.",Agree only if the AI tool can generate retrospective summaries accurately.,"Accurate summaries are useful, but they do not cover the Scrum Master's broader accountability.",Reject all AI facilitation tools because they threaten the Scrum Master role.,"The issue is not to reject AI, but to use it responsibly without delegating accountability.",,,,,1
"An AI tool recommends adding security, accessibility, and documentation checks to the Definition of Done. Some are relevant and some are excessive. What is the best action?","This question tests whether the team can distinguish helpful AI support from blind adoption. AI may surface quality ideas, but the team must evaluate whether each item improves the product's quality standard. <i>The Scrum Team must define a Definition of Done appropriate for the product.</i><br><a href='https://www.scrum.org/resources/scrum-guide' target='_blank'>Source</a>",S,PSM-AI,AI for Scrum Masters,Evaluate each recommendation with the Scrum Team and adapt the Definition of Done only where it improves quality.,This preserves human accountability while allowing useful AI suggestions to strengthen Done.,Reject the recommendations because AI should not influence the Definition of Done.,AI can support improvement when its suggestions are inspected by the Scrum Team.,Apply all recommendations to show that the team takes quality seriously.,Quality seriousness does not justify adding excessive or irrelevant criteria.,Let stakeholders vote on the AI-generated items during the Sprint Review.,"Stakeholder feedback is useful, but the team should not defer Done decisions to a vote during review.",,,,,1
A manager outside the Scrum Team wants AI to make final trade-off decisions between quality and delivery speed. What should the Scrum Team do?,"This question evaluates whether learners understand the limits of AI delegation. AI can help analyze options, but decisions involving quality, speed, and risk should remain human-accountable. <i>The A3 Framework: Assist, Automate, Avoid - A Decision System for AI Delegation</i><br><a href='https://www.scrum.org/resources/blog/a3-framework-assist-automate-avoid-decision-system-ai-delegation' target='_blank'>Source</a>",S,PSM-AI,AI for Scrum Masters,Keep AI in an advisory role and make trade-off decisions with accountable human review.,"Trade-offs affect value, quality, and risk, so they require human responsibility and transparent decision-making.",Allow AI to decide because trade-offs are easier when emotions are removed.,AI may still reflect bias or incomplete context and cannot own the consequences.,Let the manager accept all AI decisions on behalf of the Scrum Team.,External acceptance does not preserve the team's responsibility for its work.,Modify the Sprint Goal whenever AI recommends a faster path.,The Sprint Goal should not be automatically changed by AI recommendations.,,,,,1
"An AI helpdesk provides policy answers, but it does not explain what happens when the model is uncertain. What is the most responsible action?","This question evaluates whether learners understand the importance of uncertainty handling in responsible AI. A chatbot that cannot communicate uncertainty or trigger human review may create avoidable harm. <i>Using AI responsibly and ethically is mandatory to prevent harm, ensure fairness, and maintain public trust.</i><br><a href='https://www.scrum.org/resources/blog/responsible-ethical-ai' target='_blank'>Source</a>",S,PSM-AI,AI Ethic and Security,"Define uncertainty handling, disclose limitations, and escalate high-risk answers for human validation.",Users need to understand when AI may be uncertain and how risky cases are reviewed.,Remove uncertainty indicators because they make the tool appear less reliable.,Removing uncertainty indicators may increase misplaced trust in incorrect answers.,Allow the AI to choose whether escalation is necessary without governance.,"Escalation rules should be intentionally designed and governed, not left entirely to the model.",Replace all policy experts with the chatbot once accuracy improves.,Improved accuracy does not eliminate the need for accountability in high-risk policy guidance.,,,,,1
Which example is least likely to represent agentic AI?,"This question tests the boundary between narrow AI and agentic AI. A classifier can be valuable, but agentic AI is about planning and acting through a process toward an objective. <i>Agentic AI = decides how to do the job</i><br><a href='https://www.scrum.org/resources/blog/nano-tip-ai-agent-vs-agentic-ai' target='_blank'>Source</a>",S,PSM-AI,AI Theory and Primer,A sentiment model assigns one label to each stakeholder comment.,"This is a narrow classification task and does not involve planning, tool selection, or iterative action toward a goal.","An AI system creates a release communication plan, schedules drafts, monitors feedback, and revises messages.",This shows goal-directed multi-step behavior and iterative adaptation.,An AI system decomposes a research goal into subtasks and selects tools for each step.,This is characteristic of agentic AI because it plans and uses tools to pursue an objective.,An AI system coordinates several specialized agents to complete a campaign workflow.,Coordinating multiple steps or agents toward a goal is an example of agentic behavior.,,,,,1
Which example best illustrates the limitation of Artificial Narrow Intelligence?,"This question tests whether the learner can identify ANI by both its strength and its boundary. A churn prediction model may be useful, but it remains narrow because it does not generalize into broad product strategy. <i>Artificial Narrow Intelligence (ANI)</i><br><a href='https://www.scrum.org/resources/blog/20-ai-keywords-agile-professionals-must-know' target='_blank'>Source</a>",S,PSM-AI,AI Theory and Primer,A model that predicts customer churn accurately but cannot plan a full product strategy.,This shows ANI because the model can perform one specialized task but does not possess broad strategic reasoning.,"A system that reasons like a human across all business, technical, and social domains.","This describes AGI-like capability, not the limitation of ANI.",A digital mind that understands its own existence and makes independent choices.,"This describes speculative self-awareness, not ANI.",An AI that autonomously masters unrelated tasks without additional guidance.,"This suggests broad generalization, which ANI does not provide.",,,,,1
What is the main limitation of Chain-of-Thought prompting in complex Scrum-related analysis?,"This question evaluates whether the learner recognizes the risk of persuasive but flawed reasoning. Chain-of-Thought may help structure analysis, but it does not remove the need for critical review. <i>Chain-of-Thought (CoT)</i><br><a href='https://www.scrum.org/resources/blog/10-prompt-engineering-techniques-super-simple-explanation' target='_blank'>Source</a>",S,PSM-AI,Effective AI Prompting,It may produce convincing reasoning that still contains errors or unsupported assumptions.,"The model can generate plausible reasoning, so the team must inspect the response rather than trust it blindly.",It cannot be used for complex analytical work.,Chain-of-Thought is intended to support complex analytical work.,It only works when the model has been fine-tuned on Scrum data.,Chain-of-Thought can be used through prompting without fine-tuning.,It prevents the model from using context provided in the prompt.,Chain-of-Thought can be combined with contextual information.,,,,,1
A Scrum Master wants to use AI to improve a workshop where participants generate few ideas. What is the most appropriate use?,"This question evaluates whether AI is used to expand the conversation rather than control it. In a workshop, AI can support facilitation by offering prompts, categories, and perspectives, while people remain central to the discussion. <i>brainstorm ideas, outline strategy, facilitate collaboration</i><br><a href='https://www.scrum.org/resources/blog/12-ai-tools-scrum-masters' target='_blank'>Source</a>",S,PSM-AI,AI for Scrum Masters,"Prompt AI for contrasting perspectives, provocative questions, and possible idea categories.",This can stimulate thinking and help the group explore more options without replacing participant contribution.,Ask AI to create a single recommended outcome before the workshop starts.,Preselecting an outcome undermines openness and stakeholder participation.,Use AI to rank participants based on idea quality.,Ranking participants can damage psychological safety and collaboration.,Ask AI to prevent disagreement by filtering controversial ideas.,Controversial ideas may be valuable and should not be automatically suppressed.,,,,,1
"Several Retrospectives mention unclear acceptance criteria, but no improvement action has worked. How can AI support the next Retrospective?",This question evaluates whether AI is used to help the Scrum Team inspect repeated learning signals. The value comes from making patterns visible so the team can discuss causes and adapt. <i>AI-Enhanced Sprint Retrospective</i><br><a href='https://www.scrum.org/resources/blog/ai-enhanced-sprint-retrospective-part-4-4' target='_blank'>Source</a>,S,PSM-AI,AI for Scrum Masters,Summarize repeated evidence and suggest possible discussion angles for the team to explore.,AI can help structure the evidence and broaden the discussion while the team remains responsible for insight and action.,Decide the root cause and tell the team which practice to adopt next.,AI should not determine the root cause or impose a practice without team inspection.,Assign the issue to the Product Owner and remove it from team discussion.,The issue may involve collaboration across the Scrum Team and should be inspected together.,Rewrite all acceptance criteria automatically before the next Sprint Planning.,"Automation may help later, but it does not address why the problem keeps recurring.",,,,,1
A Scrum Master asks AI to pre-analyze Retrospective input and the output misses an important concern raised by several Developers. What should happen?,"This question evaluates whether AI-generated themes are treated as provisional. The Retrospective must remain open to what the team actually needs to inspect, even when AI was used for preparation. <i>A practical way to leverage AI to increase the Sprint Retrospective effectiveness.</i><br><a href='https://www.scrum.org/resources/blog/ai-enhanced-sprint-retrospective-part-4-4' target='_blank'>Source</a>",S,PSM-AI,AI for Scrum Masters,"Allow the team to add, challenge, and reprioritize themes during the Retrospective.","AI analysis can miss context, so the team must be free to correct and reshape the discussion.",Keep the AI themes unchanged because consistency improves facilitation.,Consistency is not valuable if the agenda ignores important team concerns.,Ask the AI to choose whether the missing concern is relevant.,The team should not delegate relevance judgments about its own inspection to AI.,Discard all survey responses and use only live discussion.,"Live discussion matters, but previous responses can still provide useful input if handled well.",,,,,1
A Scrum Team asks AI for product research and receives a confident answer that contradicts recent stakeholder evidence. What should they do?,"This question evaluates whether the learner can handle conflicting evidence responsibly. AI output is only one input and should be checked against reliable sources and real stakeholder evidence before influencing product decisions. <i>Using AI responsibly and ethically is mandatory to prevent harm, ensure fairness, and maintain public trust.</i><br><a href='https://www.scrum.org/resources/blog/responsible-ethical-ai' target='_blank'>Source</a>",S,PSM-AI,AI Ethic and Security,Compare the AI claims with stakeholder evidence and authoritative sources before deciding.,Contradictions should trigger validation rather than blind acceptance of either source.,Use the AI answer because it may have broader training data.,Broad training does not guarantee relevance or correctness in the team's current context.,Discard the stakeholder evidence because it is less comprehensive than AI output.,Stakeholder evidence may be highly relevant and should not be dismissed without inspection.,Ask the AI to choose whether its answer or the stakeholder evidence is more reliable.,The team should inspect the evidence instead of delegating the judgment back to AI.,,,,,1
"During neural network training, what does backpropagation help determine?","This question evaluates whether the learner can place backpropagation in the training process. It is used to update model weights based on error, not to automate Scrum practices or choose runtime answers. <i>Backpropagation</i><br><a href='https://www.scrum.org/resources/blog/20-ai-keywords-agile-professionals-must-know' target='_blank'>Source</a>",S,PSM-AI,AI Theory and Primer,How much each weight should be adjusted to reduce prediction error.,Backpropagation supports learning by identifying weight changes that reduce the model's error.,Which Scrum events should be automated by AI.,Scrum event automation is unrelated to neural network training.,Which dataset should be deleted to reduce storage costs.,Dataset deletion and storage management are not backpropagation.,Which final answer should be shown to the user after prompting.,"Backpropagation occurs during model training, not as a direct response-selection method during prompting.",,,,,1
A Scrum Team wants to discover whether AI can reduce repetitive refinement work. What is the best first step?,"This question evaluates whether learners understand responsible AI experimentation. The Scrum Team should test AI in a focused, reversible way and inspect its impact before expanding the practice. <i>The A3 Framework: Assist, Automate, Avoid - A Decision System for AI Delegation</i><br><a href='https://www.scrum.org/resources/blog/a3-framework-assist-automate-avoid-decision-system-ai-delegation' target='_blank'>Source</a>",S,PSM-AI,AI for Scrum Masters,Run a small experiment with clear learning goals and review the results with the team.,Clear goals and team inspection help determine whether AI actually improves refinement outcomes.,Automate all refinement activities for several Sprints to collect enough data.,Full automation can remove collaboration and create risk before the team understands the impact.,Ask the Product Owner to decide alone whether AI improved refinement.,The whole Scrum Team is affected by refinement quality and should inspect the results together.,Use AI only if it guarantees a measurable productivity increase.,"AI experiments should consider quality, learning, and collaboration, not only productivity.",,,,,1
"The Scrum Team uses AI to rewrite vague acceptance criteria, but the new wording may not reflect stakeholder intent. What is the best action?","This question evaluates whether the Scrum Team avoids confusing polished AI output with validated product understanding. AI can improve wording, but people must confirm that the criteria still express the right need. <i>Product Backlog refinement is the act of breaking down and further defining Product Backlog items into smaller more precise items.</i><br><a href='https://www.scrum.org/resources/scrum-guide' target='_blank'>Source</a>",S,PSM-AI,AI for Scrum Masters,Validate the revised criteria with the Scrum Team and relevant stakeholder context before using them.,AI-generated clarity is not enough if the criteria no longer reflect the real need or expected value.,Use the revised wording because it is clearer than the original.,Clear wording can still be wrong if it changes the intended outcome.,Ask AI to confirm whether the revised criteria match stakeholder intent.,The same AI cannot reliably validate stakeholder intent without human context.,Move the item into the Sprint because the criteria now look testable.,"Testability matters, but the criteria must also reflect the correct product need.",,,,,1
How can AI responsibly help clarify Product Backlog items before a refinement session?,"This question evaluates whether AI is used to improve clarity without bypassing refinement. AI may suggest wording, questions, and criteria, but the team must inspect whether they fit the product context. <i>Product Backlog items that can be Done by the Scrum Team within one Sprint are deemed ready for selection in a Sprint Planning event.</i><br><a href='https://www.scrum.org/resources/scrum-guide' target='_blank'>Source</a>",S,PSM-AI,AI for Scrum Masters,"Suggest clearer wording, possible questions, and draft acceptance criteria for the team to inspect.",This prepares a better conversation while keeping refinement and validation with the Scrum Team.,Finalize the clarified items and mark them ready for Sprint Planning.,AI should not decide readiness or replace the team's shared understanding.,Replace the Product Owner's explanation with an AI-generated product brief.,"AI-generated briefs may help, but they cannot replace Product Owner accountability and discussion.",Automatically split every large item into smaller items and lock the result.,"Splitting may be useful, but AI output should be reviewed and adapted by the Scrum Team.",,,,,1
A Scrum Master wants AI to draft a Sprint Goal that matches the team's wording conventions. What is the best prompt design?,This question evaluates whether learners can combine context with few-shot examples. The AI needs both information about the Sprint and examples of the desired Sprint Goal style to produce a useful draft. <i>Few-Shot Prompting</i><br><a href='https://www.scrum.org/resources/blog/10-prompt-engineering-techniques-super-simple-explanation' target='_blank'>Source</a>,S,PSM-AI,Effective AI Prompting,Include the Sprint context and a few approved Sprint Goal examples.,"The Sprint context provides substance, while examples show the expected format and wording style.",Include only the Product Goal and let the AI infer the rest.,"The Product Goal is useful context, but it does not show the team's Sprint Goal convention.",Ask AI to generate five unrelated Sprint Goal alternatives.,"Alternatives may support brainstorming, but they do not ensure alignment with the team's agreed format.",Use only a persona prompt such as 'Act as a Scrum Master'.,"A persona may influence tone, but it is weaker than examples for matching a specific convention.",,,,,1
A Scrum Team builds an internal AI assistant for thousands of company documents. Why would RAG be a strong architectural choice?,This question evaluates whether learners understand why RAG is useful for large document collections. The value is that relevant documents can be retrieved and used as context before generating an answer. <i>Retrieval-Augmented Generation (RAG)</i><br><a href='https://www.scrum.org/resources/blog/20-ai-keywords-agile-professionals-must-know' target='_blank'>Source</a>,S,PSM-AI,AI Theory and Primer,It can retrieve relevant indexed documents before the LLM generates an answer.,This allows the assistant to ground responses in company knowledge rather than depending only on the model's general training.,It lets the team avoid organizing the internal documents.,RAG depends on accessible and well-managed knowledge sources to retrieve useful information.,It guarantees that every generated answer is correct.,"RAG can improve grounding, but it does not eliminate the need for validation and governance.",It replaces the LLM with a keyword search engine.,RAG combines retrieval with generation; it is not merely keyword search.,,,,,1
Which situation most strongly calls for few-shot prompting?,This question evaluates whether the learner can select the right prompting technique for the problem. Few-shot prompting is especially useful when the main need is format imitation. <i>Few-Shot Prompting</i><br><a href='https://www.scrum.org/resources/blog/10-prompt-engineering-techniques-super-simple-explanation' target='_blank'>Source</a>,S,PSM-AI,Effective AI Prompting,The team needs AI output to match a specific report format shown in previous examples.,Few-shot prompting is useful when the model must imitate a demonstrated structure.,The team needs a quick definition of a common Scrum term.,A simple definition often does not require examples of output format.,The team wants AI to reason through a complex root-cause analysis.,Complex reasoning may be better supported by step-by-step analysis than format examples alone.,The team wants AI to retrieve the latest internal policy document.,Retrieval needs source access; few-shot examples alone do not provide current documents.,,,,,1
"A Developer says, 'The AI chose this framework, so we do not need to debate it.' What is the best response?","This question evaluates whether the Scrum Team keeps AI in a supporting role. A technical recommendation should be discussed, challenged, and adapted by the people accountable for building the Increment. <i>The A3 Framework: Assist, Automate, Avoid - A Decision System for AI Delegation</i><br><a href='https://www.scrum.org/resources/blog/a3-framework-assist-automate-avoid-decision-system-ai-delegation' target='_blank'>Source</a>",S,PSM-AI,AI for Scrum Masters,"Use the AI recommendation as input, then discuss risks, trade-offs, and fit as a team.","AI output can support analysis, but the team should still inspect whether the recommendation fits its context.",Accept the framework because AI recommendations reduce human bias.,"AI can also reflect bias, missing context, or unsupported assumptions.",Ask the Product Owner to make the final technical decision.,"The Product Owner is accountable for value, but Developers manage technical work and quality.",Ignore the recommendation because AI should never influence technical choices.,AI can be useful input when the team validates it responsibly.,,,,,1
The team wants AI to identify patterns across Retrospective notes from the last five Sprints. Which approach is most appropriate?,"This question evaluates whether the learner understands RAG as a way to ground AI analysis in specific documents. For multi-Sprint Retrospective analysis, the key is retrieving the relevant notes before generating recommendations. <i>Retrieval-Augmented Generation (RAG)</i><br><a href='https://www.scrum.org/resources/blog/20-ai-keywords-agile-professionals-must-know' target='_blank'>Source</a>",S,PSM-AI,AI Theory and Primer,Use retrieval-augmented generation to retrieve the relevant notes and generate grounded pattern analysis.,"RAG supports analysis based on selected documents, making the output more connected to the team's actual history.",Use zero-shot prompting and describe the team as experienced.,Zero-shot prompting cannot analyze notes that are not supplied or retrieved.,Use Chain-of-Thought to reason from general Scrum theory.,Reasoning from general theory does not reveal patterns in the team's actual notes.,Use few-shot prompting with sample Retrospective agendas.,"Sample agendas guide structure, but they do not provide the real Sprint data to analyze.",,,,,1
Why is RAG usually preferable to relying only on pre-trained LLM knowledge for an internal knowledge base?,This question evaluates whether the learner understands the difference between retrieval-based grounding and pre-trained model knowledge. RAG is valuable because it can use current organizational documents without changing the model itself. <i>Retrieval-Augmented Generation (RAG)</i><br><a href='https://www.scrum.org/resources/blog/20-ai-keywords-agile-professionals-must-know' target='_blank'>Source</a>,S,PSM-AI,AI Theory and Primer,RAG can ground responses in the organization's current documents at the time of the request.,This reduces dependence on static model knowledge and improves relevance to internal information.,RAG permanently updates the model's weights with every retrieved document.,RAG retrieves context for generation; it does not necessarily retrain the model.,RAG eliminates the need to maintain document quality.,"RAG depends on the quality, relevance, and freshness of the indexed sources.",RAG guarantees that every generated answer is correct.,RAG improves grounding but still requires governance and validation for important answers.,,,,,1
