title,feedback,answerType,type,domain,answer1,explanation1,answer2,explanation2,answer3,explanation3,answer4,explanation4,answer5,explanation5,answer6,explanation6,correctAnswer
Which two actions should the Product Owner take to maintain a Product Backlog that aligns with business objectives? (Choose the two best answers),"The Product Owner should engage stakeholders regularly and use data-driven prioritization to keep the Product Backlog aligned with business goals, maximizing value delivery. <i>“The Product Owner is accountable for maximizing the value of the product resulting from the work of the Scrum Team.” Scrum Guide 2020</i>",M,pspo-I,Product Backlog Management,Update the Product Backlog only during Sprint Planning and Review sessions.,"Incorrect: The Product Backlog should be continuously refined and updated, not only during formal Scrum events.",Engage with stakeholders regularly to gather feedback and ensure alignment with business goals.,Correct: Regular engagement helps keep the Product Backlog relevant and aligned with current objectives.,Use data-driven prioritization to focus on high-impact work.,Correct: Data-driven decisions help maintain a Product Backlog that is aligned with delivering the most value.,Ignore feedback that does not align with the current Product Goal.,Incorrect: All feedback should be considered to maintain an adaptable and responsive Product Backlog.,Delegate Backlog updates to the Developers to streamline the process.,Incorrect: The Product Owner is accountable for managing and updating the Product Backlog.,,,"2,3"
Which two actions should the Product Owner take to ensure the Product Backlog remains aligned with current market needs? (Choose the two best answers),The Product Owner should regularly engage with stakeholders and use data-driven prioritization to keep the Product Backlog aligned with current market needs and value delivery. <i>“The Product Owner is accountable for maximizing the value of the product resulting from the work of the Scrum Team.” Scrum Guide 2020</i>,M,pspo-I,Product Backlog Management,Only update the Product Backlog during formal Scrum events like Sprint Planning.,"Incorrect: The Product Backlog should be continuously updated based on new insights, not just during formal events.",Engage regularly with stakeholders to gather feedback and adjust the Backlog accordingly.,Correct: Regular engagement ensures the Product Backlog stays relevant and aligned with market conditions.,Use data-driven prioritization to focus on high-value items.,Correct: Data-driven decisions help keep the Product Backlog focused on the most impactful work.,Ignore minor feedback to maintain the Backlog’s current structure.,Incorrect: All feedback should be considered to keep the Backlog adaptable and responsive to changes.,Delegate Backlog updates to the Developers to streamline the process.,Incorrect: The Product Owner is accountable for managing the Product Backlog and cannot delegate this responsibility.,,,"2,3"
Which three actions demonstrate effective Product Backlog refinement by the Product Owner? (Choose the three best answers),"Effective refinement involves ongoing collaboration, clear communication, and continuous prioritization to ensure the Product Backlog remains aligned with current goals and needs. <i>“Product Backlog refinement is the act of adding detail, estimates, and order to items in the Product Backlog.” Scrum Guide 2020</i>",M,pspo-I,Product Backlog Management,Delegating refinement entirely to the Scrum Master.,"Incorrect: Refinement is a collaborative effort between the Product Owner and the Developers, not solely delegated.",Clarifying requirements to ensure Backlog items are actionable.,"Correct: Clear requirements help the team understand what is needed, reducing ambiguity.","Breaking down large items into smaller, more manageable tasks.",Correct: Decomposing complex items allows for better planning and execution within Sprints.,Regularly reprioritizing items based on new feedback and insights.,Correct: Regular reprioritization ensures the Backlog reflects the latest needs and priorities.,Waiting until Sprint Planning to refine Backlog items.,"Incorrect: Refinement is an ongoing activity, not limited to Sprint Planning sessions.",,,"2,3,4"
Which three actions best demonstrate the Product Owner’s involvement in maximizing value delivery during a Sprint? (Choose the three best answers),"The Product Owner maximizes value delivery by collaborating with Developers, using stakeholder feedback, and regularly reviewing progress to ensure alignment with the Product Goal. <i>“The Product Owner is accountable for maximizing the value of the product resulting from the work of the Scrum Team.” Scrum Guide 2020</i>",M,pspo-I,Product Backlog Management,Directing the Developers on how to complete their tasks.,Incorrect: The Product Owner does not direct the Developers’ work but collaborates to ensure alignment with the Product Goal.,Collaborating with the Developers to refine and prioritize work during the Sprint.,Correct: Ongoing collaboration ensures that the highest value work is prioritized and refined appropriately.,Using stakeholder feedback to adjust priorities in the Product Backlog.,Correct: Managing stakeholder feedback helps ensure the Backlog reflects current needs and maximizes value delivery.,Regularly reviewing progress to ensure that work aligns with the Product Goal.,Correct: Regular reviews help ensure that work remains aligned with the overall objectives and value delivery.,Waiting until the Sprint Review to make any adjustments to priorities.,Incorrect: Continuous refinement and prioritization throughout the Sprint help maintain alignment and responsiveness.,,,"2,3,4"
A stakeholder approaches the Product Owner with a new urgent requirement mid-Sprint. What should the Product Owner do? (Choose the best answer),"New requirements should be added to the Product Backlog and prioritized accordingly, not added mid-Sprint. This ensures the team remains focused on the current Sprint Goal. <i>“The Product Owner is accountable for effective Product Backlog management.” Scrum Guide 2020</i>",S,pspo-I,Product Backlog Management,Immediately add the requirement to the current Sprint Backlog.,Incorrect: Changes to the Sprint Backlog should be avoided during the Sprint.,Discuss the new requirement with the team and adjust the Sprint Goal accordingly.,Incorrect: The Sprint Goal should not be adjusted once the Sprint has started.,Add the requirement to the Product Backlog and prioritize it for the next Sprint.,Correct: The Product Owner manages the Product Backlog and prioritizes new work for future Sprints.,Ignore the request and focus on the current Sprint.,"Incorrect: Ignoring stakeholder feedback is not recommended, but it should be managed appropriately.",,,,,3
"During a Sprint, the Product Owner notices that a key feature is missing from the Increment. What is the most appropriate action? (Choose the best answer)","If a feature is missing, it should be documented and prioritized in the Product Backlog. The Product Owner ensures the Backlog reflects the highest value work. <i>“The Product Backlog is an emergent, ordered list of what is needed to improve the product.” Scrum Guide 2020</i>",S,pspo-I,Product Backlog Management,Immediately ask the Developers to add the feature during the Sprint.,Incorrect: Adding work during the Sprint disrupts the Sprint Goal and focus.,Document the missing feature and prioritize it in the Product Backlog for the next Sprint.,Correct: Missing features should be managed in the Product Backlog and prioritized accordingly.,Escalate the issue to the Scrum Master to address immediately.,Incorrect: The Scrum Master does not manage Product Backlog items.,Extend the Sprint duration to complete the missing feature.,Incorrect: Sprint durations are fixed and should not be extended.,,,,,2
"During the Sprint Retrospective, the team identifies frequent misunderstandings of Product Backlog items as a major impediment. What should the Product Owner do? (Choose the best answer)","The Product Owner should collaborate with the Developers to enhance the refinement process, ensuring Product Backlog items are clear, actionable, and ready for future Sprints. <i>“The Product Owner is accountable for effective Product Backlog management.” Scrum Guide 2020</i>",S,pspo-I,Product Backlog Management,Ignore the feedback and focus on other improvements.,Incorrect: Ignoring feedback undermines the team’s ability to address key impediments to progress.,Work with the Developers to improve the clarity of Backlog items during refinement sessions.,Correct: Improving refinement helps ensure that Product Backlog items are actionable and align with team understanding.,Delegate the responsibility of refinement to the Scrum Master.,Incorrect: The Product Owner should be actively involved in refinement and clarity of the Product Backlog items.,Delay addressing these issues until the next Sprint Planning session.,"Incorrect: Refinement should be continuously improved, not delayed.",,,,,2
True or False: The Product Owner is responsible for ordering the Product Backlog in a way that maximizes the team's efficiency. (Choose the best answer),"The Product Owner focuses on maximizing product value, which may not always align directly with maximizing team efficiency. <i>Scrum Guide 2020</i>",TF,pspo-I,Roles and Responsibilities,,"Incorrect: While efficiency is important, the main responsibility is to maximize product value, not just team efficiency.",,"Correct: The Product Owner's main responsibility is to maximize the value of the product, not team efficiency.",,,,,,,,,false
True or False: The Scrum Master is responsible for deciding which Product Backlog items are included in the Sprint. (Choose the best answer),"The Product Owner and Developers work together during Sprint Planning to determine which Product Backlog items will be included in the Sprint, guided by the Sprint Goal. <i>“The Scrum Team selects items from the Product Backlog to include in the current Sprint.” Scrum Guide 2020</i>",TF,pspo-I,Roles and Responsibilities,,Incorrect: The Scrum Master facilitates but does not decide the content of the Sprint Backlog; this is a joint decision involving the Product Owner and Developers.,,Correct: The Product Owner and Developers collaboratively decide on the Sprint Backlog during Sprint Planning.,,,,,,,,,false
Which two elements are critical for the Scrum Master to support the Development Team effectively? (Choose the two best answers),"The Scrum Master supports the Development Team by facilitating Scrum events and removing impediments, enabling the team to work efficiently and effectively. <i>“The Scrum Master is accountable for the Scrum Team’s effectiveness.” Scrum Guide 2020</i>",M,pspo-I,Roles and Responsibilities,Facilitating Scrum events to ensure they are productive.,Correct: Facilitating events helps ensure that the team stays on track and follows Scrum practices effectively.,Removing impediments that hinder the team’s progress.,"Correct: The Scrum Master helps the team by removing obstacles that block progress, allowing the team to focus on their work.",Assigning tasks to the team members based on their skills.,Incorrect: The Development Team self-organizes and decides how to accomplish their work.,Tracking the team’s performance metrics closely.,Incorrect: The Scrum Master supports team effectiveness but does not manage performance metrics in a traditional sense.,Approving the team’s work before it is presented in the Sprint Review.,"Incorrect: The Product Owner is responsible for assessing the Increment, not the Scrum Master.",,,"1,2"
Which three responsibilities are unique to the Product Owner within the Scrum Team? (Choose the three best answers),"The Product Owner is responsible for prioritizing the Product Backlog, communicating clearly with the team, and managing stakeholder expectations, ensuring value-driven development. <i>“The Product Owner is accountable for maximizing the value of the product resulting from the work of the Scrum Team.” Scrum Guide 2020</i>",M,pspo-I,Roles and Responsibilities,Prioritizing Product Backlog items based on business value and stakeholder input.,Correct: The Product Owner ensures that the most valuable and impactful items are prioritized.,Clearly communicating Product Backlog items to the Development Team.,Correct: Clear communication ensures that the team understands the requirements and priorities.,Managing stakeholder expectations and incorporating feedback into the Product Backlog.,Correct: Managing stakeholder expectations and refining the Product Backlog ensures the product delivers maximum value.,Facilitating Daily Scrums to keep the team aligned.,"Incorrect: The Scrum Master facilitates events, not the Product Owner.",Approving work before it is considered done.,"Incorrect: The Definition of Done determines completeness, not approval by the Product Owner.",,,"1,2,3"
Which two responsibilities does the Product Owner hold during a Sprint? (Choose the two best answers),"The Product Owner engages stakeholders, gathers feedback, and refines the Product Backlog to maximize the product's value. <i>Scrum Guide 2020</i>",M,pspo-I,Roles and Responsibilities,Ensuring that all tasks are completed on time.,Incorrect: The Developers manage the progress of their work.,Managing stakeholder expectations and gathering feedback.,Correct: The Product Owner engages with stakeholders to ensure the product meets expectations.,Attending the Daily Scrum to monitor progress closely.,Incorrect: The Product Owner does not need to attend the Daily Scrum regularly.,Adjusting the Product Backlog as new information emerges.,Correct: The Product Owner continuously refines the Backlog based on feedback and changing conditions.,Delegating refinement activities to the Scrum Master.,Incorrect: The Product Owner is responsible for refinement and cannot delegate this task.,,,"2,4"
"During the Sprint, the team realizes they are consistently missing their Sprint Goal. What should the Scrum Master do to help the team? (Choose the best answer)",The Scrum Master should use the Sprint Retrospective to facilitate a discussion about why the Sprint Goal is being missed and identify improvements for future Sprints. <i>“The Sprint Retrospective is an opportunity for the Scrum Team to improve processes and quality.” Scrum Guide 2020</i>,S,pspo-I,Roles and Responsibilities,Extend the Sprint duration to complete all tasks.,Incorrect: Extending the Sprint violates Scrum’s time-boxing principle and does not solve the underlying issues.,Facilitate a discussion during the Sprint Retrospective to identify root causes and solutions.,"Correct: The Sprint Retrospective allows the team to reflect, identify challenges, and make adjustments for future Sprints.",Reassign tasks to ensure all work is completed on time.,Incorrect: Task reassignment disrupts self-management and does not address the root causes of missed goals.,Report the issue to upper management for guidance.,Incorrect: The Scrum Team is self-managing and responsible for resolving its own challenges.,,,,,2
"During Sprint Planning, the Product Owner is unavailable. What should the Scrum Team do? (Choose the best answer)","In the absence of the Product Owner, the Scrum Team should proceed with what they have and make alignment adjustments later. <i>Scrum Guide 2020</i>",S,pspo-I,Roles and Responsibilities,Postpone the Sprint Planning until the Product Owner is available.,Incorrect: The Product Owner's absence should not delay the Scrum Team's progress.,Proceed with the Sprint Planning and make decisions based on the current Product Backlog.,Correct: The Developers can proceed with available information and align with the Product Owner later.,Cancel the Sprint until the Product Owner is available.,Incorrect: Cancelling the Sprint disrupts the flow of the Scrum Team.,Wait for the Product Owner and reschedule all upcoming events.,Incorrect: Rescheduling disrupts the team's work cadence.,,,,,2
True or False: The Product Owner has the final say on the Definition of Done. (Choose the best answer),The Definition of Done is established by the entire Scrum Team to ensure quality and consistency across all work. <i>“The Definition of Done is created by the Scrum Team.” Scrum Guide 2020</i>,TF,pspo-I,Scrum Artifacts,,"Incorrect: The Definition of Done is defined by the entire Scrum Team, not solely by the Product Owner.",,Correct: The Definition of Done is collaboratively created and agreed upon by the Scrum Team.,,,,,,,,,false
Which two actions should the Product Owner take if the team consistently misses the Definition of Done? (Choose the two best answers),"The Product Owner should collaborate with the Developers to understand challenges and refine Backlog items, ensuring quality standards are consistently met. <i>“If a Product Backlog item does not meet the Definition of Done, it cannot be released.” Scrum Guide 2020</i>",M,pspo-I,Scrum Artifacts,Adjust the Definition of Done to lower quality standards.,Incorrect: Lowering quality standards compromises the integrity of the product and does not address the root issues.,Collaborate with the Developers to understand obstacles and refine the Backlog items.,"Correct: Collaboration helps identify and address obstacles, ensuring that items meet the Definition of Done.",Reassign incomplete work to the next Sprint without refinement.,Incorrect: Moving work forward without addressing issues can lead to repeated failures.,Improve refinement practices to ensure items are better understood and actionable.,"Correct: Effective refinement helps ensure that items are clear, manageable, and meet the Definition of Done.",Ignore the issue as long as some value is delivered.,Incorrect: Ignoring quality issues undermines the product’s value and consistency.,,,"2,4"
Which two elements are crucial to ensure that the Product Backlog remains relevant and useful? (Choose the two best answers),"Regular refinement and incorporating stakeholder feedback are critical for maintaining a Product Backlog that accurately reflects priorities and business needs. <i>“Product Backlog refinement is the act of adding detail, estimates, and order to items in the Product Backlog.” Scrum Guide 2020</i>",M,pspo-I,Scrum Artifacts,Regular Backlog Refinement sessions,Correct: Refinement sessions help keep the Product Backlog up-to-date and ensure items are clearly understood.,Active involvement of the Scrum Master in prioritizing tasks,"Incorrect: The Product Owner is responsible for prioritizing tasks, not the Scrum Master.",Frequent updates to reflect stakeholder feedback,Correct: Regular updates ensure that the Product Backlog reflects current priorities and stakeholder needs.,A fixed Backlog that does not change during Sprints,Incorrect: The Product Backlog is dynamic and should be updated as new information becomes available.,Focus on technical tasks over business value,"Incorrect: The Product Backlog should prioritize business value, not just technical tasks.",,,"1,3"
The team consistently struggles to complete all tasks within the Sprint. Which Scrum artifact can help them improve their planning and focus? (Choose the best answer),The Sprint Backlog helps the Development Team manage their tasks by providing a clear view of what work needs to be done to achieve the Sprint Goal. <i>“The Sprint Backlog is a plan by and for the Developers.” Scrum Guide 2020</i>,S,pspo-I,Scrum Artifacts,Product Backlog,Incorrect: The Product Backlog lists all future work but does not directly help manage the current Sprint’s workload.,Sprint Backlog,"Correct: The Sprint Backlog provides a clear view of the work the team has committed to, helping them manage their tasks and maintain focus.",Increment,Incorrect: The Increment shows what has been completed but does not help plan or manage tasks.,Scrum Artifacts,Incorrect: The Definition of Done sets quality standards but does not aid in workload management.,,,,,2
Which artifact embodies the Scrum value of transparency by showing what work has been completed? (Choose the best answer),"The Increment embodies transparency by clearly showing what work has been completed, providing visibility into the team’s progress toward the Product Goal. <i>“An Increment is a concrete stepping stone toward the Product Goal.” Scrum Guide 2020</i>",S,pspo-I,Scrum Artifacts,Product Backlog,"Incorrect: The Product Backlog lists future work, not what has been completed.",Increment,Correct: The Increment demonstrates completed work and embodies transparency by showing progress.,Sprint Backlog,Incorrect: The Sprint Backlog shows current work in progress but not completed work.,Scrum Artifacts,Incorrect: The Definition of Done defines quality but does not demonstrate completed work.,,,,,2
Which artifact provides transparency into the current progress and helps guide the team’s inspection during the Sprint? (Choose the best answer),"The Sprint Backlog provides transparency into the team’s current progress, helping guide inspections and adaptations during the Sprint. <i>“The Sprint Backlog is a plan by and for the Developers.” Scrum Guide 2020</i>",S,pspo-I,Scrum Artifacts,Product Backlog,Incorrect: The Product Backlog contains all future work and does not provide direct visibility into the current progress.,Sprint Backlog,Correct: The Sprint Backlog provides a transparent view of current progress and guides the team during inspection.,Increment,Incorrect: The Increment shows completed work but does not directly guide inspection during the Sprint.,Scrum Artifacts,Incorrect: The Definition of Done ensures quality but does not directly provide progress visibility.,,,,,2
True or False: The Product Owner is required to attend every Daily Scrum to stay updated on the team's progress.,The Daily Scrum is a developer-focused event meant for team synchronization rather than Product Owner oversight. <i>Scrum Guide 2020</i>,TF,pspo-I,Scrum Events,,Incorrect: The Product Owner does not need to attend Daily Scrums; the event is for Developers to synchronize their work.,,"Correct: The Daily Scrum is for Developers to inspect progress towards the Sprint Goal, not for the Product Owner's updates.",,,,,,,,,false
True or False: The Sprint Review is primarily an opportunity for the Product Owner to demonstrate the Increment to stakeholders. (Choose the best answer),The Sprint Review is a collaborative event that involves the entire Scrum Team and stakeholders to inspect the Increment and plan future adaptations. <i>“The Scrum Team and stakeholders collaborate about what was done in the Sprint.” Scrum Guide 2020</i>,TF,pspo-I,Scrum Events,,Incorrect: The Sprint Review is a collaborative event where the entire Scrum Team and stakeholders inspect the Increment and discuss next steps.,,"Correct: The Sprint Review involves the whole Scrum Team and stakeholders, focusing on collaboration and inspection of the Increment.",,,,,,,,,false
Which three practices support effective Sprint Planning? (Choose the three best answers),"Effective Sprint Planning involves setting a clear Sprint Goal, collaborating with the entire team, and reviewing past performance to guide realistic commitments. <i>“Sprint Planning initiates the Sprint by laying out the work to be performed.” Scrum Guide 2020</i>",M,pspo-I,Scrum Events,Setting a clear and realistic Sprint Goal that aligns with the Product Backlog priorities.,Correct: A clear Sprint Goal provides focus and guides the team throughout the Sprint.,Ensuring the entire Scrum Team collaborates during the planning session.,Correct: Collaboration ensures that the team is aligned on what can be achieved in the Sprint.,Reviewing past Sprint performance to inform planning decisions.,Correct: Analyzing past performance helps the team set realistic goals and make informed planning decisions.,Allowing the Product Owner to assign tasks to team members.,Incorrect: The Development Team is self-managing and decides who will work on which tasks.,Planning the work without input from the Development Team to save time.,Incorrect: The Development Team’s input is critical to realistic and achievable Sprint Planning.,,,"1,2,3"
Which three elements are crucial for effective Sprint Planning? (Choose the three best answers),"Effective Sprint Planning relies on setting a clear Sprint Goal, understanding priorities with the Product Owner, and estimating capacity accurately to ensure achievable commitments. <i>“Sprint Planning initiates the Sprint by laying out the work to be performed for the Sprint.” Scrum Guide 2020</i>",M,pspo-I,Scrum Events,A clearly defined Sprint Goal that guides the work.,Correct: The Sprint Goal provides a clear objective and focus for the Sprint.,A complete and detailed list of tasks for each team member.,Incorrect: Scrum does not require detailed task assignments during planning; the team self-organizes.,Input from the Product Owner on priority and value of work items.,Correct: The Product Owner’s input ensures that the most valuable work is included in the Sprint.,Accurate capacity estimates based on the team’s past performance.,Correct: Capacity estimates help the team commit to a realistic amount of work for the Sprint.,Approval from the Scrum Master to begin work.,Incorrect: Approval is not required; the team starts work once the plan is agreed upon.,,,"1,3,4"
"During a Sprint Review, the stakeholders suggest changes that were not anticipated by the Scrum Team. What is the best approach to handle this feedback? (Choose the best answer)","The Scrum Team should capture stakeholder feedback during the Sprint Review and update the Product Backlog to consider these changes in future Sprints. <i>“The Sprint Review is a working session, and the Scrum Team should avoid limiting it to a presentation.” Scrum Guide 2020</i>",S,pspo-I,Scrum Events,Ignore the feedback and focus on the work already planned.,Incorrect: Ignoring stakeholder feedback undermines collaboration and the value of the Sprint Review.,Capture the feedback and update the Product Backlog for future consideration.,"Correct: Feedback should be used to refine the Product Backlog, guiding future work and ensuring alignment with stakeholder needs.",Incorporate the changes immediately into the current Sprint.,Incorrect: Mid-Sprint changes disrupt focus and are not part of the Sprint Review process.,Ask the Scrum Master to prioritize the changes in the current Sprint.,"Incorrect: Prioritization is managed by the Product Owner and should be planned for future Sprints, not the current one.",,,,,2
"The Development Team realizes that a critical feature was misunderstood during Sprint Planning, affecting the Sprint Goal. What should they do next? (Choose the best answer)","When misunderstandings about a feature arise, the Development Team should work with the Product Owner to clarify and adjust their approach, keeping aligned with the Sprint Goal. <i>“During the Sprint, scope may be clarified and renegotiated with the Product Owner as more is learned.” Scrum Guide 2020</i>",S,pspo-I,Scrum Events,Continue working as planned to avoid wasting time.,Incorrect: Continuing without addressing misunderstandings can lead to ineffective work and missed goals.,Discuss the issue with the Product Owner and adjust the Sprint Backlog if needed.,"Correct: The Product Owner should clarify the feature, and the team should adapt their Sprint Backlog to align with the correct understanding.",Escalate the issue to the Scrum Master for resolution.,Incorrect: The Development Team and Product Owner should collaborate directly to resolve such misunderstandings.,Cancel the Sprint and start over with a new plan.,Incorrect: Cancelling the Sprint is a last resort and not typically necessary for misunderstandings that can be clarified.,,,,,2
