title,feedback,answerType,type,domain,answer1,explanation1,answer2,explanation2,answer3,explanation3,answer4,explanation4,answer5,explanation5,answer6,explanation6,correctAnswer
The Scrum Master notices that the team’s velocity has decreased over the last few Sprints. What should they do? (Choose the best answer),"The Scrum Master should facilitate a Retrospective to help the team identify the causes of decreased velocity and plan improvements, fostering continuous growth and adaptation. <i>The Scrum Team continuously improves, adjusting its practices based on inspection and adaptation.</i> (Scrum Guide 2020)",S,PSM-I,Scrum Events,Ignore the decrease as long as the Sprint Goals are being met.,Incorrect: A decreasing velocity can indicate deeper issues that should be inspected and addressed.,Facilitate a Retrospective focused on identifying the causes of decreased velocity and potential improvements.,Correct: The Retrospective is the right event to inspect performance and adapt the team’s practices.,Ask the Product Owner to add fewer items to the Sprint Backlog.,Incorrect: The Developers and Scrum Team collaboratively decide on the Sprint Backlog based on capacity.,Report the issue to stakeholders and request additional resources.,"Incorrect: Velocity concerns should be managed within the Scrum Team, not escalated externally.",,,,,2
How can the Scrum Team ensure that the Definition of Done is consistently met? (Choose the best answer),"The Scrum Team should regularly inspect and adapt the Definition of Done during Retrospectives, ensuring it aligns with the team's capabilities and maintains the required quality standards. <i>The Definition of Done creates transparency by providing everyone a shared understanding of what work was completed as part of the Increment.</i> (Scrum Guide 2020)",S,PSM-I,Concepts,Lower the Definition of Done when work is too challenging to meet it.,Incorrect: Lowering the standards compromises the quality of the Increment and does not align with Scrum values.,Regularly review and update the Definition of Done during Retrospectives to align with team capabilities.,"Correct: The Retrospective is a key opportunity to inspect and adapt the Definition of Done, ensuring it remains relevant and achievable.",Only apply the Definition of Done to items that are easy to complete.,"Incorrect: The Definition of Done must be consistently applied to all work, regardless of difficulty.",Allow the Product Owner to decide when the Definition of Done applies.,Incorrect: The Definition of Done is agreed upon by the entire Scrum Team and should be consistently applied.,,,,,2
Which Scrum value is demonstrated when a team member volunteers to help a colleague complete their tasks? (Choose the best answer),,S,PSM-I,,Respect,Incorrect: Respect involves valuing each other's contributions but is not specifically about helping with tasks.,Commitment,Incorrect: Commitment involves dedication to the team’s goals but does not directly address helping others.,Courage,"Incorrect: Courage is about taking risks and facing challenges, not specifically about collaboration.",Focus,Incorrect: Focus relates to concentrating on the Sprint Goal but not specifically about teamwork.,Openness,Correct: Openness is demonstrated when team members share work and help each other to achieve the team’s goals.,,,5
The Scrum Team has identified that their Sprint Review sessions often lack stakeholder engagement. What can they do to improve this? (Choose the best answer),"Facilitating more interactive Sprint Reviews can improve stakeholder engagement, encouraging active participation and valuable feedback that guides future work. <i>The Sprint Review is a working session, and the Scrum Team should avoid limiting it to a presentation.</i> (Scrum Guide 2020)",S,PSM-I,Scrum Events,Skip the Sprint Review if stakeholders are not engaged.,"Incorrect: The Sprint Review is a critical event for inspection and adaptation, and should not be skipped.",Facilitate more interactive Sprint Reviews to encourage stakeholder participation and feedback.,Correct: Making the Sprint Review more engaging can encourage stakeholders to actively participate and provide valuable feedback.,Invite stakeholders only when major changes are being presented.,Incorrect: Stakeholders should be involved regularly to stay informed and engaged with the product’s progress.,Provide detailed reports instead of holding a Sprint Review.,Incorrect: Direct engagement during the Sprint Review is more effective than reports for gaining feedback and adapting.,,,,,2
"During the Sprint Planning, the Product Owner is unable to attend. What should the Scrum Team do? (Choose the best answer)",The Sprint Planning should involve the Product Owner to set the Sprint Goal and prioritize work; rescheduling ensures their essential input is included. <i>The Product Owner ensures that attendees are prepared to discuss the most important Product Backlog items and how they map to the Product Goal.</i> (Scrum Guide 2020),S,PSM-I,Scrum Events,Proceed with the planning without the Product Owner.,Incorrect: The Product Owner’s presence is crucial for prioritization and setting the Sprint Goal.,Reschedule the Sprint Planning to ensure the Product Owner can participate.,Correct: Rescheduling ensures that the Product Owner can provide necessary input on the Sprint Goal and selected items.,Continue planning and ask the Scrum Master to represent the Product Owner’s interests.,Incorrect: The Scrum Master facilitates but does not represent the Product Owner’s decision-making responsibilities.,Replace the Product Owner with a stakeholder for this meeting.,Incorrect: The Product Owner’s unique role cannot be substituted by a stakeholder.,,,,,2
A Developer repeatedly works on tasks outside of the Sprint Backlog. What should the Scrum Master do? (Choose the best answer),"The Scrum Master should facilitate a discussion to reinforce the importance of adhering to the Sprint Backlog, ensuring the team remains focused on the Sprint Goal. <i>The Sprint Backlog is a highly visible, real-time picture of the work that the Developers plan to accomplish during the Sprint.</i> (Scrum Guide 2020)",S,PSM-I,Scrum Events,Ask the Developer to complete their current task and refocus on the Sprint Backlog items.,"Incorrect: While this addresses the immediate issue, it does not prevent recurrence or address the root cause.",Facilitate a discussion with the team to reinforce the importance of adhering to the Sprint Backlog.,Correct: A team discussion will help align the Developers on the importance of sticking to the agreed plan to achieve the Sprint Goal.,Ignore the issue if the additional work seems beneficial.,Incorrect: Any work outside the Sprint Backlog distracts from the Sprint Goal and should not be ignored.,Assign additional tasks from the Sprint Backlog to the Developer to keep them busy.,Incorrect: Assigning tasks does not address the issue of deviating from planned work.,,,,,2
Which three actions can help a Scrum Team improve their Definition of Done? (Choose the three best answers),"Improving the Definition of Done involves regular reviews during Retrospectives, incorporating stakeholder feedback, and ensuring team collaboration, which helps maintain high-quality Increments. <i>The Definition of Done creates transparency by providing everyone a shared understanding of what work was completed as part of the Increment.</i> (Scrum Guide 2020)",M,PSM-I,Concepts,Review the Definition of Done regularly during Sprint Retrospectives.,Correct: Regular reviews during Retrospectives help ensure the Definition of Done remains relevant and achievable.,Allow the Product Owner to define the Definition of Done independently.,Incorrect: The Definition of Done should be a shared agreement among the entire Scrum Team.,Incorporate feedback from stakeholders on quality expectations.,Correct: Stakeholder feedback ensures the Definition of Done aligns with external quality standards and expectations.,Simplify the Definition of Done to speed up the completion of tasks.,Incorrect: Simplifying may compromise the quality of the work delivered.,Collaborate with the entire Scrum Team to agree on updates to the Definition of Done.,Correct: Collaborative updates ensure that all team members are aligned with the standards of completeness.,,,"1,3,5"
How should a Scrum Team handle a situation where they consistently overestimate their capacity during Sprint Planning? (Choose the best answer),"The Retrospective allows the Scrum Team to inspect their estimation and capacity planning, enabling them to make necessary adjustments to improve future Sprints. <i>The Sprint Retrospective is an opportunity for the Scrum Team to inspect itself and create a plan for improvements to be enacted during the next Sprint.</i> (Scrum Guide 2020)",S,PSM-I,Scrum Events,Increase their work hours to complete the additional tasks.,Incorrect: Overworking is not sustainable and does not address the underlying estimation issues.,Use the Retrospective to inspect and adjust their estimation techniques and capacity planning.,Correct: The Retrospective is the appropriate place for the team to reflect on and improve their estimation practices.,Reduce the Sprint Goal to match what they are able to complete.,Incorrect: The Sprint Goal should be realistic from the start and not adjusted mid-Sprint.,Ask the Scrum Master to manage the team’s workload during the Sprint.,Incorrect: The Developers are responsible for managing their own workload and planning.,,,,,2
Which Scrum artifact provides visibility into the progress toward the Product Goal? (Choose the best answer),"The Product Backlog provides visibility into the progress toward the Product Goal by containing all items needed for the product's evolution, ordered by priority. <i>The Product Backlog is an emergent, ordered list of what is needed to improve the product.</i> (Scrum Guide 2020)",S,PSM-I,ScrumArtifacts,The Sprint Backlog,"Incorrect: The Sprint Backlog provides visibility into the current Sprint, not the overall Product Goal.",The Product Backlog,"Correct: The Product Backlog includes all items necessary to achieve the Product Goal, providing visibility into overall progress.",The Increment,Incorrect: The Increment shows completed work but does not provide a full view of progress toward the Product Goal.,The Definition of Done,Incorrect: The Definition of Done sets quality standards but does not track progress toward the Product Goal.,,,,,2
How can the Scrum Master support the Developers in maintaining high quality in their work? (Choose the best answer),"The Scrum Master facilitates adherence to the Definition of Done and encourages continuous improvement, helping the Developers maintain high quality in their work. <i>The Scrum Master serves the Developers by coaching them in self-management and cross-functionality.</i> (Scrum Guide 2020)",S,PSM-I,Roles and Responsibilities,Inspect the work completed and provide feedback regularly.,Incorrect: The Scrum Master facilitates but does not inspect or judge the quality of the Developers’ work.,Facilitate the team’s adherence to the Definition of Done and encourage continuous improvement.,Correct: The Scrum Master supports quality by helping the team adhere to the Definition of Done and fostering an environment of continuous improvement.,Assign tasks based on the team members’ strengths to ensure high-quality outcomes.,Incorrect: The Developers are self-managing and should decide how to organize their work.,Take over quality control to ensure standards are met.,"Incorrect: The Developers are responsible for meeting quality standards, not the Scrum Master.",,,,,2
Which two responsibilities belong to the Product Owner regarding the Product Backlog? (Choose the two best answers),"The Product Owner is responsible for ensuring the Product Backlog is visible, transparent, and ordered to maximize value, guiding the Scrum Team’s work. <i>The Product Owner is accountable for the Product Backlog, including its content, availability, and ordering.</i> (Scrum Guide 2020)",M,PSM-I,Roles and Responsibilities,Ensuring the Product Backlog is visible and transparent to all stakeholders.,Correct: The Product Owner makes sure that the Product Backlog is clear and accessible to all relevant parties.,Defining the technical specifications of Product Backlog items.,Incorrect: Technical specifications are typically defined collaboratively with the Developers.,Ordering the Product Backlog items to maximize value.,Correct: The Product Owner prioritizes the Product Backlog items to ensure the team works on the most valuable tasks first.,Setting deadlines for Product Backlog items.,Incorrect: The team collaborates on planning and setting expectations but does not set hard deadlines in the Product Backlog.,Delegating the management of the Product Backlog to the Developers.,"Incorrect: The Product Owner remains accountable for the Product Backlog, even with input from the Developers.",,,"1,3"
"During the Sprint Review, stakeholders suggest significant changes to the product. What should the Scrum Team do? (Choose the best answer)","The Scrum Team should use stakeholder feedback from the Sprint Review to update the Product Backlog, ensuring that future Sprints address the suggested changes. <i>The Sprint Review is a working session, and the Scrum Team should avoid limiting it to a presentation.</i> (Scrum Guide 2020)",S,PSM-I,Scrum Events,Implement the changes immediately to satisfy stakeholders.,"Incorrect: Changes should be evaluated and planned for future Sprints, not made on the spot during the Review.",Discuss the feedback and update the Product Backlog to reflect the suggested changes.,"Correct: Feedback from stakeholders should be used to update the Product Backlog, guiding future work.",Ignore the feedback if it conflicts with the current Sprint Goal.,Incorrect: All feedback is valuable and should be considered for future planning.,Ask the Scrum Master to negotiate with stakeholders to reduce the changes.,Incorrect: The Scrum Master facilitates the process but does not negotiate scope changes on behalf of the team.,,,,,2
How can the Scrum Master help a Scrum Team struggling with low engagement during the Daily Scrum? (Choose the best answer),"The Scrum Master can facilitate the Daily Scrum, ensuring it remains focused, interactive, and aligned with the Sprint Goal, boosting team engagement. <i>The Daily Scrum is a 15-minute event for the Developers of the Scrum Team to inspect progress toward the Sprint Goal.</i> (Scrum Guide 2020)",S,PSM-I,Scrum Events,Conduct one-on-one meetings instead of the Daily Scrum.,"Incorrect: The Daily Scrum is a team event, and one-on-one meetings would not foster team collaboration.","Facilitate the Daily Scrum to keep it focused, interactive, and aligned with the Sprint Goal.",Correct: The Scrum Master can help by facilitating the event to make it more engaging and purposeful for the team.,Remove the Daily Scrum if the team finds it unnecessary.,Incorrect: The Daily Scrum is essential for inspection and adaptation and should not be removed.,Allow team members to skip the Daily Scrum if they have nothing to report.,"Incorrect: The Daily Scrum is about team alignment, not just individual updates.",,,,,2
The Developers have identified that their Sprint Goals are often too ambitious. What should the Scrum Master do? (Choose the best answer),"The Scrum Master should facilitate discussions during Sprint Planning, helping the team to set realistic and achievable Sprint Goals, promoting confidence and success. <i>The Sprint Goal is the single objective for the Sprint, providing guidance to the Developers on why they are building the Increment.</i> (Scrum Guide 2020)",S,PSM-I,Scrum Events,Encourage the team to continue setting ambitious goals to drive performance.,Incorrect: Unrealistic goals can demotivate the team if consistently missed.,Facilitate discussions during Sprint Planning to set more realistic and achievable Sprint Goals.,Correct: Facilitating Sprint Planning helps the team set achievable goals that are aligned with their capacity and capabilities.,Ask the Product Owner to lower the expectations for the Sprint Goals.,"Incorrect: The Sprint Goals should be set collaboratively and reflect the team's capacity, not arbitrarily lowered.",Let the team decide on their goals without intervention to promote self-management.,Incorrect: The Scrum Master should support the team in setting achievable goals through facilitation and coaching.,,,,,2
The Developers notice that their work is being frequently interrupted by external requests during the Sprint. How should they address this issue? (Choose the best answer),"The Developers should use the Daily Scrum to discuss interruptions and adapt their plan, ensuring they stay aligned with the Sprint Goal. <i>The Daily Scrum is a 15-minute event for the Developers of the Scrum Team to inspect progress toward the Sprint Goal.</i> (Scrum Guide 2020)",S,PSM-I,Scrum Events,Ignore the external requests and focus solely on their current tasks.,Incorrect: Ignoring external requests without proper communication can lead to conflicts and misunderstandings.,Raise the issue during the Daily Scrum and discuss how to handle interruptions as a team.,Correct: The Daily Scrum is the right time to discuss challenges and adapt the team’s plan to handle interruptions.,Report the interruptions to the Product Owner and let them handle it.,"Incorrect: The team should manage interruptions collaboratively, not delegate them entirely to the Product Owner.",Extend the Sprint to accommodate the additional work caused by interruptions.,Incorrect: Sprints are time-boxed and should not be extended.,,,,,2
Which action can the Scrum Master take to help the Product Owner prioritize the Product Backlog more effectively? (Choose the best answer),"The Scrum Master can facilitate stakeholder workshops to help the Product Owner gather feedback and align priorities, ensuring the Product Backlog is well-ordered to maximize value. <i>The Scrum Master serves the Product Owner in several ways, including finding techniques for effective Product Backlog management.</i> (Scrum Guide 2020)",S,PSM-I,Roles and Responsibilities,Take over the prioritization of the Product Backlog to speed up the process.,Incorrect: The Scrum Master facilitates but does not take over the Product Owner’s responsibilities.,Facilitate stakeholder workshops to gather feedback and clarify priorities.,Correct: Facilitating workshops helps the Product Owner align the Product Backlog with stakeholder needs and priorities.,Ignore prioritization issues unless they directly impact the Sprint Goal.,Incorrect: Prioritization is critical for guiding the team’s work and should not be ignored.,Ask the Developers to help the Product Owner prioritize items.,"Incorrect: While Developers provide input, prioritization remains the Product Owner’s responsibility.",,,,,2
A Scrum Team consistently fails to complete all items in the Sprint Backlog. What should the Scrum Master do? (Choose the best answer),The Scrum Master should facilitate a Retrospective to help the team understand why items are not being completed and to identify actions that can improve their future performance. <i>The Sprint Retrospective is an opportunity for the Scrum Team to inspect itself and create a plan for improvements to be enacted during the next Sprint.</i> (Scrum Guide 2020),S,PSM-I,Scrum Events,Extend the Sprint length to give the team more time to complete their work.,Incorrect: Extending Sprints undermines the time-boxing principle of Scrum.,Facilitate a Retrospective to identify why items are not being completed and plan improvements.,Correct: The Retrospective allows the team to inspect their performance and make adjustments to improve in future Sprints.,Assign fewer items to the team in the next Sprint to reduce their workload.,Incorrect: The team should collaboratively decide how much work to take on based on their capacity.,Ignore the issue as long as the team delivers some value at the end of the Sprint.,Incorrect: Consistently failing to complete work suggests deeper issues that need to be addressed.,,,,,2
Which two roles are most involved in ensuring the Definition of Done is understood and applied? (Choose the two best answers),"The Developers are directly responsible for meeting the Definition of Done, with support from the Scrum Master to ensure quality standards are upheld. <i>The Definition of Done creates transparency by providing a shared understanding of what work was completed.</i> (Scrum Guide 2020)",M,PSM-I,Concepts,Product Owner and Developers,"Incorrect: The Product Owner is responsible for prioritizing work, but the Developers ensure the Definition of Done is met.",Scrum Master and Product Owner,"Incorrect: The Scrum Master facilitates understanding, but the Developers are responsible for applying the Definition of Done.",Developers and Scrum Master,"Correct: The Developers ensure that their work meets the Definition of Done, while the Scrum Master supports by facilitating understanding and adherence to quality standards.",Developers and Stakeholders,Incorrect: Stakeholders provide feedback but do not directly enforce the Definition of Done.,Scrum Master and Stakeholders,Incorrect: Stakeholders are involved in feedback but not in maintaining the Definition of Done.,,,"1,2"
Which two strategies can help a Scrum Team enhance the quality of their Increments? (Choose the two best answers),Regular pair programming and integrating quality metrics into the Definition of Done help Scrum Teams consistently deliver high-quality Increments. <i>The Definition of Done helps ensure quality standards are met consistently.</i> (Scrum Guide 2020),M,PSM-I,Concepts,Lowering the Definition of Done standards to ensure all items can be completed on time.,Incorrect: Lowering standards compromises the quality and value of the Increment.,Conducting regular pair programming sessions to improve code quality and knowledge sharing.,Correct: Pair programming fosters collaboration and improves the overall quality of the work produced.,Including quality metrics in the Definition of Done to ensure specific standards are consistently met.,Correct: Quality metrics help the team maintain focus on essential quality aspects throughout development.,Deferring testing activities to the end of the Sprint to save time during development.,Incorrect: Delaying testing can lead to rushed work and missed quality issues.,Assigning specific team members to handle all quality-related tasks independently.,Incorrect: Quality should be a shared responsibility among all team members.,,,"2,3"
A Scrum Team consistently delivers Increments that lack the expected quality. What action should the Scrum Master take? (Choose the best answer),"The Scrum Master should facilitate reviews of the Definition of Done and provide training on quality practices, helping the team meet standards consistently. <i>The Definition of Done helps ensure quality standards are met consistently.</i> (Scrum Guide 2020)",S,PSM-I,Concepts,Ask the Product Owner to lower quality expectations for the next Sprints.,Incorrect: Lowering expectations compromises the product's value and does not solve the quality issue.,Facilitate a review of the Definition of Done and provide training on quality practices to help the team meet standards consistently.,Correct: Reviewing the Definition of Done and training the team supports quality improvements and consistent delivery.,Reassign quality assurance tasks to the most experienced Developers.,Incorrect: Quality is a shared responsibility and should be integrated into the entire team's workflow.,"Ignore the quality issues, assuming they will resolve naturally as the team gains more experience.",Incorrect: Quality issues need proactive resolution to maintain product integrity and stakeholder trust.,,,,,2
"A Scrum Team has completed a feature, but stakeholders are dissatisfied with the outcome. How should the Scrum Master handle this? (Choose the best answer)","The Scrum Master should facilitate discussions to capture stakeholder feedback and adjust the Product Backlog, ensuring future work aligns with expectations. <i>The Product Owner is accountable for maximizing the value of the product resulting from the work of the Scrum Team.</i> (Scrum Guide 2020)",S,PSM-I,Concepts,Ask the Developers to rework the feature immediately to address stakeholder concerns.,Incorrect: Immediate rework without proper planning can disrupt the Sprint and impact other commitments.,Facilitate a discussion with the stakeholders and the Product Owner to capture feedback and adjust the Product Backlog accordingly.,Correct: Capturing feedback and adjusting the backlog ensures that future work aligns better with stakeholder expectations.,Ignore the dissatisfaction since the feature met the Definition of Done.,"Incorrect: Meeting the Definition of Done is necessary, but stakeholder feedback is crucial for continuous improvement.",Ask the Product Owner to handle the feedback independently.,Incorrect: Feedback should be collaboratively addressed to ensure alignment and continuous improvement.,,,,,2
"During a Sprint, the Scrum Master notices that the Developers are not collaborating effectively. What action should the Scrum Master take? (Choose the best answer)",The Scrum Master should focus on coaching the team to improve their collaboration and communication practices. <i>The Scrum Master helps everyone understand Scrum theory and practice.</i> (Scrum Guide 2020),S,PSM-I,Concepts,Step in and reassign tasks to ensure work is completed.,Incorrect: This contradicts the self-managing nature of the Scrum Team.,Coach the team on effective collaboration and communication practices.,Correct: The Scrum Master helps the team improve collaboration skills.,Report the issue to management for intervention.,Incorrect: Management intervention disrupts the self-managing principle.,Let the team handle it themselves; it's their responsibility.,Incorrect: The Scrum Master should guide the team to improve without directly intervening in their task assignments.,,,,,2
"During the Sprint Retrospective, the team identifies that they often miss the Definition of Done. What should the Scrum Master suggest? (Choose the best answer)",The Scrum Master should coach the team on refining their processes to ensure they consistently meet the Definition of Done. <i>The Definition of Done creates transparency by providing everyone a shared understanding of what work was completed.</i> (Scrum Guide 2020),S,PSM-I,Concepts,Lower the Definition of Done standards to make it achievable.,Incorrect: Lowering quality standards is not a solution.,Coach the team on improving their processes to consistently meet the Definition of Done.,Correct: The Scrum Master should help the team refine their processes to meet quality standards consistently.,Remove items from the Definition of Done during the Sprint.,Incorrect: Adjusting the Definition of Done mid-Sprint disrupts consistency and quality.,Ignore the issue and focus on speed.,Incorrect: Ignoring quality compromises the overall value delivered.,,,,,2
The Developers are consistently unable to meet their Sprint commitment due to unexpected technical debt. What should the Scrum Master do? (Choose the best answer),The Scrum Master should facilitate discussions that help the team identify the root causes of technical debt and find ways to address them. <i>The Scrum Master helps the Scrum Team improve its practices.</i> (Scrum Guide 2020),S,PSM-I,Concepts,Add more Developers to the team to handle the extra work.,Incorrect: Adding people can disrupt team dynamics and is not a sustainable solution.,Facilitate a discussion to identify and address the root cause of the technical debt.,Correct: The Scrum Master should help the team address the root causes of technical debt through collaboration and improvement.,Reduce the scope of the Sprint without involving the Product Owner.,Incorrect: The scope should only be adjusted through negotiation with the Product Owner.,Ignore the issue and allow the team to handle it on their own.,Incorrect: The Scrum Master plays a key role in helping the team improve and address challenges.,,,,,2
